player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,nationality_code,nationality_cleaned
Jasper Cillessen,nl NED,GK,Valencia,30,1989,24.0,24.0,2096.0,30.0,1.29,102.0,78.0,0.765,10.0,7.0,7.0,5.0,20.8,8.0,6.0,2.0,0.0,23.3,2.0,3.0,1.0,28.0,0.22,-1.0,-0.04,140.0,413.0,33.9,553.0,133.0,48.5,39.4,206.0,70.4,56.3,265.0,21.0,7.9,12.0,0.52,12.8,19/20,jasper cillessen,jasper,cillessen,j,NED,Netherlands
Yannis Clementia,fr FRA,GK,Nice,22,1997,2.0,2.0,180.0,2.0,1.0,6.0,5.0,0.833,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.9,0.19,-0.1,-0.03,3.0,23.0,13.0,47.0,16.0,29.8,33.3,14.0,64.3,50.6,28.0,0.0,0.0,0.0,0.0,10.8,19/20,yannis clementia,yannis,clementia,y,FRA,France
Simone Colombi,it ITA,GK,Parma,28,1991,4.0,4.0,360.0,4.0,1.0,17.0,14.0,0.824,1.0,1.0,2.0,1.0,25.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.1,0.2,0.1,0.03,11.0,24.0,45.8,59.0,16.0,27.1,31.1,39.0,20.5,24.6,33.0,2.0,6.1,0.0,0.0,11.7,19/20,simone colombi,simone,colombi,s,ITA,Italy
Andrea Consigli,it ITA,GK,Sassuolo,32,1987,31.0,31.0,2790.0,55.0,1.77,140.0,93.0,0.657,12.0,5.0,14.0,5.0,16.1,8.0,7.0,1.0,0.0,31.0,1.0,9.0,3.0,50.0,0.32,-2.0,-0.07,141.0,339.0,41.6,789.0,136.0,34.2,32.7,206.0,33.5,30.0,292.0,25.0,8.6,20.0,0.65,14.9,19/20,andrea consigli,andrea,consigli,a,ITA,Italy
Angelo da Costa Júnior,br BRA,GK,Bologna,35,1983,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.46,-0.1,-0.08,2.0,4.0,50.0,24.0,4.0,16.7,28.1,4.0,0.0,17.5,3.0,0.0,0.0,1.0,1.0,18.8,19/20,angelo da costa junior,angelo,junior,a,BRA,Brazil
Benoît Costil,fr FRA,GK,Bordeaux,32,1987,28.0,28.0,2520.0,34.0,1.21,106.0,75.0,0.698,9.0,10.0,9.0,6.0,21.4,3.0,2.0,1.0,0.0,28.0,0.0,4.0,1.0,31.0,0.27,-2.0,-0.07,208.0,447.0,46.5,642.0,96.0,48.0,38.9,244.0,57.0,44.1,273.0,16.0,5.9,16.0,0.57,14.5,19/20,benoit costil,benoit,costil,b,FRA,France
Thibaut Courtois,be BEL,GK,Real Madrid,27,1992,34.0,34.0,3060.0,20.0,0.59,95.0,74.0,0.789,23.0,8.0,3.0,18.0,52.9,0.0,0.0,0.0,0.0,34.0,0.0,4.0,0.0,22.9,0.25,2.9,0.09,90.0,311.0,28.9,865.0,200.0,26.1,33.0,219.0,38.8,40.3,285.0,25.0,8.8,22.0,0.65,14.8,19/20,thibaut courtois,thibaut,courtois,t,BEL,Belgium
Alessio Cragno,it ITA,GK,Cagliari,25,1994,16.0,16.0,1440.0,21.0,1.31,86.0,66.0,0.767,2.0,6.0,8.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,2.0,1.0,23.8,0.26,3.8,0.24,87.0,251.0,34.7,318.0,67.0,51.6,40.7,157.0,55.4,43.0,176.0,14.0,8.0,5.0,0.31,11.5,19/20,alessio cragno,alessio,cragno,a,ITA,Italy
Iván Cuéllar,es ESP,GK,Leganés,35,1984,27.0,27.0,2429.0,33.0,1.22,99.0,67.0,0.677,7.0,9.0,11.0,8.0,29.6,2.0,1.0,1.0,0.0,27.0,1.0,8.0,0.0,29.5,0.29,-3.5,-0.13,230.0,623.0,36.9,605.0,108.0,69.9,52.1,218.0,91.7,67.8,272.0,32.0,11.8,34.0,1.26,16.0,19/20,ivan cuellar,ivan,cuellar,i,ESP,Spain
Paul Delecroix,fr FRA,GK,Metz,30,1988,2.0,1.0,135.0,4.0,2.67,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,2.6,0.32,-1.4,-0.95,15.0,32.0,46.9,33.0,4.0,72.7,49.7,11.0,72.7,57.4,6.0,1.0,16.7,2.0,1.33,16.3,19/20,paul delecroix,paul,delecroix,p,FRA,France
Lucas Dias,fr FRA,GK,Nîmes,20,1999,4.0,3.0,316.0,6.0,1.71,18.0,12.0,0.667,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.5,1.0,2.0,0.0,6.5,0.39,0.5,0.15,27.0,72.0,37.5,58.0,5.0,62.1,45.9,39.0,92.3,62.9,37.0,2.0,5.4,3.0,0.85,14.0,19/20,lucas dias,lucas,dias,l,FRA,France
Marko Dmitrović,rs SRB,GK,Eibar,27,1992,35.0,35.0,3150.0,51.0,1.46,113.0,67.0,0.584,9.0,9.0,17.0,10.0,28.6,5.0,4.0,1.0,0.0,35.0,2.0,3.0,1.0,44.1,0.36,-5.9,-0.17,273.0,842.0,32.4,817.0,91.0,74.1,58.3,245.0,96.7,76.4,274.0,20.0,7.3,48.0,1.37,17.4,19/20,marko dmitrovic,marko,dmitrovic,m,SRB,Serbia
Jaume Doménech,es ESP,GK,Valencia,28,1990,15.0,14.0,1324.0,23.0,1.56,80.0,58.0,0.725,4.0,4.0,6.0,3.0,21.4,1.0,1.0,0.0,0.0,14.7,1.0,4.0,0.0,22.7,0.28,-0.3,-0.02,106.0,255.0,41.6,325.0,61.0,48.3,38.8,132.0,74.2,53.9,178.0,7.0,3.9,6.0,0.41,12.8,19/20,jaume domenech,jaume,domenech,j,ESP,Spain
Gianluigi Donnarumma,it ITA,GK,Milan,20,1999,36.0,36.0,3201.0,42.0,1.18,134.0,97.0,0.716,18.0,9.0,9.0,12.0,33.3,8.0,4.0,4.0,0.0,35.6,0.0,7.0,1.0,45.7,0.29,4.7,0.13,222.0,469.0,47.3,882.0,172.0,38.4,34.4,260.0,50.0,39.1,306.0,29.0,9.5,20.0,0.56,14.7,19/20,gianluigi donnarumma,gianluigi,donnarumma,g,ITA,Italy
Bartłomiej Drągowski,pl POL,GK,Fiorentina,21,1997,31.0,31.0,2790.0,43.0,1.39,131.0,94.0,0.718,7.0,12.0,12.0,8.0,25.8,8.0,6.0,2.0,0.0,31.0,2.0,6.0,0.0,43.1,0.29,0.1,0.0,138.0,380.0,36.3,682.0,195.0,39.9,37.0,222.0,48.6,42.1,285.0,19.0,6.7,14.0,0.45,12.6,19/20,bartomiej dragowski,bartomiej,dragowski,b,POL,Poland
Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38.0,38.0,3420.0,58.0,1.53,190.0,134.0,0.705,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,38.0,2.0,11.0,2.0,66.0,0.34,10.0,0.26,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.5,384.0,20.0,5.2,14.0,0.37,12.3,19/20,martin dubravka,martin,dubravka,m,SVK,Slovakia
Ederson,br BRA,GK,Manchester City,25,1993,35.0,35.0,3071.0,28.0,0.82,92.0,65.0,0.728,24.0,3.0,8.0,16.0,45.7,3.0,3.0,0.0,0.0,34.1,1.0,4.0,1.0,29.4,0.3,2.4,0.07,128.0,249.0,51.4,924.0,161.0,21.9,29.7,139.0,33.8,35.1,174.0,12.0,6.9,37.0,1.08,17.6,19/20,ederson,ederson,ederson,e,BRA,Brazil
Aarón Escandell,es ESP,GK,Granada,23,1995,3.0,3.0,270.0,3.0,1.0,13.0,10.0,0.769,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.6,0.2,-0.4,-0.14,30.0,81.0,37.0,103.0,21.0,64.1,48.8,25.0,60.0,50.6,30.0,2.0,6.7,3.0,1.0,13.6,19/20,aaron escandell,aaron,escandell,a,ESP,Spain
Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25.0,25.0,2117.0,34.0,1.45,98.0,69.0,0.684,8.0,7.0,10.0,5.0,20.0,4.0,3.0,1.0,0.0,23.5,1.0,2.0,2.0,30.0,0.27,-2.0,-0.08,220.0,506.0,43.5,478.0,90.0,68.8,49.8,194.0,91.2,63.9,241.0,10.0,4.1,5.0,0.21,11.7,19/20,ukasz fabianski,ukasz,fabianski,u,POL,Poland
Fabricio,es ESP,GK,Mallorca,31,1987,2.0,2.0,90.0,3.0,3.0,5.0,3.0,0.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7,0.15,-1.3,-1.31,8.0,17.0,47.1,24.0,6.0,50.0,41.0,9.0,55.6,47.3,5.0,0.0,0.0,1.0,1.0,15.3,19/20,fabricio,fabricio,fabricio,f,ESP,Spain
Ralf Fährmann,de GER,GK,Norwich City,30,1988,1.0,1.0,21.0,1.0,4.29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,1.1,0.11,0.1,0.42,1.0,3.0,33.3,7.0,2.0,42.9,29.7,3.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,7.0,19/20,ralf fahrmann,ralf,fahrmann,r,GER,Germany
Wladimiro Falcone,it ITA,GK,Sampdoria,24,1995,2.0,2.0,180.0,5.0,2.5,14.0,9.0,0.714,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.6,0.35,0.6,0.29,8.0,29.0,27.6,43.0,11.0,39.5,32.6,18.0,66.7,47.9,15.0,0.0,0.0,1.0,0.5,13.8,19/20,wladimiro falcone,wladimiro,falcone,w,ITA,Italy
Aitor Fernández,es ESP,GK,Levante,28,1991,36.0,36.0,3240.0,51.0,1.42,201.0,152.0,0.761,12.0,7.0,17.0,5.0,13.9,6.0,3.0,3.0,0.0,36.0,1.0,8.0,2.0,57.3,0.27,8.3,0.23,204.0,553.0,36.9,781.0,186.0,50.1,41.7,337.0,48.1,41.4,382.0,25.0,6.5,29.0,0.81,14.0,19/20,aitor fernandez,aitor,fernandez,a,ESP,Spain
Andrés Fernández,es ESP,GK,Villarreal,32,1986,4.0,4.0,360.0,8.0,2.0,17.0,13.0,0.706,1.0,2.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,6.8,0.26,-0.2,-0.04,23.0,55.0,41.8,108.0,15.0,31.5,30.9,44.0,47.7,40.6,46.0,2.0,4.3,1.0,0.25,11.9,19/20,andres fernandez,andres,fernandez,a,ESP,Spain
Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,10.0,900.0,14.0,1.4,70.0,54.0,0.8,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,16.3,0.22,2.3,0.23,82.0,206.0,39.8,324.0,41.0,43.8,40.1,111.0,57.7,51.5,93.0,3.0,3.2,2.0,0.2,12.5,19/20,mark flekken,mark,flekken,m,NED,Netherlands
Ben Foster,eng ENG,GK,Watford,36,1983,38.0,38.0,3420.0,64.0,1.68,166.0,109.0,0.663,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,38.0,3.0,7.0,3.0,58.3,0.31,-2.7,-0.07,322.0,975.0,33.0,910.0,122.0,77.4,54.3,292.0,92.8,67.6,366.0,37.0,10.1,43.0,1.13,15.6,19/20,ben foster,ben,foster,b,ENG,England
Daniel Fuzato,br BRA,GK,Roma,22,1997,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.43,-0.1,-0.14,4.0,16.0,25.0,34.0,4.0,35.3,35.0,10.0,40.0,36.2,8.0,1.0,12.5,0.0,0.0,10.2,19/20,daniel fuzato,daniel,fuzato,d,BRA,Brazil
Gabriel,br BRA,GK,Lecce,26,1992,34.0,34.0,2997.0,76.0,2.28,217.0,153.0,0.696,6.0,8.0,20.0,2.0,5.9,12.0,10.0,2.0,0.0,33.3,1.0,12.0,3.0,80.7,0.34,7.7,0.23,147.0,354.0,41.5,653.0,194.0,36.1,34.9,326.0,36.2,31.8,382.0,21.0,5.5,12.0,0.36,13.6,19/20,gabriel,gabriel,gabriel,g,BRA,Brazil
Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18.0,17.0,1613.0,26.0,1.45,79.0,56.0,0.709,5.0,5.0,7.0,2.0,11.8,4.0,3.0,1.0,0.0,17.9,1.0,2.0,1.0,25.2,0.29,0.2,0.01,81.0,273.0,29.7,376.0,58.0,45.7,38.9,140.0,72.1,58.0,168.0,9.0,5.4,12.0,0.67,14.2,19/20,paulo gazzaniga,paulo,gazzaniga,p,ARG,Argentina
David de Gea,es ESP,GK,Manchester Utd,28,1990,38.0,38.0,3420.0,36.0,0.95,125.0,92.0,0.736,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,38.0,1.0,8.0,1.0,37.5,0.29,2.5,0.07,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,34.0,288.0,15.0,5.2,11.0,0.29,13.4,19/20,david de gea,david,gea,d,ESP,Spain
Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,33.0,2970.0,54.0,1.64,160.0,109.0,0.681,12.0,5.0,16.0,8.0,24.2,4.0,3.0,1.0,0.0,33.0,0.0,9.0,1.0,51.0,0.3,-2.0,-0.06,412.0,890.0,46.3,1087.0,124.0,61.5,47.4,269.0,82.2,60.7,295.0,28.0,9.5,23.0,0.7,15.3,19/20,rafa gikiewicz,rafa,gikiewicz,r,POL,Poland
Mauro Goicoechea,uy URU,GK,Toulouse,31,1988,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.615,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.4,0.34,-0.6,-0.32,21.0,48.0,43.8,44.0,4.0,70.5,46.4,20.0,85.0,51.8,14.0,0.0,0.0,1.0,0.5,17.4,19/20,mauro goicoechea,mauro,goicoechea,m,URU,Uruguay
Pierluigi Gollini,it ITA,GK,Atalanta,24,1995,33.0,33.0,2884.0,42.0,1.31,113.0,78.0,0.681,19.0,9.0,5.0,8.0,24.2,6.0,6.0,0.0,0.0,32.0,2.0,4.0,3.0,34.6,0.27,-4.4,-0.14,188.0,422.0,44.5,758.0,171.0,37.1,37.0,210.0,67.1,52.5,207.0,15.0,7.2,37.0,1.15,15.7,19/20,pierluigi gollini,pierluigi,gollini,p,ITA,Italy
Alfred Gomis,sn SEN,GK,Dijon,25,1993,19.0,19.0,1620.0,20.0,1.11,83.0,65.0,0.771,6.0,7.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,18.0,2.0,2.0,1.0,22.4,0.26,3.4,0.19,169.0,377.0,44.8,563.0,112.0,47.4,39.8,168.0,65.5,48.2,191.0,27.0,14.1,5.0,0.28,12.9,19/20,alfred gomis,alfred,gomis,a,SEN,Senegal
Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,35.0,3150.0,42.0,1.2,147.0,106.0,0.714,11.0,9.0,15.0,10.0,28.6,1.0,0.0,0.0,1.0,35.0,0.0,5.0,2.0,47.3,0.33,7.3,0.21,225.0,674.0,33.4,780.0,163.0,57.4,44.3,273.0,82.8,62.0,326.0,29.0,8.9,16.0,0.46,13.1,19/20,vicente guaita,vicente,guaita,v,ESP,Spain
Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32.0,32.0,2880.0,34.0,1.06,117.0,82.0,0.726,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,32.0,0.0,8.0,0.0,37.7,0.31,3.7,0.12,165.0,398.0,41.5,1042.0,183.0,30.5,33.1,226.0,35.4,35.2,243.0,19.0,7.8,48.0,1.5,17.2,19/20,peter gulacsi,peter,gulacsi,p,HUN,Hungary
Angus Gunn,eng ENG,GK,Southampton,23,1996,10.0,10.0,900.0,25.0,2.5,53.0,30.0,0.566,2.0,2.0,6.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,17.4,0.3,-7.6,-0.76,46.0,190.0,24.2,177.0,24.0,68.9,50.4,79.0,86.1,60.7,80.0,6.0,7.5,8.0,0.8,16.7,19/20,angus gunn,angus,gunn,a,ENG,England
Régis Gurtner,fr FRA,GK,Amiens,32,1986,28.0,28.0,2520.0,50.0,1.79,140.0,92.0,0.65,4.0,11.0,13.0,5.0,17.9,1.0,1.0,0.0,0.0,28.0,1.0,13.0,1.0,41.1,0.29,-7.9,-0.28,231.0,521.0,44.3,567.0,95.0,55.7,43.6,254.0,80.7,55.4,269.0,15.0,5.6,11.0,0.39,13.7,19/20,regis gurtner,regis,gurtner,r,FRA,France
Samir Handanović,si SVN,GK,Inter,35,1984,35.0,35.0,3150.0,32.0,0.91,108.0,79.0,0.722,22.0,10.0,3.0,13.0,37.1,3.0,2.0,1.0,0.0,35.0,0.0,4.0,1.0,32.5,0.28,1.5,0.04,148.0,284.0,52.1,850.0,187.0,24.2,29.4,264.0,29.5,30.3,333.0,21.0,6.3,12.0,0.34,12.0,19/20,samir handanovic,samir,handanovic,s,SVN,Slovenia
Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20.0,20.0,1794.0,35.0,1.76,99.0,67.0,0.677,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,19.9,1.0,7.0,1.0,32.3,0.31,-1.7,-0.09,129.0,384.0,33.6,418.0,95.0,57.7,45.9,196.0,73.0,56.6,226.0,17.0,7.5,8.0,0.4,11.8,19/20,tom heaton,tom,heaton,t,ENG,England
Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,36.0,3240.0,33.0,0.92,129.0,97.0,0.752,14.0,11.0,11.0,13.0,36.1,3.0,1.0,1.0,1.0,36.0,0.0,2.0,0.0,37.8,0.29,4.8,0.13,252.0,853.0,29.5,777.0,99.0,77.7,58.7,258.0,96.5,75.8,290.0,23.0,7.9,17.0,0.47,13.9,19/20,dean henderson,dean,henderson,d,ENG,England
Wayne Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,3.0,270.0,8.0,2.67,22.0,14.0,0.636,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,8.8,0.4,0.8,0.26,31.0,88.0,35.2,64.0,6.0,82.8,56.2,39.0,89.7,67.2,35.0,3.0,8.6,1.0,0.33,14.7,19/20,wayne hennessey,wayne,hennessey,w,WAL,Wales
Sergio Herrera,es ESP,GK,Osasuna,26,1993,19.0,18.0,1655.0,27.0,1.47,79.0,52.0,0.671,7.0,3.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,18.4,2.0,4.0,0.0,27.7,0.34,0.7,0.04,175.0,482.0,36.3,464.0,72.0,74.6,52.9,148.0,91.9,64.4,156.0,16.0,10.3,21.0,1.14,15.9,19/20,sergio herrera,sergio,herrera,s,ESP,Spain
Iago Herrerín,es ESP,GK,Athletic Club,31,1988,5.0,4.0,425.0,9.0,1.91,18.0,9.0,0.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.0,1.0,0.0,6.4,0.37,-2.6,-0.55,44.0,110.0,40.0,139.0,28.0,61.9,46.4,30.0,80.0,58.3,41.0,6.0,14.6,0.0,0.0,10.5,19/20,iago herrerin,iago,herrerin,i,ESP,Spain
Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4.0,3.0,290.0,1.0,0.31,7.0,6.0,0.857,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,2.9,0.41,1.9,0.59,9.0,24.0,37.5,75.0,14.0,20.0,31.0,25.0,36.0,39.9,21.0,2.0,9.5,4.0,1.24,17.5,19/20,marwin hitz,marwin,hitz,m,SUI,Switzerland
Timo Horn,de GER,GK,Köln,26,1993,34.0,34.0,3060.0,69.0,2.03,152.0,87.0,0.572,10.0,6.0,18.0,6.0,17.6,6.0,4.0,2.0,0.0,34.0,1.0,11.0,2.0,53.2,0.32,-13.8,-0.41,312.0,630.0,49.5,892.0,99.0,53.9,42.2,298.0,50.0,40.7,270.0,18.0,6.7,14.0,0.41,14.1,19/20,timo horn,timo,horn,t,GER,Germany
Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34.0,34.0,3060.0,44.0,1.29,137.0,92.0,0.693,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,34.0,1.0,6.0,0.0,48.8,0.35,4.8,0.14,261.0,604.0,43.2,1362.0,205.0,37.0,35.7,234.0,42.7,38.9,218.0,21.0,9.6,29.0,0.85,15.8,19/20,lukas hradecky,lukas,hradecky,l,FIN,Finland
Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,6.0,540.0,17.0,2.83,32.0,16.0,0.5,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,11.7,0.34,-5.3,-0.88,34.0,83.0,41.0,205.0,37.0,33.7,34.0,49.0,28.6,33.4,43.0,4.0,9.3,4.0,0.67,15.9,19/20,jannik huth,jannik,huth,j,GER,Germany
Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,29.0,29.0,2547.0,46.0,1.63,131.0,94.0,0.702,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,28.3,3.0,6.0,2.0,38.6,0.25,-5.4,-0.19,290.0,620.0,46.8,786.0,122.0,57.6,43.1,221.0,75.6,53.5,281.0,27.0,9.6,16.0,0.57,12.9,19/20,rune jarstein,rune,jarstein,r,NOR,Norway
Jesse Joronen,fi FIN,GK,Brescia,26,1993,29.0,29.0,2610.0,59.0,2.03,172.0,123.0,0.709,5.0,6.0,18.0,5.0,17.2,10.0,9.0,1.0,0.0,29.0,0.0,9.0,3.0,60.9,0.31,4.9,0.17,162.0,423.0,38.3,573.0,160.0,49.7,41.5,276.0,50.0,42.1,355.0,27.0,7.6,10.0,0.34,13.0,19/20,jesse joronen,jesse,joronen,j,FIN,Finland
Lovre Kalinić,hr CRO,GK,Toulouse,29,1990,4.0,4.0,306.0,4.0,1.18,15.0,11.0,0.733,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,3.4,0.0,1.0,0.0,2.9,0.21,-1.1,-0.31,25.0,86.0,29.1,81.0,13.0,64.2,48.3,38.0,89.5,61.1,46.0,8.0,17.4,2.0,0.59,16.8,19/20,lovre kalinic,lovre,kalinic,l,CRO,Croatia
Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1.0,1.0,90.0,2.0,2.0,5.0,3.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.29,-0.6,-0.57,9.0,18.0,50.0,25.0,8.0,48.0,40.0,9.0,66.7,45.6,19.0,0.0,0.0,1.0,1.0,13.4,19/20,stefanos kapino,stefanos,kapino,s,GRE,Greece
Florian Kastenmeier,de GER,GK,Düsseldorf,23,1996,17.0,17.0,1530.0,31.0,1.82,76.0,50.0,0.618,2.0,9.0,6.0,2.0,11.8,3.0,2.0,1.0,0.0,17.0,0.0,3.0,3.0,24.3,0.29,-3.7,-0.22,140.0,330.0,42.4,519.0,56.0,51.1,42.5,111.0,58.6,48.3,105.0,4.0,3.8,14.0,0.82,15.5,19/20,florian kastenmeier,florian,kastenmeier,f,GER,Germany
Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,24.0,24.0,2160.0,51.0,2.12,122.0,72.0,0.582,6.0,6.0,12.0,4.0,16.7,1.0,0.0,1.0,0.0,24.0,0.0,4.0,2.0,45.0,0.37,-4.0,-0.17,162.0,494.0,32.8,628.0,103.0,54.1,45.2,212.0,72.6,57.3,231.0,15.0,6.5,23.0,0.96,15.5,19/20,tomas koubek,tomas,koubek,t,CZE,Czech Republic
Thomas Kraft,de GER,GK,Hertha BSC,31,1988,4.0,4.0,360.0,9.0,2.25,20.0,11.0,0.55,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.1,0.35,-1.9,-0.48,38.0,88.0,43.2,96.0,15.0,64.6,45.4,33.0,78.8,55.3,44.0,2.0,4.5,4.0,1.0,17.2,19/20,thomas kraft,thomas,kraft,t,GER,Germany
Tim Krul,nl NED,GK,Norwich City,31,1988,36.0,36.0,3240.0,68.0,1.89,189.0,123.0,0.656,5.0,6.0,25.0,5.0,13.9,5.0,3.0,2.0,0.0,36.0,1.0,13.0,3.0,64.4,0.32,-0.6,-0.02,260.0,733.0,35.5,1217.0,178.0,45.1,39.8,333.0,55.3,45.1,387.0,28.0,7.2,17.0,0.47,14.1,19/20,tim krul,tim,krul,t,NED,Netherlands
Alban Lafont,fr FRA,GK,Nantes,20,1999,27.0,27.0,2430.0,29.0,1.07,91.0,65.0,0.714,11.0,4.0,12.0,10.0,37.0,6.0,3.0,2.0,1.0,27.0,0.0,3.0,0.0,25.4,0.24,-3.6,-0.13,165.0,481.0,34.3,697.0,131.0,48.2,40.8,187.0,77.5,55.3,222.0,15.0,6.8,23.0,0.85,15.9,19/20,alban lafont,alban,lafont,a,FRA,France
Gautier Larsonneur,fr FRA,GK,Brest,22,1997,27.0,27.0,2398.0,34.0,1.28,128.0,95.0,0.758,7.0,10.0,10.0,7.0,25.9,5.0,3.0,1.0,1.0,26.6,0.0,5.0,0.0,40.8,0.29,6.8,0.25,179.0,448.0,40.0,793.0,143.0,43.3,39.2,235.0,44.7,38.9,304.0,27.0,8.9,19.0,0.71,14.4,19/20,gautier larsonneur,gautier,larsonneur,g,FRA,France
Benjamin Lecomte,fr FRA,GK,Monaco,28,1991,28.0,28.0,2520.0,44.0,1.57,132.0,95.0,0.712,11.0,7.0,10.0,7.0,25.0,6.0,6.0,0.0,0.0,28.0,0.0,8.0,1.0,40.9,0.28,-2.1,-0.07,175.0,378.0,46.3,639.0,136.0,39.9,36.6,209.0,58.9,45.1,250.0,26.0,10.4,12.0,0.43,14.4,19/20,benjamin lecomte,benjamin,lecomte,b,FRA,France
Nicolas Lemaître,fr FRA,GK,Reims,22,1997,1.0,1.0,90.0,3.0,3.0,3.0,1.0,0.333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.2,0.45,-0.8,-0.8,3.0,8.0,37.5,19.0,4.0,21.1,24.6,8.0,50.0,37.5,5.0,0.0,0.0,0.0,0.0,11.0,19/20,nicolas lemaitre,nicolas,lemaitre,n,FRA,France
