player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,team_name,league_name,league_country,player_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,nationality_code,nationality_cleaned,position_grouped
Robin Zentner,de GER,GK,Mainz 05,22,1994,15.0,15.0,1350.0,27.0,1.8,66.0,44.0,0.652,3.0,5.0,7.0,2.0,13.3,4.0,4.0,0.0,0.0,15.0,1.0,3.0,1.0,25.6,0.34,-0.4,-0.03,97.0,298.0,32.6,387.0,79.0,53.0,42.4,124.0,75.0,57.3,116.0,11.0,9.5,19.0,1.27,15.6,17/18,Mainz 05,Bundesliga,Germany,robin zentner,robin,zentner,r,germany,GER,Germany,Goalkeeper
Luca Zidane,fr FRA,GK,Real Madrid,19,1998,1.0,1.0,90.0,2.0,2.0,4.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,-1.0,-0.99,0.0,1.0,0.0,18.0,3.0,5.6,25.2,2.0,0.0,23.0,5.0,1.0,20.0,0.0,0.0,11.2,17/18,Real Madrid,La Liga,Spain,luca zidane,luca,zidane,l,spain,FRA,France,Goalkeeper
Ron-Robert Zieler,de GER,GK,Stuttgart,28,1989,34.0,34.0,3060.0,36.0,1.06,146.0,113.0,0.7809999999999999,15.0,6.0,13.0,12.0,35.3,6.0,4.0,2.0,0.0,34.0,2.0,2.0,0.0,43.0,0.27,7.0,0.21,299.0,880.0,34.0,1015.0,111.0,63.6,46.8,279.0,83.9,62.8,359.0,28.0,7.8,23.0,0.68,14.9,17/18,Stuttgart,Bundesliga,Germany,ron-robert zieler,ron-robert,zieler,r,germany,GER,Germany,Goalkeeper
Antonio Adán,es ESP,GK,Atlético Madrid,31,1987,2.0,1.0,90.0,2.0,2.0,7.0,5.0,0.7140000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.3,0.1,0.12,4.0,16.0,25.0,14.0,3.0,57.1,40.9,10.0,80.0,55.4,9.0,0.0,0.0,0.0,0.0,15.3,18/19,Atlético Madrid,La Liga,Spain,antonio adan,antonio,adan,a,spain,ESP,Spain,Goalkeeper
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,23,1995,25.0,25.0,2250.0,44.0,1.76,96.0,55.0,0.563,7.0,5.0,13.0,5.0,20.0,2.0,2.0,0.0,0.0,25.0,2.0,5.0,0.0,34.7,0.34,-8.3,-0.33,185.0,415.0,44.6,628.0,105.0,41.7,37.8,203.0,75.4,56.3,201.0,17.0,8.5,19.0,0.76,15.4,18/19,Dijon,Ligue 1,France,runar alex runarsson,runar,runarsson,r,france,ISL,Iceland,Goalkeeper
Alisson,br BRA,GK,Liverpool,25,1992,38.0,38.0,3420.0,22.0,0.58,96.0,74.0,0.7709999999999999,30.0,7.0,1.0,21.0,55.3,1.0,0.0,0.0,1.0,38.0,0.0,5.0,0.0,26.8,0.28,4.8,0.13,196.0,394.0,49.7,1054.0,197.0,27.0,32.4,208.0,52.4,46.3,278.0,22.0,7.9,37.0,0.97,16.6,18/19,Liverpool,Premier League,England,alisson,alisson,alisson,a,england,BRA,Brazil,Goalkeeper
Bobby Allain,fr FRA,GK,Dijon,26,1991,13.0,13.0,1170.0,17.0,1.31,74.0,58.0,0.784,2.0,2.0,9.0,1.0,7.7,1.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,19.1,0.26,3.1,0.24,140.0,302.0,46.4,340.0,70.0,58.2,44.9,126.0,82.5,57.7,143.0,24.0,16.8,11.0,0.85,15.8,18/19,Dijon,Ligue 1,France,bobby allain,bobby,allain,b,france,FRA,France,Goalkeeper
Sergio Álvarez,es ESP,GK,Celta Vigo,31,1986,13.0,13.0,1170.0,22.0,1.69,57.0,38.0,0.649,3.0,5.0,5.0,2.0,15.4,2.0,2.0,0.0,0.0,13.0,1.0,2.0,1.0,18.2,0.29,-2.8,-0.22,102.0,248.0,41.1,320.0,43.0,48.8,40.3,124.0,74.2,55.1,146.0,10.0,6.8,4.0,0.31,12.2,18/19,Celta Vigo,La Liga,Spain,sergio alvarez,sergio,alvarez,s,spain,ESP,Spain,Goalkeeper
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,34,1984,11.0,11.0,990.0,11.0,1.0,33.0,22.0,0.667,3.0,2.0,6.0,2.0,18.2,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,10.1,0.31,-0.9,-0.08,84.0,150.0,56.0,285.0,33.0,35.1,34.3,77.0,64.9,46.5,122.0,13.0,10.7,12.0,1.09,17.6,18/19,Real Sociedad,La Liga,Spain,miguel angel moya,miguel,moya,m,spain,ESP,Spain,Goalkeeper
Alphonse Areola,fr FRA,GK,Paris S-G,25,1993,21.0,21.0,1890.0,17.0,0.81,63.0,51.0,0.794,16.0,3.0,2.0,11.0,52.4,4.0,4.0,0.0,0.0,21.0,0.0,1.0,1.0,19.8,0.26,3.8,0.18,70.0,127.0,55.1,374.0,95.0,22.7,28.3,134.0,31.3,35.2,172.0,6.0,3.5,14.0,0.67,13.2,18/19,Paris S-G,Ligue 1,France,alphonse areola,alphonse,areola,a,france,FRA,France,Goalkeeper
Kepa Arrizabalaga,es ESP,GK,Chelsea,23,1994,36.0,36.0,3240.0,39.0,1.08,117.0,78.0,0.675,20.0,8.0,8.0,14.0,38.9,2.0,1.0,1.0,0.0,36.0,0.0,6.0,0.0,37.6,0.31,-1.4,-0.04,175.0,313.0,55.9,888.0,164.0,22.4,29.0,248.0,46.0,41.4,250.0,19.0,7.6,23.0,0.64,15.9,18/19,Chelsea,Premier League,England,kepa arrizabalaga,kepa,arrizabalaga,k,england,ESP,Spain,Goalkeeper
Sergio Asenjo,es ESP,GK,Villarreal,29,1989,32.0,32.0,2880.0,45.0,1.41,164.0,124.0,0.738,7.0,12.0,13.0,9.0,28.1,4.0,2.0,1.0,1.0,32.0,2.0,4.0,3.0,46.2,0.27,4.2,0.13,187.0,460.0,40.7,554.0,128.0,50.9,42.7,251.0,70.9,55.4,388.0,39.0,10.1,21.0,0.66,14.7,18/19,Villarreal,La Liga,Spain,sergio asenjo,sergio,asenjo,s,spain,ESP,Spain,Goalkeeper
Emil Audero,it ITA,GK,Sampdoria,21,1997,36.0,36.0,3240.0,51.0,1.42,142.0,98.0,0.69,14.0,7.0,15.0,11.0,30.6,8.0,7.0,1.0,0.0,36.0,2.0,6.0,1.0,51.3,0.32,1.3,0.04,144.0,428.0,33.6,863.0,186.0,32.1,31.8,295.0,51.2,41.9,389.0,33.0,8.5,25.0,0.69,15.0,18/19,Sampdoria,Serie A,Italy,emil audero,emil,audero,e,italy,ITA,Italy,Goalkeeper
Francesco Bardi,it ITA,GK,Frosinone,26,1992,3.0,3.0,270.0,5.0,1.67,11.0,6.0,0.545,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.2,0.38,-0.8,-0.27,11.0,40.0,27.5,59.0,15.0,49.2,40.2,15.0,73.3,54.8,24.0,4.0,16.7,0.0,0.0,10.4,18/19,Frosinone,Serie A,Italy,francesco bardi,francesco,bardi,f,italy,ITA,Italy,Goalkeeper
Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33.0,33.0,2970.0,51.0,1.55,159.0,114.0,0.7170000000000001,12.0,12.0,9.0,5.0,15.2,7.0,6.0,1.0,0.0,33.0,0.0,5.0,1.0,52.4,0.3,2.4,0.07,210.0,453.0,46.4,1047.0,183.0,32.5,32.6,242.0,46.7,42.9,298.0,25.0,8.4,44.0,1.33,16.8,18/19,Hoffenheim,Bundesliga,Germany,oliver baumann,oliver,baumann,o,germany,GER,Germany,Goalkeeper
Asmir Begović,ba BIH,GK,Bournemouth,31,1987,24.0,24.0,2160.0,47.0,1.96,101.0,58.0,0.5539999999999999,8.0,3.0,13.0,5.0,20.8,2.0,2.0,0.0,0.0,24.0,0.0,6.0,2.0,36.3,0.35,-8.7,-0.36,136.0,332.0,41.0,461.0,120.0,45.1,40.0,172.0,72.1,56.1,226.0,20.0,8.8,10.0,0.42,13.6,18/19,Bournemouth,Premier League,England,asmir begovic,asmir,begovic,a,england,BIH,Bosnia and Herzegovina,Goalkeeper
Diego Benaglio,ch SUI,GK,Monaco,34,1983,23.0,22.0,2057.0,38.0,1.66,94.0,60.0,0.628,4.0,6.0,12.0,4.0,18.2,5.0,3.0,2.0,0.0,22.9,0.0,3.0,1.0,31.7,0.3,-5.3,-0.23,91.0,237.0,38.4,459.0,105.0,31.6,33.3,159.0,57.9,46.4,226.0,18.0,8.0,6.0,0.26,12.3,18/19,Monaco,Ligue 1,France,diego benaglio,diego,benaglio,d,france,SUI,Switzerland,Goalkeeper
Walter Benítez,ar ARG,GK,Nice,25,1993,35.0,35.0,3150.0,29.0,0.83,141.0,115.0,0.809,15.0,10.0,10.0,16.0,45.7,5.0,2.0,3.0,0.0,35.0,0.0,5.0,1.0,40.9,0.27,12.9,0.37,170.0,402.0,42.3,837.0,199.0,27.2,31.0,306.0,56.9,45.5,371.0,17.0,4.6,13.0,0.37,12.9,18/19,Nice,Ligue 1,France,walter benitez,walter,benitez,w,france,ARG,Argentina,Goalkeeper
Etrit Berisha,al ALB,GK,Atalanta,29,1989,18.0,18.0,1620.0,26.0,1.44,64.0,43.0,0.609,9.0,3.0,6.0,5.0,27.8,2.0,1.0,0.0,1.0,18.0,1.0,5.0,3.0,22.5,0.34,0.5,0.03,90.0,214.0,42.1,347.0,94.0,32.0,33.5,129.0,79.8,55.3,144.0,20.0,13.9,16.0,0.89,15.9,18/19,Atalanta,Serie A,Italy,etrit berisha,etrit,berisha,e,italy,ALB,Albania,Goalkeeper
Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38.0,38.0,3420.0,58.0,1.53,177.0,122.0,0.695,15.0,8.0,15.0,10.0,26.3,5.0,4.0,1.0,0.0,38.0,0.0,4.0,0.0,60.5,0.32,2.5,0.07,248.0,716.0,34.6,823.0,162.0,57.2,44.9,290.0,84.5,60.5,289.0,21.0,7.3,20.0,0.53,14.7,18/19,Nîmes,Ligue 1,France,paul bernardoni,paul,bernardoni,p,france,FRA,France,Goalkeeper
Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.47,0.5,0.47,8.0,25.0,32.0,23.0,3.0,56.5,44.9,13.0,92.3,57.9,5.0,0.0,0.0,0.0,0.0,9.3,18/19,Montpellier,Ligue 1,France,dimitry bertaud,dimitry,bertaud,d,france,FRA,France,Goalkeeper
Marcus Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,7.0,630.0,20.0,2.86,38.0,19.0,0.5,1.0,2.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,16.9,0.4,-3.1,-0.44,60.0,141.0,42.6,173.0,28.0,50.9,42.2,64.0,82.8,59.0,72.0,7.0,9.7,4.0,0.57,14.7,18/19,Fulham,Premier League,England,marcus bettinelli,marcus,bettinelli,m,england,ENG,England,Goalkeeper
Rubén Blanco,es ESP,GK,Celta Vigo,23,1995,25.0,25.0,2250.0,40.0,1.6,106.0,70.0,0.66,7.0,6.0,12.0,6.0,24.0,5.0,4.0,0.0,1.0,25.0,2.0,3.0,0.0,36.7,0.32,-3.3,-0.13,170.0,450.0,37.8,593.0,113.0,47.9,42.0,220.0,75.5,59.9,247.0,9.0,3.6,25.0,1.0,17.5,18/19,Celta Vigo,La Liga,Spain,ruben blanco,ruben,blanco,r,spain,ESP,Spain,Goalkeeper
Artur Boruc,pl POL,GK,Bournemouth,38,1980,12.0,12.0,1080.0,18.0,1.5,52.0,36.0,0.7120000000000001,4.0,3.0,5.0,4.0,33.3,3.0,3.0,0.0,0.0,12.0,2.0,2.0,0.0,16.9,0.28,-1.1,-0.09,64.0,186.0,34.4,236.0,59.0,45.3,40.9,114.0,69.3,53.7,125.0,4.0,3.2,4.0,0.33,13.5,18/19,Bournemouth,Premier League,England,artur boruc,artur,boruc,a,england,POL,Poland,Goalkeeper
Zacharie Boucher,fr FRA,GK,Angers,26,1992,2.0,2.0,180.0,1.0,0.5,4.0,3.0,0.75,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3,0.32,0.3,0.15,9.0,32.0,28.1,37.0,9.0,45.9,41.3,17.0,88.2,64.9,26.0,0.0,0.0,1.0,0.5,15.8,18/19,Angers,Ligue 1,France,zacharie boucher,zacharie,boucher,z,france,FRA,France,Goalkeeper
Yassine Bounou,ma MAR,GK,Girona,27,1991,32.0,32.0,2862.0,43.0,1.35,162.0,126.0,0.772,8.0,10.0,14.0,8.0,25.0,6.0,6.0,0.0,0.0,31.8,2.0,6.0,1.0,46.6,0.26,4.6,0.14,190.0,496.0,38.3,708.0,142.0,46.0,40.6,255.0,66.7,52.8,320.0,23.0,7.2,13.0,0.41,13.2,18/19,Girona,La Liga,Spain,yassine bounou,yassine,bounou,y,spain,MAR,Morocco,Goalkeeper
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,14.0,12.0,1127.0,28.0,2.24,60.0,32.0,0.55,2.0,3.0,7.0,2.0,16.7,3.0,1.0,1.0,1.0,12.5,0.0,2.0,0.0,18.7,0.3,-9.3,-0.74,65.0,200.0,32.5,350.0,43.0,40.6,37.0,115.0,50.4,47.8,107.0,4.0,3.7,6.0,0.48,12.9,18/19,Nürnberg,Bundesliga,Germany,fabian bredlow,fabian,bredlow,f,germany,GER,Germany,Goalkeeper
Gianluigi Buffon,it ITA,GK,Paris S-G,40,1978,17.0,17.0,1530.0,18.0,1.06,61.0,47.0,0.721,13.0,1.0,3.0,6.0,35.3,2.0,1.0,1.0,0.0,17.0,1.0,2.0,3.0,17.2,0.25,2.2,0.13,43.0,74.0,58.1,299.0,75.0,13.0,23.8,103.0,34.0,35.1,103.0,4.0,3.9,12.0,0.71,15.4,18/19,Paris S-G,Ligue 1,France,gianluigi buffon,gianluigi,buffon,g,france,ITA,Italy,Goalkeeper
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,32.0,2880.0,40.0,1.25,125.0,88.0,0.7120000000000001,21.0,7.0,4.0,10.0,31.3,4.0,4.0,0.0,0.0,32.0,1.0,7.0,0.0,37.9,0.28,-2.1,-0.07,167.0,474.0,35.2,842.0,169.0,38.5,36.5,224.0,67.0,51.6,276.0,16.0,5.8,25.0,0.78,15.6,18/19,Dortmund,Bundesliga,Germany,roman burki,roman,burki,r,germany,SUI,Switzerland,Goalkeeper
Ludovic Butelle,fr FRA,GK,Angers,35,1983,36.0,36.0,3239.0,48.0,1.33,156.0,112.0,0.7120000000000001,9.0,15.0,12.0,12.0,33.3,5.0,3.0,2.0,0.0,36.0,0.0,4.0,1.0,46.9,0.28,-0.1,0.0,259.0,599.0,43.2,694.0,170.0,54.2,43.4,277.0,80.5,55.6,372.0,33.0,8.9,34.0,0.94,14.9,18/19,Angers,Ligue 1,France,ludovic butelle,ludovic,butelle,l,france,FRA,France,Goalkeeper
David Button,eng ENG,GK,Brighton,29,1989,4.0,4.0,360.0,5.0,1.25,15.0,12.0,0.8,1.0,1.0,2.0,1.0,25.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.9,0.28,0.9,0.22,29.0,87.0,33.3,73.0,9.0,74.0,52.5,35.0,94.3,68.8,32.0,1.0,3.1,0.0,0.0,11.0,18/19,Brighton,Premier League,England,david button,david,button,d,england,ENG,England,Goalkeeper
Willy Caballero,ar ARG,GK,Chelsea,36,1981,2.0,2.0,180.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.14,0.4,0.2,14.0,26.0,53.8,47.0,9.0,29.8,31.1,16.0,75.0,48.9,18.0,4.0,22.2,0.0,0.0,8.8,18/19,Chelsea,Premier League,England,willy caballero,willy,caballero,w,england,ARG,Argentina,Goalkeeper
Rafael Cabral,br BRA,GK,Sampdoria,28,1990,2.0,2.0,180.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,13.0,30.0,43.3,49.0,8.0,42.9,36.9,15.0,60.0,45.4,13.0,1.0,7.7,0.0,0.0,12.6,18/19,Sampdoria,Serie A,Italy,rafael cabral,rafael,cabral,r,italy,BRA,Brazil,Goalkeeper
Marc-Aurèle Caillard,fr FRA,GK,Guingamp,24,1994,21.0,21.0,1890.0,34.0,1.62,90.0,56.0,0.633,4.0,7.0,10.0,6.0,28.6,2.0,1.0,1.0,0.0,21.0,1.0,3.0,0.0,29.8,0.32,-4.2,-0.2,150.0,395.0,38.0,375.0,66.0,64.8,48.9,173.0,87.9,62.9,168.0,15.0,8.9,7.0,0.33,12.5,18/19,Guingamp,Ligue 1,France,marc-aurele caillard,marc-aurele,caillard,m,france,FRA,France,Goalkeeper
Yoan Cardinale,fr FRA,GK,Nice,24,1994,3.0,3.0,270.0,6.0,2.0,12.0,7.0,0.583,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.3,0.21,-2.7,-0.89,1.0,1.0,100.0,56.0,17.0,1.8,22.5,7.0,0.0,23.7,24.0,3.0,12.5,3.0,1.0,16.6,18/19,Nice,Ligue 1,France,yoan cardinale,yoan,cardinale,y,france,FRA,France,Goalkeeper
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,26.0,26.0,2295.0,39.0,1.53,121.0,86.0,0.711,11.0,6.0,9.0,8.0,30.8,5.0,4.0,1.0,0.0,25.5,3.0,2.0,0.0,44.0,0.34,5.0,0.19,217.0,477.0,45.5,991.0,150.0,36.8,37.7,200.0,56.0,50.1,243.0,28.0,11.5,23.0,0.9,14.8,18/19,Wolfsburg,Bundesliga,Germany,koen casteels,koen,casteels,k,germany,BEL,Belgium,Goalkeeper
Petr Čech,cz CZE,GK,Arsenal,36,1982,7.0,7.0,585.0,9.0,1.38,36.0,27.0,0.75,5.0,0.0,2.0,2.0,28.6,0.0,0.0,0.0,0.0,6.5,0.0,1.0,0.0,10.5,0.3,1.5,0.24,25.0,92.0,27.2,201.0,38.0,32.3,34.8,41.0,65.9,53.0,67.0,8.0,11.9,4.0,0.62,17.1,18/19,Arsenal,Premier League,England,petr cech,petr,cech,p,england,CZE,Czech Republic,Goalkeeper
Leandro Chichizola,ar ARG,GK,Getafe,28,1990,1.0,1.0,90.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.68,-0.3,-0.32,9.0,23.0,39.1,23.0,3.0,87.0,57.4,3.0,100.0,77.7,6.0,1.0,16.7,2.0,2.0,17.8,18/19,Getafe,La Liga,Spain,leandro chichizola,leandro,chichizola,l,spain,ARG,Argentina,Goalkeeper
Jasper Cillessen,nl NED,GK,Barcelona,29,1989,3.0,3.0,270.0,4.0,1.33,13.0,10.0,0.769,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.2,0.25,0.2,0.06,14.0,24.0,58.3,90.0,15.0,18.9,27.5,25.0,28.0,32.1,32.0,1.0,3.1,6.0,2.0,18.3,18/19,Barcelona,La Liga,Spain,jasper cillessen,jasper,cillessen,j,spain,NED,Netherlands,Goalkeeper
Joel Coleman,eng ENG,GK,Huddersfield,22,1995,1.0,1.0,90.0,1.0,1.0,3.0,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.24,-0.3,-0.28,6.0,30.0,20.0,31.0,0.0,77.4,54.8,6.0,100.0,68.3,10.0,0.0,0.0,0.0,0.0,12.7,18/19,Huddersfield,Premier League,England,joel coleman,joel,coleman,j,england,ENG,England,Goalkeeper
Andrea Consigli,it ITA,GK,Sassuolo,31,1987,36.0,36.0,3213.0,57.0,1.6,144.0,94.0,0.632,9.0,15.0,12.0,12.0,33.3,8.0,4.0,3.0,1.0,35.7,0.0,11.0,2.0,48.3,0.3,-5.7,-0.16,225.0,524.0,42.9,890.0,161.0,43.0,36.7,282.0,50.0,40.7,369.0,24.0,6.5,18.0,0.5,14.1,18/19,Sassuolo,Serie A,Italy,andrea consigli,andrea,consigli,a,italy,ITA,Italy,Goalkeeper
Benoît Costil,fr FRA,GK,Bordeaux,31,1987,37.0,37.0,3330.0,42.0,1.14,146.0,110.0,0.753,9.0,11.0,17.0,10.0,27.0,7.0,6.0,1.0,0.0,37.0,1.0,11.0,0.0,45.2,0.27,3.2,0.09,277.0,612.0,45.3,844.0,123.0,47.0,40.9,306.0,70.3,53.3,360.0,16.0,4.4,24.0,0.65,14.0,18/19,Bordeaux,Ligue 1,France,benoit costil,benoit,costil,b,france,FRA,France,Goalkeeper
Thibaut Courtois,be BEL,GK,Real Madrid,26,1992,27.0,27.0,2430.0,36.0,1.33,100.0,70.0,0.7,14.0,3.0,10.0,8.0,29.6,8.0,6.0,1.0,1.0,27.0,0.0,3.0,0.0,32.5,0.29,-3.5,-0.13,110.0,289.0,38.1,651.0,166.0,31.0,34.4,180.0,48.3,45.7,188.0,19.0,10.1,11.0,0.41,14.2,18/19,Real Madrid,La Liga,Spain,thibaut courtois,thibaut,courtois,t,spain,BEL,Belgium,Goalkeeper
Alessio Cragno,it ITA,GK,Cagliari,24,1994,38.0,38.0,3420.0,54.0,1.42,195.0,147.0,0.764,10.0,11.0,17.0,7.0,18.4,10.0,8.0,2.0,0.0,38.0,1.0,5.0,2.0,56.3,0.25,4.3,0.11,356.0,766.0,46.5,891.0,172.0,53.5,42.0,361.0,80.1,58.2,449.0,34.0,7.6,11.0,0.29,12.9,18/19,Cagliari,Serie A,Italy,alessio cragno,alessio,cragno,a,italy,ITA,Italy,Goalkeeper
Iván Cuéllar,es ESP,GK,Leganés,34,1984,34.0,34.0,3056.0,38.0,1.12,111.0,76.0,0.6759999999999999,10.0,12.0,12.0,10.0,29.4,2.0,2.0,0.0,0.0,34.0,2.0,2.0,1.0,36.3,0.32,-0.7,-0.02,317.0,774.0,41.0,782.0,92.0,68.2,51.4,269.0,89.6,66.1,364.0,26.0,7.1,20.0,0.59,14.4,18/19,Leganés,La Liga,Spain,ivan cuellar,ivan,cuellar,i,spain,ESP,Spain,Goalkeeper
Abdoulaye Diallo,sn SEN,GK,Rennes,26,1992,6.0,6.0,495.0,4.0,0.73,18.0,15.0,0.833,3.0,2.0,1.0,2.0,33.3,1.0,1.0,0.0,0.0,5.5,0.0,1.0,0.0,4.8,0.22,0.8,0.15,32.0,70.0,45.7,112.0,23.0,42.9,36.3,35.0,62.9,46.7,37.0,3.0,8.1,3.0,0.55,13.7,18/19,Rennes,Ligue 1,France,abdoulaye diallo,abdoulaye,diallo,a,france,SEN,Senegal,Goalkeeper
Javier Díaz,es ESP,GK,Sevilla,21,1997,1.0,1.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,-0.3,-0.31,5.0,13.0,38.5,19.0,3.0,47.4,39.5,5.0,80.0,57.0,9.0,0.0,0.0,1.0,1.0,14.2,18/19,Sevilla,La Liga,Spain,javier diaz,javier,diaz,j,spain,ESP,Spain,Goalkeeper
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,24,1993,21.0,21.0,1890.0,35.0,1.67,91.0,62.0,0.6809999999999999,5.0,4.0,12.0,3.0,14.3,7.0,6.0,1.0,0.0,21.0,0.0,6.0,0.0,32.6,0.29,-2.4,-0.12,172.0,370.0,46.5,479.0,112.0,54.1,42.6,169.0,65.7,51.4,231.0,18.0,7.8,7.0,0.33,12.9,18/19,Rayo Vallecano,La Liga,Spain,stole dimitrievski,stole,dimitrievski,s,spain,MKD,North Macedonia,Goalkeeper
Marko Dmitrović,rs SRB,GK,Eibar,26,1992,24.0,24.0,2160.0,30.0,1.25,81.0,54.0,0.667,9.0,6.0,9.0,5.0,20.8,4.0,3.0,1.0,0.0,24.0,2.0,3.0,0.0,27.6,0.31,-2.4,-0.1,206.0,577.0,35.7,593.0,67.0,73.2,55.4,155.0,92.3,74.2,183.0,15.0,8.2,39.0,1.63,17.0,18/19,Eibar,La Liga,Spain,marko dmitrovic,marko,dmitrovic,m,spain,SRB,Serbia,Goalkeeper
Jaume Doménech,es ESP,GK,Valencia,27,1990,4.0,4.0,360.0,1.0,0.25,12.0,10.0,0.917,2.0,2.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.17,1.0,0.25,27.0,59.0,45.8,64.0,19.0,50.0,38.9,30.0,90.0,58.1,42.0,2.0,4.8,1.0,0.25,11.9,18/19,Valencia,La Liga,Spain,jaume domenech,jaume,domenech,j,spain,ESP,Spain,Goalkeeper
Gianluigi Donnarumma,it ITA,GK,Milan,19,1999,36.0,36.0,3092.0,32.0,0.93,121.0,94.0,0.76,18.0,11.0,7.0,11.0,30.6,4.0,3.0,1.0,0.0,34.4,1.0,5.0,1.0,34.8,0.27,4.8,0.14,196.0,373.0,52.5,869.0,194.0,27.5,30.1,292.0,45.9,39.5,364.0,31.0,8.5,14.0,0.41,13.8,18/19,Milan,Serie A,Italy,gianluigi donnarumma,gianluigi,donnarumma,g,italy,ITA,Italy,Goalkeeper
Bartłomiej Drągowski,pl POL,GK,Empoli,20,1997,14.0,14.0,1260.0,24.0,1.71,91.0,70.0,0.769,5.0,2.0,7.0,3.0,21.4,4.0,3.0,1.0,0.0,14.0,0.0,3.0,0.0,25.9,0.26,1.9,0.14,72.0,222.0,32.4,329.0,95.0,41.9,38.4,152.0,55.3,48.0,157.0,7.0,4.5,9.0,0.64,13.6,18/19,Empoli,Serie A,Italy,bartomiej dragowski,bartomiej,dragowski,b,italy,POL,Poland,Goalkeeper
Bartłomiej Drągowski,pl POL,GK,Fiorentina,20,1997,3.0,2.0,225.0,2.0,0.8,7.0,5.0,0.7140000000000001,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,2.5,0.35,0.5,0.18,20.0,53.0,37.7,76.0,9.0,51.3,42.4,30.0,46.7,42.4,19.0,2.0,10.5,3.0,1.2,15.5,18/19,Fiorentina,Serie A,Italy,bartomiej dragowski,bartomiej,dragowski,b,italy,POL,Poland,Goalkeeper
