player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Andres Rios,2019,Mls,San Jose Earthquakes,Forward,Outfielder,31,Argentina,,,,,nan,,
Andrew Tarbell,2019,Mls,San Jose Earthquakes,Goalkeeper,Goalkeeper,27,United States,,,,,nan,,
Anibal Godoy,2019,Mls,San Jose Earthquakes,Defender,Outfielder,31,Panama,,,,,nan,,
Cade Cowell,2019,Mls,San Jose Earthquakes,Forward,Outfielder,17,United States,,,,,nan,,
Carlos Fierro,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,26,Mexico,,,,,nan,,
Chris Wondolowski,2019,Mls,San Jose Earthquakes,Forward,Outfielder,38,United States,,,,,nan,,
Cristian Espinoza,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,25,Argentina,,,,,nan,,
Daniel Vega,2019,Mls,San Jose Earthquakes,Goalkeeper,Goalkeeper,36,Argentina,,,,,nan,,
Danny Hoesen,2019,Mls,San Jose Earthquakes,Forward,Outfielder,30,Netherlands,,,,,nan,,
Eric Calvillo,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,23,United States,,,,,nan,,
Florian Jungwirth,2019,Mls,San Jose Earthquakes,Defender,Outfielder,32,Germany,,,,,nan,,
Francois Affolter,2019,Mls,San Jose Earthquakes,Defender,Outfielder,29,Switzerland,,,,,nan,,
Gilbert Fuentes,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,18,United States,,,,,nan,,
Guram Kashia,2019,Mls,San Jose Earthquakes,Defender,Outfielder,33,Georgia,,,,,nan,,
Harold Cummings,2019,Mls,San Jose Earthquakes,Defender,Outfielder,28,Panama,,,,,nan,,
JT Marcinkowski,2019,Mls,San Jose Earthquakes,Goalkeeper,Goalkeeper,23,United States,,,,,nan,,
Jackson Yueill,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,23,United States,,,,,nan,,
Jacob Akanyirige,2019,Mls,San Jose Earthquakes,Defender,Outfielder,19,United States,,,,,nan,,
Jimmy Ockford,2019,Mls,San Jose Earthquakes,Defender,Outfielder,28,United States,,,,,nan,,
Judson,2019,Mls,San Jose Earthquakes,Defender,Outfielder,27,Brazil,,,,,nan,,
Kevin Partida,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,25,United States,,,,,nan,,
Luis Felipe,2019,Mls,San Jose Earthquakes,Defender,Outfielder,25,United States,,,,,nan,,
Magnus Eriksson,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,30,Sweden,,,,,nan,,
Marcos Lopez,2019,Mls,San Jose Earthquakes,Defender,Outfielder,21,Peru,,,,,nan,,
Matt Bersano,2019,Mls,San Jose Earthquakes,Goalkeeper,Goalkeeper,28,United States,,,,,nan,,
Nick Lima,2019,Mls,San Jose Earthquakes,Defender,Outfielder,26,United States,,,,,nan,,
Paul Marie,2019,Mls,San Jose Earthquakes,Defender,Outfielder,25,France,,,,,nan,,
Shea Salinas,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,35,United States,,,,,nan,,
Siad Haji,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,21,United States,,,,,nan,,
Tommy Thompson,2019,Mls,San Jose Earthquakes,Defender,Outfielder,25,United States,,,,,nan,,
Valeri Qazaishvili,2019,Mls,San Jose Earthquakes,Midfielder,Outfielder,28,Georgia,,,,,nan,,
Alex Roldan,2019,Mls,Seattle Sounders,Midfielder,Outfielder,24,United States,,,,,nan,,
Alfonso Ocampo-Chavez,2019,Mls,Seattle Sounders,Forward,Outfielder,18,United States,,,,,nan,,
Brad Smith,2019,Mls,Seattle Sounders,Defender,Outfielder,26,Australia,,,,,nan,,
Bryan Meredith,2019,Mls,Seattle Sounders,Goalkeeper,Goalkeeper,31,United States,,,,,nan,,
Cristian Roldan,2019,Mls,Seattle Sounders,Midfielder,Outfielder,25,United States,,,,,nan,,
Danny Leyva,2019,Mls,Seattle Sounders,Defender,Outfielder,17,United States,,,,,nan,,
Emanuel Cecchini,2019,Mls,Seattle Sounders,Midfielder,Outfielder,24,Argentina,,,,,nan,,
Gustav Svensson,2019,Mls,Seattle Sounders,Defender,Outfielder,34,Sweden,,,,,nan,,
Handwalla Bwana,2019,Mls,Seattle Sounders,Midfielder,Outfielder,21,Kenya,,,,,nan,,
Harry Shipp,2019,Mls,Seattle Sounders,Midfielder,Outfielder,29,United States,,,,,nan,,
Joevin Jones,2019,Mls,Seattle Sounders,Midfielder,Outfielder,29,Trinidad and Tobago,,,,,nan,,
Jonathan Campbell,2019,Mls,Seattle Sounders,Defender,Outfielder,27,United States,,,,,nan,,
Jordan Morris,2019,Mls,Seattle Sounders,Forward,Outfielder,26,United States,,,,,nan,,
Jordy Delem,2019,Mls,Seattle Sounders,Defender,Outfielder,27,Martinique,,,,,nan,,
Justin Dhillon,2019,Mls,Seattle Sounders,Forward,Outfielder,25,United States,,,,,nan,,
Kelvin Leerdam,2019,Mls,Seattle Sounders,Defender,Outfielder,30,Netherlands,,,,,nan,,
Kim Kee-Hee,2019,Mls,Seattle Sounders,Defender,Outfielder,31,South Korea,,,,,nan,,
Luis Silva,2019,Mls,Seattle Sounders,Forward,Outfielder,32,United States,,,,,nan,,
Nicolas Lodeiro,2019,Mls,Seattle Sounders,Midfielder,Outfielder,31,Uruguay,,,,,nan,,
Nouhou Tolo,2019,Mls,Seattle Sounders,Defender,Outfielder,24,Cameroon,,,,,nan,,
Raul Ruidiaz,2019,Mls,Seattle Sounders,Forward,Outfielder,30,Peru,,,,,nan,,
Roman Torres,2019,Mls,Seattle Sounders,Defender,Outfielder,34,Panama,,,,,nan,,
Saad Abdul-Salaam,2019,Mls,Seattle Sounders,Defender,Outfielder,29,United States,,,,,nan,,
Stefan Frei,2019,Mls,Seattle Sounders,Goalkeeper,Goalkeeper,34,United States,,,,,nan,,
Trey Muse,2019,Mls,Seattle Sounders,Goalkeeper,Goalkeeper,21,United States,,,,,nan,,
Victor Rodriguez,2019,Mls,Seattle Sounders,Midfielder,Outfielder,31,Spain,,,,,nan,,
Will Bruin,2019,Mls,Seattle Sounders,Forward,Outfielder,31,United States,,,,,nan,,
Xavier Arreaga,2019,Mls,Seattle Sounders,Defender,Outfielder,26,Ecuador,,,,,nan,,
Adrian Zendejas,2019,Mls,Sporting Kc,Goalkeeper,Goalkeeper,25,United States,,,,,nan,,
Andreu Fontas,2019,Mls,Sporting Kc,Defender,Outfielder,31,Spain,,,,,nan,,
Benny Feilhaber,2019,Mls,Sporting Kc,Midfielder,Outfielder,36,United States,,,,,nan,,
Botond Baráth,2019,Mls,Sporting Kc,Defender,Outfielder,28,Hungary,,,,,nan,,
Cameron Duke,2019,Mls,Sporting Kc,Midfielder,Outfielder,20,United States,,,,,nan,,
Daniel Salloi,2019,Mls,Sporting Kc,Midfielder,Outfielder,24,Hungary,,,,,nan,,
Eric Dick,2019,Mls,Sporting Kc,Goalkeeper,Goalkeeper,26,United States,,,,,nan,,
Erik Hurtado,2019,Mls,Sporting Kc,Forward,Outfielder,30,United States,,,,,nan,,
Felipe Gutierrez,2019,Mls,Sporting Kc,Midfielder,Outfielder,30,Chile,,,,,nan,,
Felipe Hernandez,2019,Mls,Sporting Kc,Midfielder,Outfielder,22,Colombia,,,,,nan,,
Gedion Zelalem,2019,Mls,Sporting Kc,Midfielder,Outfielder,24,United States,,,,,nan,,
Gerso Fernandes,2019,Mls,Sporting Kc,Midfielder,Outfielder,29,Guinea-Bissau,,,,,nan,,
Gianluca Busio,2019,Mls,Sporting Kc,Midfielder,Outfielder,18,United States,,,,,nan,,
Graham Smith,2019,Mls,Sporting Kc,Defender,Outfielder,25,United States,,,,,nan,,
Graham Zusi,2019,Mls,Sporting Kc,Defender,Outfielder,34,United States,,,,,nan,,
Ilie Sanchez,2019,Mls,Sporting Kc,Defender,Outfielder,30,Spain,,,,,nan,,
Jaylin Lindsey,2019,Mls,Sporting Kc,Defender,Outfielder,20,United States,,,,,nan,,
Jimmy Medranda,2019,Mls,Sporting Kc,Defender,Outfielder,27,Colombia,,,,,nan,,
Johnny Russell,2019,Mls,Sporting Kc,Midfielder,Outfielder,30,Scotland,,,,,nan,,
Krisztian Nemeth,2019,Mls,Sporting Kc,Forward,Outfielder,32,Hungary,,,,,nan,,
Luis Martins,2019,Mls,Sporting Kc,Defender,Outfielder,28,Portugal,,,,,nan,,
Matt Besler,2019,Mls,Sporting Kc,Defender,Outfielder,34,United States,,,,,nan,,
Nicolas Hasler,2019,Mls,Sporting Kc,Midfielder,Outfielder,29,Liechtenstein,,,,,nan,,
Rodney Wallace,2019,Mls,Sporting Kc,Midfielder,Outfielder,32,Costa Rica,,,,,nan,,
Roger Espinoza,2019,Mls,Sporting Kc,Midfielder,Outfielder,34,Honduras,,,,,nan,,
Seth Sinovic,2019,Mls,Sporting Kc,Defender,Outfielder,34,United States,,,,,nan,,
Tim Melia,2019,Mls,Sporting Kc,Goalkeeper,Goalkeeper,34,United States,,,,,nan,,
Tyler Freeman,2019,Mls,Sporting Kc,Forward,Outfielder,18,United States,,,,,nan,,
Wan Kuzain,2019,Mls,Sporting Kc,Defender,Outfielder,22,United States,,,,,nan,,
Aidan Daniels,2019,Mls,Toronto FC,Midfielder,Outfielder,22,Canada,,,,,nan,,
Alejandro Pozuelo,2019,Mls,Toronto FC,Midfielder,Outfielder,29,Spain,,,,,nan,,
Alex Bono,2019,Mls,Toronto FC,Goalkeeper,Goalkeeper,26,United States,,,,,nan,,
Ashtone Morgan,2019,Mls,Toronto FC,Defender,Outfielder,30,Canada,,,,,nan,,
Auro,2019,Mls,Toronto FC,Defender,Outfielder,25,Brazil,,,,,nan,,
Ayo Akinola,2019,Mls,Toronto FC,Forward,Outfielder,21,United States,,,,,nan,,
Caleb Patterson-Sewell,2019,Mls,Toronto FC,Goalkeeper,Goalkeeper,33,United States,,,,,nan,,
Chris Mavinga,2019,Mls,Toronto FC,Defender,Outfielder,29,Democratic Republic of the Congo,,,,,nan,,
Drew Moor,2019,Mls,Toronto FC,Defender,Outfielder,37,United States,,,,,nan,,
Erickson Gallardo,2019,Mls,Toronto FC,Midfielder,Outfielder,24,Venezuela,,,,,nan,,
Eriq Zavaleta,2019,Mls,Toronto FC,Defender,Outfielder,28,United States,,,,,nan,,
Griffin Dorsey,2019,Mls,Toronto FC,Midfielder,Outfielder,21,United States,,,,,nan,,
Jacob Shaffelburg,2019,Mls,Toronto FC,Midfielder,Outfielder,21,Canada,,,,,nan,,
Jay Chapman,2019,Mls,Toronto FC,Midfielder,Outfielder,27,Canada,,,,,nan,,
Jon Bakero,2019,Mls,Toronto FC,Forward,Outfielder,24,Spain,,,,,nan,,
Jonathan Osorio,2019,Mls,Toronto FC,Midfielder,Outfielder,28,Canada,,,,,nan,,
Jozy Altidore,2019,Mls,Toronto FC,Forward,Outfielder,31,United States,,,,,nan,,
Julian Dunn,2019,Mls,Toronto FC,Defender,Outfielder,20,Canada,,,,,nan,,
Justin Morrow,2019,Mls,Toronto FC,Defender,Outfielder,33,United States,,,,,nan,,
Laurent Ciman,2019,Mls,Toronto FC,Defender,Outfielder,35,Belgium,,,,,nan,,
Liam Fraser,2019,Mls,Toronto FC,Defender,Outfielder,23,Canada,,,,,nan,,
Marco Delgado,2019,Mls,Toronto FC,Midfielder,Outfielder,25,United States,,,,,nan,,
Michael Bradley,2019,Mls,Toronto FC,Midfielder,Outfielder,33,United States,,,,,nan,,
Nick DeLeon,2019,Mls,Toronto FC,Defender,Outfielder,30,United States,,,,,nan,,
Nicolas Benezet,2019,Mls,Toronto FC,Midfielder,Outfielder,29,France,,,,,nan,,
Noble Okello,2019,Mls,Toronto FC,Midfielder,Outfielder,20,Canada,,,,,nan,,
Omar Gonzalez,2019,Mls,Toronto FC,Defender,Outfielder,32,United States,,,,,nan,,
Patrick Mullins,2019,Mls,Toronto FC,Forward,Outfielder,29,United States,,,,,nan,,
Quentin Westberg,2019,Mls,Toronto FC,Goalkeeper,Goalkeeper,34,United States,,,,,nan,,
Richie Laryea,2019,Mls,Toronto FC,Defender,Outfielder,26,Canada,,,,,nan,,
Ryan Telfer,2019,Mls,Toronto FC,Midfielder,Outfielder,26,Trinidad and Tobago,,,,,nan,,
Tsubasa Endoh,2019,Mls,Toronto FC,Midfielder,Outfielder,27,Japan,,,,,nan,,
Alhassane Bangoura,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,28,Guinea,,,,,nan,,
Ali Adnan,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,27,Iraq,,,,,nan,,
Andy Rose,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,31,Australia,,,,,nan,,
Anthony Blondell,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,26,Venezuela,,,,,nan,,
Brendan McDonough,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,24,United States,,,,,nan,,
Brett Levis,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,27,Canada,,,,,nan,,
David Norman,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,22,Canada,,,,,nan,,
Derek Cornelius,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,23,Canada,,,,,nan,,
Doneil Henry,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,27,Canada,,,,,nan,,
Erik Godoy,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,27,Argentina,,,,,nan,,
Fredy Montero,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,33,Colombia,,,,,nan,,
Georges Mukumbilwa,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,21,Canada,,,,,nan,,
Hwang In-Beom,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,24,South Korea,,,,,nan,,
Jake Nerwinski,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,26,United States,,,,,nan,,
Jasser Khmiri,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,23,Tunisia,,,,,nan,,
Joaquín Ardaiz,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,22,Uruguay,,,,,nan,,
Jon Erice Dominguez,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,34,Spain,,,,,nan,,
Maxime Crepeau,2019,Mls,Vancouver Whitecaps,Goalkeeper,Goalkeeper,26,Canada,,,,,nan,,
Michael Baldisimo,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,20,Canada,,,,,nan,,
Michaell Chirinos,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,25,Honduras,,,,,nan,,
Russell Teibert,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,28,Canada,,,,,nan,,
Scott Sutter,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,34,Switzerland,,,,,nan,,
Sean Melvin,2019,Mls,Vancouver Whitecaps,Goalkeeper,Goalkeeper,26,Canada,,,,,nan,,
Simon Colyn,2019,Mls,Vancouver Whitecaps,Midfielder,Outfielder,18,Canada,,,,,nan,,
Thelonius Bair,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,21,Canada,,,,,nan,,
Thomas Hasal,2019,Mls,Vancouver Whitecaps,Goalkeeper,Goalkeeper,21,Canada,,,,,nan,,
Tosaint Ricketts,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,33,Canada,,,,,nan,,
Victor Giro,2019,Mls,Vancouver Whitecaps,Defender,Outfielder,26,Brazil,,,,,nan,,
Yordy Reyna,2019,Mls,Vancouver Whitecaps,Forward,Outfielder,27,Peru,,,,,nan,,
Zac MacMath,2019,Mls,Vancouver Whitecaps,Goalkeeper,Goalkeeper,29,United States,,,,,nan,,
Adam Jahn,2020,Mls,Atlanta United,Forward,Outfielder,29,United States,,,,,nan,,
Alec Kann,2020,Mls,Atlanta United,Goalkeeper,Goalkeeper,29,United States,,,,,nan,,
Anton Walkes,2020,Mls,Atlanta United,Defender,Outfielder,22,England,,,,,nan,,
Brad Guzan,2020,Mls,Atlanta United,Goalkeeper,Goalkeeper,35,United States,,,,,nan,,
Brendan Moore,2020,Mls,Atlanta United,Goalkeeper,Goalkeeper,27,United States,,,,,nan,,
Brooks Lennon,2020,Mls,Atlanta United,Defender,Outfielder,22,United States,,,,,nan,,
Edgar Castillo,2020,Mls,Atlanta United,Defender,Outfielder,33,United States,,,,,nan,,
Emerson Hyndman,2020,Mls,Atlanta United,Midfielder,Outfielder,23,United States,,,,,nan,,
Eric Remedi,2020,Mls,Atlanta United,Midfielder,Outfielder,24,Argentina,,,,,nan,,
Ezequiel Barco,2020,Mls,Atlanta United,Forward,Outfielder,20,Argentina,,,,,nan,,
Fernando Meza,2020,Mls,Atlanta United,Defender,Outfielder,29,Argentina,,,,,nan,,
Franco Escobar,2020,Mls,Atlanta United,Defender,Outfielder,24,Argentina,,,,,nan,,
George Bello,2020,Mls,Atlanta United,Defender,Outfielder,18,United States,,,,,nan,,
George Campbell,2020,Mls,Atlanta United,Defender,Outfielder,18,United States,,,,,nan,,
Gonzalo Martínez,2020,Mls,Atlanta United,Forward,Outfielder,26,Argentina,,,,,nan,,
Jeff Larentowicz,2020,Mls,Atlanta United,Midfielder,Outfielder,36,United States,,,,,nan,,
Josef Martínez,2020,Mls,Atlanta United,Forward,Outfielder,26,Venezuela,,,,,nan,,
Luiz Fernando Nascimento,2020,Mls,Atlanta United,Forward,Outfielder,22,Brazil,,,,,nan,,
Matheus Rossetto,2020,Mls,Atlanta United,Midfielder,Outfielder,23,Brazil,,,,,nan,,
Miles Robinson,2020,Mls,Atlanta United,Defender,Outfielder,22,United States,,,,,nan,,
Mo Adams,2020,Mls,Atlanta United,Midfielder,Outfielder,23,England,,,,,nan,,
Patrick Nielsen,2020,Mls,Atlanta United,Defender,Outfielder,23,Denmark,,,,,nan,,
Andre Reynolds II,2020,Mls,Chicago Fire,Defender,Outfielder,18,United States,,,,,nan,,
Bobby Shuttleworth,2020,Mls,Chicago Fire,Goalkeeper,Goalkeeper,32,United States,,,,,nan,,
Brandt Bronico,2020,Mls,Chicago Fire,Midfielder,Outfielder,24,United States,,,,,nan,,
CJ Sapong,2020,Mls,Chicago Fire,Forward,Outfielder,31,United States,,,,,nan,,
Connor Sparrow,2020,Mls,Chicago Fire,Goalkeeper,Goalkeeper,25,United States,,,,,nan,,
Djordje Mihailovic,2020,Mls,Chicago Fire,Forward,Outfielder,21,United States,,,,,nan,,
Fabian Herbers,2020,Mls,Chicago Fire,Forward,Outfielder,26,Germany,,,,,nan,,
Francisco Calvo,2020,Mls,Chicago Fire,Defender,Outfielder,27,Costa Rica,,,,,nan,,
Gabriel Slonina,2020,Mls,Chicago Fire,Goalkeeper,Goalkeeper,15,United States,,,,,nan,,
Jeremiah Gutjahr,2020,Mls,Chicago Fire,Midfielder,Outfielder,22,United States,,,,,nan,,
Johan Kappelhof,2020,Mls,Chicago Fire,Defender,Outfielder,29,Netherlands,,,,,nan,,
Jonathan Bornstein,2020,Mls,Chicago Fire,Defender,Outfielder,35,United States,,,,,nan,,
Jonathan Jimenez,2020,Mls,Chicago Fire,Forward,Outfielder,22,United States,,,,,nan,,
Kenneth Kronholm,2020,Mls,Chicago Fire,Goalkeeper,Goalkeeper,34,United States,,,,,nan,,
Mauricio Pineda,2020,Mls,Chicago Fire,Defender,Outfielder,22,United States,,,,,nan,,
Miguel Ángel Navarro,2020,Mls,Chicago Fire,Defender,Outfielder,20,Venezuela,,,,,nan,,
Mike Azira,2020,Mls,Chicago Fire,Midfielder,Outfielder,32,Uganda,,,,,nan,,
Nicholas Slonina,2020,Mls,Chicago Fire,Defender,Outfielder,18,United States,,,,,nan,,
Przemyslaw Frankowski,2020,Mls,Chicago Fire,Forward,Outfielder,24,Poland,,,,,nan,,
Raheem Edwards,2020,Mls,Chicago Fire,Forward,Outfielder,24,Canada,,,,,nan,,
Robert Beric,2020,Mls,Chicago Fire,Forward,Outfielder,28,Slovenia,,,,,nan,,
Álvaro Medrán,2020,Mls,Chicago Fire,Midfielder,Outfielder,25,Spain,,,,,nan,,
Abdul Rwatubyaye,2020,Mls,Colorado Rapids,Defender,Outfielder,23,Rwanda,,,,,nan,,
Andre Rawls,2020,Mls,Colorado Rapids,Goalkeeper,Goalkeeper,28,United States,,,,,nan,,
Andre Shinyashiki,2020,Mls,Colorado Rapids,Forward,Outfielder,22,Brazil,,,,,nan,,
Auston Trusty,2020,Mls,Colorado Rapids,Defender,Outfielder,21,United States,,,,,nan,,
Clint Irwin,2020,Mls,Colorado Rapids,Goalkeeper,Goalkeeper,30,United States,,,,,nan,,
Cole Bassett,2020,Mls,Colorado Rapids,Midfielder,Outfielder,18,United States,,,,,nan,,
Danny Wilson,2020,Mls,Colorado Rapids,Defender,Outfielder,28,Scotland,,,,,nan,,
Deklan Wynne,2020,Mls,Colorado Rapids,Defender,Outfielder,24,New Zealand,,,,,nan,,
Diego Rubio,2020,Mls,Colorado Rapids,Forward,Outfielder,26,Chile,,,,,nan,,
Drew Moor,2020,Mls,Colorado Rapids,Defender,Outfielder,36,United States,,,,,nan,,
Jack Price,2020,Mls,Colorado Rapids,Midfielder,Outfielder,27,England,,,,,nan,,
Jeremy Kelly,2020,Mls,Colorado Rapids,Midfielder,Outfielder,22,United States,,,,,nan,,
Jonathan Lewis,2020,Mls,Colorado Rapids,Forward,Outfielder,22,United States,,,,,nan,,
Keegan Rosenberry,2020,Mls,Colorado Rapids,Defender,Outfielder,26,United States,,,,,nan,,
Kei Kamara,2020,Mls,Colorado Rapids,Forward,Outfielder,35,Sierra Leone,,,,,nan,,
Kellyn Acosta,2020,Mls,Colorado Rapids,Midfielder,Outfielder,24,United States,,,,,nan,,
Kortne Ford,2020,Mls,Colorado Rapids,Defender,Outfielder,24,United States,,,,,nan,,
Lalas Abubakar,2020,Mls,Colorado Rapids,Defender,Outfielder,25,Ghana,,,,,nan,,
Matt Hundley,2020,Mls,Colorado Rapids,Forward,Outfielder,19,United States,,,,,nan,,
Nicolas Benezet,2020,Mls,Colorado Rapids,Forward,Outfielder,28,France,,,,,nan,,
Niki Jackson,2020,Mls,Colorado Rapids,Forward,Outfielder,24,United States,,,,,nan,,
Robin Afamefuna,2020,Mls,Colorado Rapids,Defender,Outfielder,22,Germany,,,,,nan,,
Sam Nicholson,2020,Mls,Colorado Rapids,Forward,Outfielder,25,Scotland,,,,,nan,,
Sam Vines,2020,Mls,Colorado Rapids,Defender,Outfielder,20,United States,,,,,nan,,
Sebastian Anderson,2020,Mls,Colorado Rapids,Defender,Outfielder,17,United States,,,,,nan,,
Younes Namli,2020,Mls,Colorado Rapids,Forward,Outfielder,25,Denmark,,,,,nan,,
Aboubacar Keita,2020,Mls,Columbus Crew,Defender,Outfielder,19,United States,,,,,nan,,
Aidan Morris,2020,Mls,Columbus Crew,Midfielder,Outfielder,18,United States,,,,,nan,,
Artur,2020,Mls,Columbus Crew,Midfielder,Outfielder,23,Brazil,,,,,nan,,
Axel Sjöberg,2020,Mls,Columbus Crew,Defender,Outfielder,28,Sweden,,,,,nan,,
Chris Cadden,2020,Mls,Columbus Crew,Defender,Outfielder,23,Scotland,,,,,nan,,
Danny Griffin,2020,Mls,Columbus Crew,Midfielder,Outfielder,21,United States,,,,,nan,,
Darlington Nagbe,2020,Mls,Columbus Crew,Midfielder,Outfielder,29,United States,,,,,nan,,
Eloy Room,2020,Mls,Columbus Crew,Goalkeeper,Goalkeeper,30,Curacao,,,,,nan,,
Fanendo Adi,2020,Mls,Columbus Crew,Forward,Outfielder,29,Nigeria,,,,,nan,,
Gyasi Zardes,2020,Mls,Columbus Crew,Forward,Outfielder,28,United States,,,,,nan,,
Harrison Afful,2020,Mls,Columbus Crew,Defender,Outfielder,33,Ghana,,,,,nan,,
Héctor Jiménez,2020,Mls,Columbus Crew,Defender,Outfielder,31,United States,,,,,nan,,
JJ Williams,2020,Mls,Columbus Crew,Forward,Outfielder,22,United States,,,,,nan,,
Jon Kempin,2020,Mls,Columbus Crew,Goalkeeper,Goalkeeper,26,United States,,,,,nan,,
Jonathan Mensah,2020,Mls,Columbus Crew,Defender,Outfielder,29,Ghana,,,,,nan,,
Jordan Hamilton,2020,Mls,Columbus Crew,Forward,Outfielder,23,Canada,,,,,nan,,
Josh Williams,2020,Mls,Columbus Crew,Defender,Outfielder,31,United States,,,,,nan,,
Lucas Zelarayán,2020,Mls,Columbus Crew,Forward,Outfielder,27,Argentina,,,,,nan,,
Luis Díaz,2020,Mls,Columbus Crew,Midfielder,Outfielder,21,Costa Rica,,,,,nan,,
Matt Lampson,2020,Mls,Columbus Crew,Goalkeeper,Goalkeeper,30,United States,,,,,nan,,
Miguel Berry,2020,Mls,Columbus Crew,Forward,Outfielder,22,Spain,,,,,nan,,
Milton Valenzuela,2020,Mls,Columbus Crew,Defender,Outfielder,21,Argentina,,,,,nan,,
Pedro Santos,2020,Mls,Columbus Crew,Forward,Outfielder,31,Portugal,,,,,nan,,
Remi Prieur,2020,Mls,Columbus Crew,Goalkeeper,Goalkeeper,22,United States,,,,,nan,,
Sebastian Berhalter,2020,Mls,Columbus Crew,Midfielder,Outfielder,18,United States,,,,,nan,,
Vito Wormgoor,2020,Mls,Columbus Crew,Defender,Outfielder,31,Netherlands,,,,,nan,,
Waylon Francis,2020,Mls,Columbus Crew,Defender,Outfielder,29,Costa Rica,,,,,nan,,
Youness Mokhtar,2020,Mls,Columbus Crew,Forward,Outfielder,28,Morocco,,,,,nan,,
Bill Hamid,2020,Mls,Dc United,Goalkeeper,Goalkeeper,29,United States,,,,,nan,,
Chris Odoi-Atsem,2020,Mls,Dc United,Defender,Outfielder,24,United States,,,,,nan,,
Chris Seitz,2020,Mls,Dc United,Goalkeeper,Goalkeeper,32,United States,,,,,nan,,
Donovan Pines,2020,Mls,Dc United,Defender,Outfielder,21,United States,,,,,nan,,
Earl Edwards Jr,2020,Mls,Dc United,Goalkeeper,Goalkeeper,28,United States,,,,,nan,,
Edison Flores,2020,Mls,Dc United,Forward,Outfielder,25,Peru,,,,,nan,,
Emmanuel Boateng,2020,Mls,Dc United,Midfielder,Outfielder,26,Ghana,,,,,nan,,
Felipe Martins,2020,Mls,Dc United,Midfielder,Outfielder,29,Brazil,,,,,nan,,
Frédéric Brillant,2020,Mls,Dc United,Defender,Outfielder,34,France,,,,,nan,,
Griffin Yow,2020,Mls,Dc United,Forward,Outfielder,17,United States,,,,,nan,,
Jalen Robinson,2020,Mls,Dc United,Defender,Outfielder,25,United States,,,,,nan,,
Joseph Mora,2020,Mls,Dc United,Defender,Outfielder,27,Costa Rica,,,,,nan,,
Josh Fawole,2020,Mls,Dc United,Midfielder,Outfielder,21,United States,,,,,nan,,
Julian Gressel,2020,Mls,Dc United,Midfielder,Outfielder,26,Germany,,,,,nan,,
Júnior Moreno,2020,Mls,Dc United,Midfielder,Outfielder,26,Venezuela,,,,,nan,,
Kevin Paredes,2020,Mls,Dc United,Midfielder,Outfielder,16,United States,,,,,nan,,
Moses Nyeman,2020,Mls,Dc United,Midfielder,Outfielder,16,United States,,,,,nan,,
Ola Kamara,2020,Mls,Dc United,Forward,Outfielder,30,Norway,,,,,nan,,
Oniel Fisher,2020,Mls,Dc United,Defender,Outfielder,28,Jamaica,,,,,nan,,
Paul Arriola,2020,Mls,Dc United,Midfielder,Outfielder,24,United States,,,,,nan,,
Russell Canouse,2020,Mls,Dc United,Midfielder,Outfielder,24,United States,,,,,nan,,
Simon Lefebvre,2020,Mls,Dc United,Goalkeeper,Goalkeeper,22,France,,,,,nan,,
Steve Birnbaum,2020,Mls,Dc United,Defender,Outfielder,29,United States,,,,,nan,,
Ulises Segura,2020,Mls,Dc United,Forward,Outfielder,26,Costa Rica,,,,,nan,,
