player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Jonathan Calleri,2017-2018,La Liga,Las Palmas,Forward,Outfielder,23,Argentina,17646,917640,921077,,nan,,
Jonathan Viera,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,27,Spain,0,0,0,,nan,,
Leandro Chichizola,2017-2018,La Liga,Las Palmas,Goalkeeper,Goalkeeper,27,Argentina,4277,222430,223263,,nan,,
Loïc Rémy,2017-2018,La Liga,Las Palmas,Forward,Outfielder,30,France,18703,972572,976215,,nan,,
Matías Aguirregaray,2017-2018,La Liga,Las Palmas,Defender,Outfielder,28,Uruguay,8018,416945,418506,,nan,,
Mauricio Lemos,2017-2018,La Liga,Las Palmas,Defender,Outfielder,21,Uruguay,0,0,0,,nan,,
Momo,2017-2018,La Liga,Las Palmas,Forward,Outfielder,34,Spain,5125,266556,267555,,nan,,
Míchel,2017-2018,La Liga,Las Palmas,Defender,Outfielder,27,Brazil,0,0,0,,nan,,
Nacho Gil,2017-2018,La Liga,Las Palmas,Forward,Outfielder,21,Spain,5264,273761,274786,,nan,,
Oghenekaro Etebo,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,21,Nigeria,1956,101759,102140,,nan,,
Oussama Tannane,2017-2018,La Liga,Las Palmas,Forward,Outfielder,23,Morocco,0,0,0,,nan,,
Pedro Bigas,2017-2018,La Liga,Las Palmas,Defender,Outfielder,27,Spain,15603,811377,814416,,nan,,
Raúl Lizoain,2017-2018,La Liga,Las Palmas,Goalkeeper,Goalkeeper,26,Spain,0,0,0,,nan,,
Sergi Samper,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,22,Spain,19274,1002289,1006044,,nan,,
Sergio Araujo,2017-2018,La Liga,Las Palmas,Forward,Outfielder,25,Argentina,0,0,0,,nan,,
Tana,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,26,Spain,10719,557428,559516,,nan,,
Vicente Gómez,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,28,Spain,0,0,0,,nan,,
Vitolo,2017-2018,La Liga,Las Palmas,Forward,Outfielder,27,Spain,85481,4445016,4461667,,nan,,
Ximo Navarro,2017-2018,La Liga,Las Palmas,Defender,Outfielder,27,Spain,11360,590747,592960,,nan,,
Alex Alegría,2017-2018,La Liga,Levante,Forward,Outfielder,24,Spain,0,0,0,,nan,,
Aly Abeid,2017-2018,La Liga,Levante,Defender,Outfielder,19,Mauritania,0,0,0,,nan,,
Antonio Luna,2017-2018,La Liga,Levante,Defender,Outfielder,26,Spain,11966,622266,624597,,nan,,
Armando Sadiku,2017-2018,La Liga,Levante,Forward,Outfielder,26,Albania,8537,443961,445624,,nan,,
Cheick Doukouré,2017-2018,La Liga,Levante,Midfielder,Outfielder,24,Cote d'Ivoire,8537,443961,445624,,nan,,
Chema,2017-2018,La Liga,Levante,Defender,Outfielder,25,Spain,8537,443961,445624,,nan,,
Coke,2017-2018,La Liga,Levante,Defender,Outfielder,30,Spain,42878,2229712,2238064,,nan,,
Emmanuel Boateng,2017-2018,La Liga,Levante,Forward,Outfielder,21,Ghana,8537,443961,445624,,nan,,
Enes Ünal,2017-2018,La Liga,Levante,Forward,Outfielder,20,Turkey,16781,872613,875882,,nan,,
Enis Bardhi,2017-2018,La Liga,Levante,Midfielder,Outfielder,21,North Macedonia,11100,577239,579401,,nan,,
Erick Cabaco,2017-2018,La Liga,Levante,Defender,Outfielder,22,Uruguay,6147,319688,320885,,nan,,
Fahad Al-Muwallad,2017-2018,La Liga,Levante,Forward,Outfielder,22,Saudi Arabia,18477,960865,964464,,nan,,
Giampaolo Pazzini,2017-2018,La Liga,Levante,Forward,Outfielder,32,Italy,63470,3300442,3312805,,nan,,
Hacen,2017-2018,La Liga,Levante,Midfielder,Outfielder,19,Mauritania,1177,61236,61465,,nan,,
Ivi,2017-2018,La Liga,Levante,Forward,Outfielder,23,Spain,10252,533113,535111,,nan,,
Iván López,2017-2018,La Liga,Levante,Defender,Outfielder,23,Spain,0,0,0,,nan,,
Iván Villar,2017-2018,La Liga,Levante,Goalkeeper,Goalkeeper,19,Spain,52,2701,2711,,nan,,
Jason,2017-2018,La Liga,Levante,Forward,Outfielder,22,Spain,6840,355709,357042,,nan,,
Jefferson Lerma,2017-2018,La Liga,Levante,Midfielder,Outfielder,22,Colombia,11100,577239,579401,,nan,,
José Campaña,2017-2018,La Liga,Levante,Midfielder,Outfielder,24,Spain,10252,533113,535111,,nan,,
José Luis Morales,2017-2018,La Liga,Levante,Forward,Outfielder,29,Spain,0,0,0,,nan,,
Koke,2017-2018,La Liga,Levante,Goalkeeper,Goalkeeper,21,Spain,205147,10667678,10707640,,nan,,
Mitchell Langerak,2017-2018,La Liga,Levante,Goalkeeper,Goalkeeper,28,Australia,11100,577239,579401,,nan,,
Nano,2017-2018,La Liga,Levante,Forward,Outfielder,22,Spain,0,0,0,,nan,,
Oier Olazábal,2017-2018,La Liga,Levante,Goalkeeper,Goalkeeper,27,Spain,0,0,0,,nan,,
Pedro López,2017-2018,La Liga,Levante,Defender,Outfielder,33,Spain,7688,399835,401332,,nan,,
Raúl Fernández,2017-2018,La Liga,Levante,Goalkeeper,Goalkeeper,29,Spain,7688,399835,401332,,nan,,
Rober Pier,2017-2018,La Liga,Levante,Defender,Outfielder,22,Spain,0,0,0,,nan,,
Roger Martí,2017-2018,La Liga,Levante,Forward,Outfielder,26,Spain,0,0,0,,nan,,
Rubén Rochina,2017-2018,La Liga,Levante,Midfielder,Outfielder,26,Spain,27657,1438146,1443533,,nan,,
Samu García,2017-2018,La Liga,Levante,Forward,Outfielder,26,Spain,0,0,0,,nan,,
Sasa Lukic,2017-2018,La Liga,Levante,Midfielder,Outfielder,20,Serbia,7948,413343,414891,,nan,,
Sergio Postigo,2017-2018,La Liga,Levante,Defender,Outfielder,28,Spain,7688,399835,401332,,nan,,
Shaq Moore,2017-2018,La Liga,Levante,Defender,Outfielder,20,United States,2060,107163,107564,,nan,,
Toño,2017-2018,La Liga,Levante,Defender,Outfielder,27,Spain,8537,443961,445624,,nan,,
Verza,2017-2018,La Liga,Levante,Midfielder,Outfielder,30,Spain,0,0,0,,nan,,
Youssouf Yalike,2017-2018,La Liga,Levante,Midfielder,Outfielder,18,Cote d'Ivoire,0,0,0,,nan,,
Adalberto Peñaranda,2017-2018,La Liga,Malaga,Forward,Outfielder,20,Venezuela,17837,927545,931020,,nan,,
Adrián González,2017-2018,La Liga,Malaga,Midfielder,Outfielder,29,Spain,24972,1298564,1303428,,nan,,
Alberto Bueno,2017-2018,La Liga,Malaga,Forward,Outfielder,29,Spain,28730,1493979,1499576,,nan,,
Alberto López,2017-2018,La Liga,Malaga,Defender,Outfielder,22,Spain,0,0,0,,nan,,
Andrés Prieto,2017-2018,La Liga,Malaga,Goalkeeper,Goalkeeper,23,Spain,3567,185509,186204,,nan,,
Borja Bastón,2017-2018,La Liga,Malaga,Forward,Outfielder,24,Spain,45026,2341378,2350149,,nan,,
Brown Ideye,2017-2018,La Liga,Malaga,Forward,Outfielder,28,Nigeria,31484,1637163,1643296,,nan,,
Cenk Gönen,2017-2018,La Liga,Malaga,Goalkeeper,Goalkeeper,29,Turkey,11603,603355,605615,,nan,,
Chory Castro,2017-2018,La Liga,Malaga,Forward,Outfielder,32,Uruguay,0,0,0,,nan,,
Diego González,2017-2018,La Liga,Malaga,Defender,Outfielder,22,Spain,16053,834791,837918,,nan,,
Diego Rolán,2017-2018,La Liga,Malaga,Forward,Outfielder,24,Uruguay,0,0,0,,nan,,
Emanuel Cecchini,2017-2018,La Liga,Malaga,Midfielder,Outfielder,20,Argentina,0,0,0,,nan,,
Esteban Rolón,2017-2018,La Liga,Malaga,Midfielder,Outfielder,22,Argentina,11603,603355,605615,,nan,,
Federico Ricca,2017-2018,La Liga,Malaga,Defender,Outfielder,22,Uruguay,16053,834791,837918,,nan,,
Ian Soler,2017-2018,La Liga,Malaga,Defender,Outfielder,21,Spain,0,0,0,,nan,,
Ignasi Miquel,2017-2018,La Liga,Malaga,Defender,Outfielder,24,Spain,9108,473678,475452,,nan,,
Isaac Success,2017-2018,La Liga,Malaga,Forward,Outfielder,21,Nigeria,30011,1560618,1566464,,nan,,
Iván Rodríguez,2017-2018,La Liga,Malaga,Defender,Outfielder,21,Spain,2354,122472,122930,,nan,,
Javi Ontiveros,2017-2018,La Liga,Malaga,Forward,Outfielder,19,Spain,0,0,0,,nan,,
Jony,2017-2018,La Liga,Malaga,Forward,Outfielder,25,Spain,0,0,0,,nan,,
José Carlos Sánchez,2017-2018,La Liga,Malaga,Midfielder,Outfielder,18,Spain,1783,92754,93102,,nan,,
Juan Cruz,2017-2018,La Liga,Malaga,Forward,Outfielder,17,Spain,0,0,0,,nan,,
Juankar,2017-2018,La Liga,Malaga,Defender,Outfielder,27,Spain,18738,974373,978023,,nan,,
Juanpi Añor,2017-2018,La Liga,Malaga,Forward,Outfielder,23,Venezuela,0,0,0,,nan,,
Keko,2017-2018,La Liga,Malaga,Forward,Outfielder,25,Spain,23188,1205809,1210326,,nan,,
Luis Hernández,2017-2018,La Liga,Malaga,Defender,Outfielder,28,Spain,23188,1205809,1210326,,nan,,
Manuel Iturra,2017-2018,La Liga,Malaga,Midfielder,Outfielder,33,Chile,15049,782560,785491,,nan,,
Maxime Lestienne,2017-2018,La Liga,Malaga,Forward,Outfielder,25,Belgium,8451,439458,441104,,nan,,
Mehdi Lacen,2017-2018,La Liga,Malaga,Midfielder,Outfielder,33,Algeria,9819,510600,512513,,nan,,
Miguel Cifuentes,2017-2018,La Liga,Malaga,Defender,Outfielder,26,Spain,0,0,0,,nan,,
Miguel Torres,2017-2018,La Liga,Malaga,Defender,Outfielder,31,Spain,18738,974373,978023,,nan,,
Paul Baysse,2017-2018,La Liga,Malaga,Defender,Outfielder,29,France,0,0,0,,nan,,
Recio,2017-2018,La Liga,Malaga,Midfielder,Outfielder,26,Spain,22288,1158982,1163323,,nan,,
Roberto,2017-2018,La Liga,Malaga,Goalkeeper,Goalkeeper,31,Spain,17837,927545,931020,,nan,,
Roberto Rosales,2017-2018,La Liga,Malaga,Defender,Outfielder,28,Venezuela,23188,1205809,1210326,,nan,,
Samu García,2017-2018,La Liga,Malaga,Forward,Outfielder,26,Spain,0,0,0,,nan,,
Youssef En-Nesyri,2017-2018,La Liga,Malaga,Forward,Outfielder,20,Morocco,0,0,0,,nan,,
Zdravko Kuzmanović,2017-2018,La Liga,Malaga,Midfielder,Outfielder,29,Serbia,0,0,0,,nan,,
Álex Mula,2017-2018,La Liga,Malaga,Forward,Outfielder,20,Spain,0,0,0,,nan,,
Álex Robles,2017-2018,La Liga,Malaga,Defender,Outfielder,18,Spain,1783,92754,93102,,nan,,
Aitor Ruibal,2017-2018,La Liga,Real Betis,Forward,Outfielder,21,Spain,571,29717,29829,,nan,,
Alin Tosca,2017-2018,La Liga,Real Betis,Defender,Outfielder,25,Romania,0,0,0,,nan,,
Andrés Guardado,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,30,Mexico,23638,1229223,1233827,,nan,,
Antonio Adán,2017-2018,La Liga,Real Betis,Goalkeeper,Goalkeeper,30,Spain,20504,1066227,1070221,,nan,,
Antonio Barragán,2017-2018,La Liga,Real Betis,Defender,Outfielder,30,Spain,40021,2081124,2088920,,nan,,
Antonio Sanabria,2017-2018,La Liga,Real Betis,Forward,Outfielder,21,Paraguay,13715,713219,715891,,nan,,
Aïssa Mandi,2017-2018,La Liga,Real Betis,Defender,Outfielder,25,Algeria,12555,652884,655330,,nan,,
Carlos Redruello,2017-2018,La Liga,Real Betis,Defender,Outfielder,20,Spain,0,0,0,,nan,,
Cristian Tello,2017-2018,La Liga,Real Betis,Forward,Outfielder,25,Spain,36662,1906422,1913563,,nan,,
Dani Giménez,2017-2018,La Liga,Real Betis,Goalkeeper,Goalkeeper,33,Spain,5368,279164,280209,,nan,,
Daniel Rebollo,2017-2018,La Liga,Real Betis,Goalkeeper,Goalkeeper,17,Spain,0,0,0,,nan,,
Fabián Ruiz,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,21,Spain,0,0,0,,nan,,
Francis Guerrero,2017-2018,La Liga,Real Betis,Defender,Outfielder,21,Spain,0,0,0,,nan,,
Javi García,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,30,Spain,24106,1253537,1258234,,nan,,
Joaquín,2017-2018,La Liga,Real Betis,Forward,Outfielder,35,Spain,52,2701,2711,,nan,,
Joel Campbell,2017-2018,La Liga,Real Betis,Forward,Outfielder,25,Costa Rica,35017,1820871,1827693,,nan,,
Jordi Amat,2017-2018,La Liga,Real Betis,Defender,Outfielder,25,Spain,30011,1560618,1566464,,nan,,
Juanjo Narváez,2017-2018,La Liga,Real Betis,Forward,Outfielder,22,Colombia,0,0,0,,nan,,
Julio Gracia,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,19,Spain,0,0,0,,nan,,
Júnior Firpo,2017-2018,La Liga,Real Betis,Defender,Outfielder,20,Spain,0,0,0,,nan,,
Loren Morón,2017-2018,La Liga,Real Betis,Forward,Outfielder,23,Spain,0,0,0,,nan,,
Marc Bartra,2017-2018,La Liga,Real Betis,Defender,Outfielder,26,Spain,61547,3200483,3212473,,nan,,
Matías Nahuel,2017-2018,La Liga,Real Betis,Forward,Outfielder,20,Spain,0,0,0,,nan,,
Pedro López,2017-2018,La Liga,Real Betis,Goalkeeper,Goalkeeper,22,Spain,7688,399835,401332,,nan,,
Rafa Navarro,2017-2018,La Liga,Real Betis,Defender,Outfielder,23,Spain,6926,360212,361560,,nan,,
Riza Durmisi,2017-2018,La Liga,Real Betis,Defender,Outfielder,23,Denmark,17837,927545,931020,,nan,,
Rubén Castro,2017-2018,La Liga,Real Betis,Forward,Outfielder,36,Spain,22790,1185097,1189537,,nan,,
Ryad Boudebouz,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,27,Algeria,18703,972572,976215,,nan,,
Sergio León,2017-2018,La Liga,Real Betis,Forward,Outfielder,28,Spain,26323,1368805,1373933,,nan,,
Víctor Camarasa,2017-2018,La Liga,Real Betis,Midfielder,Outfielder,23,Spain,14945,777157,780068,,nan,,
Zouhair Feddal,2017-2018,La Liga,Real Betis,Defender,Outfielder,27,Morocco,11378,591648,593864,,nan,,
Achraf Hakimi,2017-2018,La Liga,Real Madrid,Defender,Outfielder,18,Morocco,0,0,0,,nan,,
Borja Mayoral,2017-2018,La Liga,Real Madrid,Forward,Outfielder,20,Spain,17092,888823,892152,,nan,,
Casemiro,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,25,Brazil,42740,2222508,2230833,,nan,,
Cristiano Ronaldo,2017-2018,La Liga,Real Madrid,Forward,Outfielder,32,Portugal,603476,31380768,31498324,,nan,,
Cristo,2017-2018,La Liga,Real Madrid,Forward,Outfielder,19,Spain,2632,136880,137392,,nan,,
Dani Ceballos,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,20,Spain,47433,2466551,2475792,,nan,,
Daniel Carvajal,2017-2018,La Liga,Real Madrid,Defender,Outfielder,25,Spain,0,0,0,,nan,,
Franchu,2017-2018,La Liga,Real Madrid,Forward,Outfielder,19,Argentina,1454,75644,75928,,nan,,
Gareth Bale,2017-2018,La Liga,Real Madrid,Forward,Outfielder,27,Wales,479307,24923968,25017335,,nan,,
Isco,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,25,Spain,190600,9911233,9948361,,nan,,
Jaime Seoane,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,20,Spain,2303,119770,120218,,nan,,
Jesús Vallejo,2017-2018,La Liga,Real Madrid,Defender,Outfielder,20,Spain,34306,1783949,1790632,,nan,,
Karim Benzema,2017-2018,La Liga,Real Madrid,Forward,Outfielder,29,France,283788,14756985,14812265,,nan,,
Keylor Navas,2017-2018,La Liga,Real Madrid,Goalkeeper,Goalkeeper,30,Costa Rica,70085,3644444,3658096,,nan,,
Kiko Casilla,2017-2018,La Liga,Real Madrid,Goalkeeper,Goalkeeper,30,Spain,59590,3098723,3110331,,nan,,
Luca Zidane,2017-2018,La Liga,Real Madrid,Goalkeeper,Goalkeeper,19,France,1714,89152,89486,,nan,,
Lucas Vázquez,2017-2018,La Liga,Real Madrid,Forward,Outfielder,26,Spain,63851,3320254,3332692,,nan,,
Luismi Quezada,2017-2018,La Liga,Real Madrid,Forward,Outfielder,21,Dominican Republic,1973,102660,103044,,nan,,
Luka Modric,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,31,Croatia,254122,13214377,13263879,,nan,,
Manu Hernando,2017-2018,La Liga,Real Madrid,Defender,Outfielder,18,Spain,1125,58534,58753,,nan,,
Marcelo,2017-2018,La Liga,Real Madrid,Defender,Outfielder,29,Brazil,141885,7378042,7405681,,nan,,
Marco Asensio,2017-2018,La Liga,Real Madrid,Forward,Outfielder,21,Spain,142942,7432974,7460819,,nan,,
Marcos Llorente,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,22,Spain,18287,950959,954522,,nan,,
Mateo Kovacic,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,23,Croatia,105985,5511243,5531889,,nan,,
Moha Ramos,2017-2018,La Liga,Real Madrid,Goalkeeper,Goalkeeper,17,Spain,52,2701,2711,,nan,,
Nacho,2017-2018,La Liga,Real Madrid,Defender,Outfielder,27,Spain,79419,4129830,4145301,,nan,,
Raphaël Varane,2017-2018,La Liga,Real Madrid,Defender,Outfielder,24,France,142942,7432974,7460819,,nan,,
Sergio Ramos,2017-2018,La Liga,Real Madrid,Defender,Outfielder,31,Spain,319688,16623783,16686058,,nan,,
Theo Hernández,2017-2018,La Liga,Real Madrid,Defender,Outfielder,19,France,102919,5351849,5371898,,nan,,
Toni Kroos,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,27,Germany,343084,17840399,17907231,,nan,,
Álvaro Tejero,2017-2018,La Liga,Real Madrid,Defender,Outfielder,20,Spain,2199,114367,114795,,nan,,
Óscar Rodríguez,2017-2018,La Liga,Real Madrid,Midfielder,Outfielder,19,Spain,0,0,0,,nan,,
Adnan Januzaj,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,22,Belgium,76267,3965934,3980791,,nan,,
Alberto de la Bella,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,31,Spain,20659,1074332,1078356,,nan,,
Ander Guevara,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,19,Spain,1628,84649,84966,,nan,,
Andoni Gorosabel,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,20,Spain,1298,67539,67792,,nan,,
Andoni Zubiaurre,2017-2018,La Liga,Real Sociedad,Goalkeeper,Goalkeeper,20,Spain,675,35120,35252,,nan,,
Aritz Elustondo,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,23,Spain,12053,626768,629116,,nan,,
Asier Illarramendi,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,27,Spain,49061,2551201,2560758,,nan,,
Carlos Martínez,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,31,Spain,5992,311583,312750,,nan,,
Carlos Vela,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,28,Mexico,0,0,0,,nan,,
David Concha,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,20,Spain,6788,353007,354329,,nan,,
David Zurutuza,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,30,Spain,13680,711418,714083,,nan,,
Diego Llorente,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,23,Spain,25890,1346292,1351335,,nan,,
Gerónimo Rulli,2017-2018,La Liga,Real Sociedad,Goalkeeper,Goalkeeper,25,Argentina,41026,2133355,2141346,,nan,,
Héctor Moreno,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,29,Mexico,18374,955462,959041,,nan,,
Igor Zubeldia,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,20,Spain,7948,413343,414891,,nan,,
Imanol Agirretxe,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,30,Spain,17092,888823,892152,,nan,,
Iñigo Martínez,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,26,Spain,153851,8000308,8030278,,nan,,
Jon Bautista,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,21,Spain,13074,679900,682446,,nan,,
Jon Guridi,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,22,Spain,4918,255750,256708,,nan,,
Juanmi,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,24,Spain,30427,1582231,1588158,,nan,,
Kévin Rodrigues,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,23,Portugal,8052,418746,420315,,nan,,
Miguel Ángel Moyà,2017-2018,La Liga,Real Sociedad,Goalkeeper,Goalkeeper,33,Spain,34012,1768640,1775266,,nan,,
Mikel Oyarzabal,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,20,Spain,0,0,0,,nan,,
Raúl Navas,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,29,Spain,21404,1113055,1117224,,nan,,
Rubén Pardo,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,24,Spain,6840,355709,357042,,nan,,
Sergio Canales,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,26,Spain,27882,1449853,1455284,,nan,,
Toño,2017-2018,La Liga,Real Sociedad,Goalkeeper,Goalkeeper,30,Spain,8537,443961,445624,,nan,,
Willian José,2017-2018,La Liga,Real Sociedad,Forward,Outfielder,25,Brazil,47936,2492667,2502004,,nan,,
Xabi Prieto,2017-2018,La Liga,Real Sociedad,Midfielder,Outfielder,33,Spain,30670,1594838,1600812,,nan,,
Álvaro Odriozola,2017-2018,La Liga,Real Sociedad,Defender,Outfielder,21,Spain,32903,1711007,1717416,,nan,,
Alejandro Pozo,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,18,Spain,52,2701,2711,,nan,,
Borja Lasso,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,23,Spain,0,0,0,,nan,,
Carlos Fernández,2017-2018,La Liga,Sevilla,Forward,Outfielder,21,Spain,3636,189111,189820,,nan,,
Clément Lenglet,2017-2018,La Liga,Sevilla,Defender,Outfielder,22,France,10269,534014,536014,,nan,,
Daniel Carriço,2017-2018,La Liga,Sevilla,Defender,Outfielder,28,Portugal,22305,1159882,1164227,,nan,,
David Soria,2017-2018,La Liga,Sevilla,Goalkeeper,Goalkeeper,24,Spain,18287,950959,954522,,nan,,
Franco Vázquez,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,28,Argentina,64734,3366181,3378791,,nan,,
Gabriel Mercado,2017-2018,La Liga,Sevilla,Defender,Outfielder,30,Argentina,32522,1691195,1697530,,nan,,
Ganso,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,27,Brazil,36904,1919029,1926218,,nan,,
Guido Pizarro,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,27,Argentina,57217,2975351,2986496,,nan,,
Guilherme Arana,2017-2018,La Liga,Sevilla,Defender,Outfielder,20,Brazil,20625,1072531,1076549,,nan,,
Jesús Navas,2017-2018,La Liga,Sevilla,Defender,Outfielder,31,Spain,80285,4174857,4190496,,nan,,
Joaquín Correa,2017-2018,La Liga,Sevilla,Forward,Outfielder,22,Argentina,30652,1593938,1599909,,nan,,
Johannes Geis,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,23,Germany,68613,3567899,3581265,,nan,,
José Alonso Lara,2017-2018,La Liga,Sevilla,Forward,Outfielder,17,Spain,0,0,0,,nan,,
Juan Soriano,2017-2018,La Liga,Sevilla,Goalkeeper,Goalkeeper,19,Spain,52,2701,2711,,nan,,
Lionel Carole,2017-2018,La Liga,Sevilla,Defender,Outfielder,26,France,14131,734832,737585,,nan,,
Luis Muriel,2017-2018,La Liga,Sevilla,Forward,Outfielder,26,Colombia,73601,3827252,3841589,,nan,,
Michael Krohn-Dehli,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,34,Denmark,21128,1098646,1102762,,nan,,
Miguel Layún,2017-2018,La Liga,Sevilla,Defender,Outfielder,29,Mexico,28678,1491277,1496864,,nan,,
Nicolás Pareja,2017-2018,La Liga,Sevilla,Defender,Outfielder,33,Argentina,43502,2262131,2270605,,nan,,
Nolito,2017-2018,La Liga,Sevilla,Forward,Outfielder,30,Spain,113224,5887665,5909720,,nan,,
Pablo Sarabia,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,25,Spain,48386,2516080,2525506,,nan,,
Roque Mesa,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,28,Spain,49061,2551201,2560758,,nan,,
Sandro Ramírez,2017-2018,La Liga,Sevilla,Forward,Outfielder,21,Spain,0,0,0,,nan,,
Sergio Escudero,2017-2018,La Liga,Sevilla,Defender,Outfielder,27,Spain,35674,1855091,1862041,,nan,,
Sergio Rico,2017-2018,La Liga,Sevilla,Goalkeeper,Goalkeeper,23,Spain,51433,2674574,2684593,,nan,,
Simon Kjær,2017-2018,La Liga,Sevilla,Defender,Outfielder,28,Denmark,95802,4981731,5000393,,nan,,
Steven Nzonzi,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,28,France,0,0,0,,nan,,
Sébastien Corchia,2017-2018,La Liga,Sevilla,Defender,Outfielder,26,France,16417,853702,856900,,nan,,
Walter Montoya,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,23,Argentina,0,0,0,,nan,,
Wissam Ben Yedder,2017-2018,La Liga,Sevilla,Forward,Outfielder,26,France,40004,2080224,2088016,,nan,,
Éver Banega,2017-2018,La Liga,Sevilla,Midfielder,Outfielder,29,Argentina,110470,5744480,5765999,,nan,,
Andreas Pereira,2017-2018,La Liga,Valencia,Midfielder,Outfielder,21,Brazil,30011,1560618,1566464,,nan,,
Carlos Soler,2017-2018,La Liga,Valencia,Midfielder,Outfielder,20,Spain,29475,1532702,1538443,,nan,,
Cristian Rivero,2017-2018,La Liga,Valencia,Goalkeeper,Goalkeeper,19,Spain,623,32419,32540,,nan,,
Dani Parejo,2017-2018,La Liga,Valencia,Midfielder,Outfielder,28,Spain,90606,4711572,4729222,,nan,,
Ezequiel Garay,2017-2018,La Liga,Valencia,Defender,Outfielder,30,Argentina,85775,4460325,4477033,,nan,,
Fabián Orellana,2017-2018,La Liga,Valencia,Forward,Outfielder,31,Chile,25959,1349894,1354950,,nan,,
Ferran Torres,2017-2018,La Liga,Valencia,Forward,Outfielder,17,Spain,1783,92754,93102,,nan,,
Francis Coquelin,2017-2018,La Liga,Valencia,Midfielder,Outfielder,26,France,62431,3246410,3258572,,nan,,
Gabriel Paulista,2017-2018,La Liga,Valencia,Defender,Outfielder,26,Brazil,62431,3246410,3258572,,nan,,
Geoffrey Kondogbia,2017-2018,La Liga,Valencia,Midfielder,Outfielder,24,Central African Republic,111181,5781402,5803060,,nan,,
Gonzalo Villar,2017-2018,La Liga,Valencia,Midfielder,Outfielder,19,Spain,536,27916,28020,,nan,,
