Player,Nation,Team,League,Season,TeamElo,AgeDuringSeason,CurrentAge,Position,PlayStyle,Min,Starts,PercentLeftFooted,PercentRightFooted,Footedness,DAVIES,DAVIESPer90,xGoalsAdded,xGoalsAddedAbovePlayStyle,xGoalsAddedPer90,Salary($),xSalary($),CurrentMarketValue(€),xMarketValue(€),xGAM,name_lower,firstname_lower,lastname_lower,firstinitial_lower
Felipe dal Belo,BRA,SPAL,Serie A,17/18,1554.81,33.0,36,DF,PossessionOrientedCentralDefender,2573,30,90.55,9.45,Left,2.27,0.02,5.04,2.24,0.18,,,,,,felipe dal belo,felipe,belo,f
Leonardo Pavoletti,ITA,Cagliari,Serie A,18/19,1531.8,29.0,32,FW,Finisher,2734,31,15.07,84.93,Right,2.26,-0.05,5.82,2.41,0.19,2512949.0,3217234.0,,,,leonardo pavoletti,leonardo,pavoletti,l
Nikola Kalinic,CRO,Milan,Serie A,17/18,1720.63,29.0,32,FW,Finisher,1812,20,3.53,96.47,Right,2.26,0.05,5.81,2.41,0.29,,,,,,nikola kalinic,nikola,kalinic,n
Amath,SEN,Getafe,La Liga,17/18,1719.8,21.0,24,"MF,FW",Dribbler,2835,36,20.69,79.31,Right,2.26,-0.07,5.32,2.32,0.17,,,,,,amath,amath,amath,a
Christophe Herelle,MTQ,Nice,Ligue 1,18/19,1596.18,25.0,28,DF,PossessionOrientedCentralDefender,2937,33,11.2,88.8,Right,2.26,0.01,5.33,2.53,0.16,338151.0,1327794.0,5500000.0,,,christophe herelle,christophe,herelle,c
Abdoulaye Toure,FRA,Nantes,Ligue 1,17/18,1576.06,23.0,26,MF,DefensiveCentralProgressor,2809,31,23.51,76.49,Right,2.26,0.02,4.21,2.23,0.13,,,8000000.0,,,abdoulaye toure,abdoulaye,toure,a
Alex Sandro,BRA,Juventus,Serie A,19/20,1860.02,28.0,29,DF,OffensiveWideProgressor,2385,27,93.11,6.89,Left,2.25,0.03,5.72,2.55,0.22,5863924.0,3222506.0,35000000.0,31478967.0,,alex sandro,alex,sandro,a
Charles Traore,MLI,Troyes,Ligue 1,17/18,1461.59,25.0,28,DF,DefensiveWideProgressor,2999,33,81.39,18.61,Left,2.25,-0.01,5.19,2.46,0.16,,,,,,charles traore,charles,traore,c
Kalidou Koulibaly,SEN,Napoli,Serie A,19/20,1757.0,28.0,29,DF,PossessionOrientedCentralDefender,2105,24,29.51,70.49,Right,2.25,0.07,5.32,2.52,0.23,7329622.0,5679438.0,65000000.0,39781407.0,,kalidou koulibaly,kalidou,koulibaly,k
Wilfred Ndidi,NGA,Leicester City,Premier League,17/18,1693.43,20.0,24,MF,DefensiveCentralProgressor,2898,33,15.92,84.08,Right,2.24,0.01,4.2,2.22,0.13,,,45000000.0,,,wilfred ndidi,wilfred,ndidi,w
Yevhen Konoplyanka,UKR,Schalke 04,Bundesliga,17/18,1735.62,27.0,31,"FW,MF",Finisher,1562,18,15.14,84.86,Right,2.24,0.09,5.8,2.39,0.33,,,,,,yevhen konoplyanka,yevhen,konoplyanka,y
Shkodran Mustafi,GER,Arsenal,Premier League,18/19,1866.53,26.0,28,DF,PossessionOrientedCentralDefender,2611,31,2.86,97.14,Right,2.24,0.03,5.32,2.52,0.18,6174464.0,5659220.0,15000000.0,,,shkodran mustafi,shkodran,mustafi,s
James Tarkowski,ENG,Burnley,Premier League,18/19,1681.7,25.0,28,DF,PossessionOrientedCentralDefender,3086,35,9.77,90.23,Right,2.24,0.0,5.32,2.52,0.16,3430258.0,3656238.0,20000000.0,,,james tarkowski,james,tarkowski,j
Julio Tavares,CPV,Dijon,Ligue 1,18/19,1496.76,29.0,32,FW,Finisher,2805,31,31.74,68.26,Right,2.24,-0.06,5.79,2.38,0.19,406007.0,3283871.0,,,,julio tavares,julio,tavares,j
Mohamed Fares,ALG,Hellas Verona,Serie A,17/18,1454.89,21.0,24,"DF,MF",DefensiveWideProgressor,2604,29,86.82,13.18,Left,2.24,0.01,4.84,2.11,0.17,,,,,,mohamed fares,mohamed,fares,m
Shane Duffy,IRL,Brighton,Premier League,18/19,1616.4,26.0,28,DF,LowBlockCentralDefender,3087,35,6.25,93.75,Right,2.24,0.01,4.73,2.29,0.14,2744206.0,4222831.0,9500000.0,,,shane duffy,shane,duffy,s
Baptiste Santamaria,FRA,Angers,Ligue 1,18/19,1555.32,23.0,25,MF,DefensiveCentralProgressor,3245,37,14.36,85.64,Right,2.24,0.0,4.19,2.21,0.12,899097.0,1008159.0,7000000.0,,,baptiste santamaria,baptiste,santamaria,b
Lucas Alario,ARG,Leverkusen,Bundesliga,17/18,1704.82,24.0,28,FW,Finisher,1550,17,13.08,86.92,Right,2.23,0.09,5.79,2.38,0.34,,,13500000.0,,,lucas alario,lucas,alario,l
Theodor Gebre Selassie,CZE,Werder Bremen,Bundesliga,19/20,1632.45,32.0,34,DF,DefensiveWideProgressor,2427,28,7.94,92.06,Right,2.23,0.01,4.59,1.86,0.17,1696410.0,1435186.0,1400000.0,1684790.0,,theodor gebre selassie,theodor,selassie,t
Boubacar Kamara,FRA,Marseille,Ligue 1,18/19,1636.44,18.0,21,DF,PossessionOrientedCentralDefender,2411,27,14.57,85.43,Right,2.23,0.02,4.42,1.63,0.17,338151.0,1021231.0,27000000.0,,,boubacar kamara,boubacar,kamara,b
Joel Matip,CMR,Liverpool,Premier League,17/18,1913.55,25.0,29,DF,PossessionOrientedCentralDefender,1997,22,9.81,90.19,Right,2.23,0.08,5.3,2.5,0.24,,,32000000.0,,,joel matip,joel,matip,j
Dele Alli,ENG,Tottenham,Premier League,19/20,1808.91,23.0,24,"MF,FW",Dribbler,1847,21,4.49,95.51,Right,2.23,0.02,5.29,2.29,0.26,6860516.0,6539109.0,64000000.0,50994867.0,,dele alli,dele,alli,d
Daniel Brosinski,GER,Mainz 05,Bundesliga,17/18,1595.9,29.0,32,"DF,MF",DefensiveWideProgressor,2500,28,13.14,86.86,Right,2.23,0.02,5.17,2.43,0.19,,,1300000.0,,,daniel brosinski,daniel,brosinski,d
Leon Goretzka,GER,Bayern Munich,Bundesliga,19/20,2009.57,24.0,25,MF,AttackingCentralProgressor,1512,17,6.2,93.8,Right,2.22,0.15,5.37,2.62,0.32,9047520.0,6094718.0,60000000.0,54866067.0,,leon goretzka,leon,goretzka,l
Philipp Max,GER,Augsburg,Bundesliga,18/19,1591.47,24.0,27,"DF,MF",OffensiveWideProgressor,2569,30,88.07,11.93,Left,2.22,0.02,5.69,2.51,0.2,1352604.0,1508970.0,15000000.0,,,philipp max,philipp,max,p
Santi Mina,ESP,Valencia,La Liga,17/18,1797.27,21.0,25,FW,Finisher,1560,17,14.0,86.0,Right,2.22,0.05,5.18,1.77,0.3,,,,,,santi mina,santi,mina,s
Hamari Traore,MLI,Rennes,Ligue 1,17/18,1639.7,25.0,28,DF,DefensiveWideProgressor,2637,30,11.14,88.86,Right,2.22,0.01,5.16,2.43,0.18,,,5500000.0,,,hamari traore,hamari,traore,h
Fabian Orellana,CHI,Eibar,La Liga,19/20,1684.45,33.0,34,"MF,FW",Dribbler,2390,28,13.11,86.89,Right,2.22,-0.02,6.28,3.28,0.24,1383140.0,2634960.0,1500000.0,3037463.0,,fabian orellana,fabian,orellana,f
Ellyes Skhiri,TUN,Koln,Bundesliga,19/20,1600.18,24.0,25,MF,DefensiveCentralProgressor,2672,31,10.46,89.54,Right,2.22,0.02,4.25,2.27,0.14,,,,,,ellyes skhiri,ellyes,skhiri,e
Dominic Calvert-Lewin,ENG,Everton,Premier League,17/18,1695.62,20.0,23,"FW,MF",Finisher,1882,18,15.41,84.59,Right,2.22,0.0,5.17,1.76,0.25,,,24000000.0,,,dominic calvert-lewin,dominic,calvert-lewin,d
Memphis Depay,NED,Lyon,Ligue 1,20/21,1741.92,26.88,26,"FW,MF",Finisher,1205,13,15.31,84.69,Right,2.21,0.19,5.77,2.36,0.43,,,44000000.0,,,memphis depay,memphis,depay,m
Pierre Kunde,CMR,Mainz 05,Bundesliga,19/20,1652.84,24.0,25,MF,DefensiveCentralProgressor,1866,22,12.53,87.47,Right,2.21,0.08,4.25,2.27,0.21,,,,,,pierre kunde,pierre,kunde,p
Diego Demme,GER,RB Leipzig,Bundesliga,17/18,1685.61,25.0,29,MF,DefensiveCentralProgressor,2284,25,11.91,88.09,Right,2.21,0.04,4.25,2.27,0.17,,,15000000.0,,,diego demme,diego,demme,d
Santi Mina,ESP,Celta Vigo,La Liga,19/20,1668.71,23.0,25,"FW,MF",Finisher,1944,21,10.74,89.26,Right,2.21,-0.01,5.17,1.76,0.24,,,15000000.0,18454720.0,,santi mina,santi,mina,s
Angel Correa,ARG,Atletico Madrid,La Liga,19/20,1897.78,24.0,25,"MF,FW",Finisher,2061,22,18.2,81.8,Right,2.21,0.01,5.76,2.35,0.25,3944719.0,3636559.0,,,,angel correa,angel,correa,a
Lorenzo Pellegrini,ITA,Roma,Serie A,17/18,1846.35,21.0,24,MF,AttackingCentralProgressor,1797,22,9.96,90.04,Right,2.21,0.08,4.81,2.07,0.24,,,32000000.0,,,lorenzo pellegrini,lorenzo,pellegrini,l
Thomas Monconduit,FRA,Amiens,Ligue 1,18/19,1502.4,27.0,29,MF,DefensiveCentralProgressor,2818,32,15.86,84.14,Right,2.21,0.01,4.24,2.26,0.14,270295.0,1273163.0,2000000.0,,,thomas monconduit,thomas,monconduit,t
Laurent Koscielny,FRA,Arsenal,Premier League,17/18,1818.72,31.0,35,DF,PossessionOrientedCentralDefender,2225,25,9.06,90.94,Right,2.2,0.04,4.97,2.17,0.2,,,,,,laurent koscielny,laurent,koscielny,l
Ayoze Perez,ESP,Leicester City,Premier League,19/20,1762.14,26.0,27,"MF,FW",Dribbler,2004,26,9.72,90.28,Right,2.2,0.0,5.4,2.4,0.24,,,24000000.0,24034667.0,,ayoze perez,ayoze,perez,a
Sergi Darder,ESP,Espanyol,La Liga,18/19,1735.7,24.0,27,MF,AttackingCentralProgressor,2709,32,6.65,93.35,Right,2.2,0.01,5.34,2.6,0.18,2142000.0,3053430.0,8000000.0,,,sergi darder,sergi,darder,s
Jonathan Silva,ARG,Leganes,La Liga,19/20,1663.56,25.0,26,DF,DefensiveWideProgressor,2785,32,92.61,7.39,Left,2.2,0.0,5.14,2.41,0.17,,,,,,jonathan silva,jonathan,silva,j
Andrea Bertolacci,ITA,Genoa,Serie A,17/18,1561.46,26.0,29,MF,DefensiveCentralProgressor,2895,33,71.75,28.25,Left,2.19,0.01,4.23,2.25,0.13,,,,,,andrea bertolacci,andrea,bertolacci,a
Marvin Friedrich,GER,Union Berlin,Bundesliga,19/20,1600.27,23.0,25,DF,PossessionOrientedCentralDefender,2789,31,13.84,86.16,Right,2.19,0.01,4.73,1.93,0.15,,,2800000.0,4717320.0,,marvin friedrich,marvin,friedrich,m
Aleksandr Golovin,RUS,Monaco,Ligue 1,19/20,1587.32,23.0,24,MF,Playmaker,2061,24,14.04,85.96,Right,2.19,0.04,5.9,2.21,0.26,3160977.0,3250018.0,20000000.0,18459640.0,,aleksandr golovin,aleksandr,golovin,a
Luca Ceppitelli,ITA,Cagliari,Serie A,17/18,1550.05,27.0,31,DF,LowBlockCentralDefender,2227,26,24.22,75.78,Right,2.19,0.06,4.68,2.25,0.19,,,2500000.0,,,luca ceppitelli,luca,ceppitelli,l
Nicolo Zaniolo,ITA,Roma,Serie A,18/19,1747.43,19.0,21,"MF,FW",Dribbler,1766,20,86.93,13.07,Left,2.19,-0.04,3.92,0.92,0.2,1465698.0,1046423.0,,,,nicolo zaniolo,nicolo,zaniolo,n
Weston McKennie,USA,Schalke 04,Bundesliga,19/20,1608.03,20.0,22,"MF,DF",DefensiveCentralProgressor,2074,24,20.37,79.63,Right,2.19,0.06,4.14,2.16,0.18,882133.0,1082940.0,20000000.0,19744823.0,,weston mckennie,weston,mckennie,w
Junior Firpo,ESP,Betis,La Liga,18/19,1682.82,21.0,24,"DF,MF",OffensiveWideProgressor,1937,22,82.79,17.21,Left,2.19,0.05,4.94,1.77,0.23,,,,,,junior firpo,junior,firpo,j
Elseid Hysaj,ALB,Napoli,Serie A,17/18,1855.68,23.0,26,DF,OffensiveWideProgressor,3125,35,17.32,82.68,Right,2.18,-0.03,4.94,1.77,0.14,,,14000000.0,,,elseid hysaj,elseid,hysaj,e
Christian Pulisic,USA,Dortmund,Bundesliga,18/19,1822.8,19.0,22,"FW,MF",Dribbler,932,9,19.12,80.88,Right,2.18,0.13,3.91,0.91,0.38,1690755.0,1639108.0,,,,christian pulisic,christian,pulisic,c
Omar Colley,GAM,Sampdoria,Serie A,19/20,1589.41,26.0,28,DF,PossessionOrientedCentralDefender,2772,30,68.65,31.35,Left,2.18,0.02,5.26,2.46,0.17,1989323.0,1548111.0,5000000.0,7033395.0,,omar colley,omar,colley,o
Ryan Bertrand,ENG,Southampton,Premier League,17/18,1649.49,27.0,31,DF,OffensiveWideProgressor,3135,35,91.04,8.96,Left,2.18,-0.02,5.64,2.47,0.16,,,10500000.0,,,ryan bertrand,ryan,bertrand,r
Christopher Antwi-Adjei,GHA,Paderborn 07,Bundesliga,19/20,1493.71,25.0,26,"MF,FW",Dribbler,2470,28,20.8,79.2,Right,2.18,-0.04,5.37,2.37,0.2,,,1600000.0,3006405.0,,christopher antwi-adjei,christopher,antwi-adjei,c
Presnel Kimpembe,FRA,Paris S-G,Ligue 1,17/18,1878.75,21.0,25,DF,PossessionOrientedCentralDefender,2425,27,89.08,10.92,Left,2.18,0.03,4.71,1.92,0.17,,,28000000.0,,,presnel kimpembe,presnel,kimpembe,p
Romain Saiss,MAR,Wolves,Premier League,19/20,1782.63,29.0,30,DF,PossessionOrientedCentralDefender,2705,31,90.06,9.94,Left,2.17,0.02,5.25,2.45,0.17,1509314.0,2303457.0,8000000.0,19517553.0,,romain saiss,romain,saiss,r
Gianluca Lapadula,PER,Genoa,Serie A,17/18,1561.46,27.0,30,FW,Finisher,1495,13,64.78,35.22,Left,2.17,0.1,5.73,2.32,0.34,,,,,,gianluca lapadula,gianluca,lapadula,g
Diego Llorente,ESP,Real Sociedad,La Liga,17/18,1730.15,23.0,27,DF,PossessionOrientedCentralDefender,2324,26,17.74,82.26,Right,2.16,0.03,4.7,1.9,0.18,,,20000000.0,,,diego llorente,diego,llorente,d
Jean-Kevin Augustin,FRA,RB Leipzig,Bundesliga,17/18,1685.61,20.0,23,FW,Finisher,1266,14,11.15,88.85,Right,2.16,0.11,5.11,1.71,0.36,,,,,,jean-kevin augustin,jean-kevin,augustin,j
Riyad Mahrez,ALG,Manchester City,Premier League,18/19,2037.31,27.0,29,"FW,MF",Dribbler,1343,14,91.69,8.31,Left,2.16,0.12,5.35,2.35,0.36,13721032.0,10889257.0,48000000.0,,,riyad mahrez,riyad,mahrez,r
Jonathan Silva,ARG,Leganes,La Liga,18/19,1667.23,24.0,26,DF,DefensiveWideProgressor,2700,30,92.91,7.09,Left,2.15,0.01,5.09,2.36,0.17,705707.0,1425734.0,,,,jonathan silva,jonathan,silva,j
Jose Angel,ESP,Eibar,La Liga,19/20,1684.45,29.0,31,DF,DefensiveWideProgressor,2360,27,88.57,11.43,Left,2.15,0.03,5.09,2.36,0.19,978263.0,2436747.0,3000000.0,4081980.0,,jose angel,jose,angel,j
Federico Fazio,ARG,Roma,Serie A,18/19,1747.43,31.0,33,DF,PossessionOrientedCentralDefender,2806,31,15.61,84.39,Right,2.15,0.0,4.92,2.12,0.16,5236252.0,3636556.0,2000000.0,,,federico fazio,federico,fazio,f
Mounir Chouiar,FRA,Dijon,Ligue 1,19/20,1519.01,20.0,21,"MF,FW",Dribbler,1506,18,9.98,90.02,Right,2.15,0.07,5.21,2.21,0.31,,,7200000.0,19711383.0,,mounir chouiar,mounir,chouiar,m
Martin Hinteregger,AUT,Augsburg,Bundesliga,17/18,1614.1,24.0,28,DF,PossessionOrientedCentralDefender,2655,29,82.96,17.04,Left,2.15,0.02,5.22,2.43,0.18,,,,,,martin hinteregger,martin,hinteregger,m
Kevin Malcuit,MAR,Lille,Ligue 1,17/18,1532.95,26.0,29,DF,OffensiveWideProgressor,1815,21,6.66,93.34,Right,2.14,0.09,5.61,2.43,0.28,,,,,,kevin malcuit,kevin,malcuit,k
Dominique Heintz,GER,Koln,Bundesliga,17/18,1543.68,23.0,27,DF,PossessionOrientedCentralDefender,2790,31,86.38,13.62,Left,2.14,0.0,4.68,1.88,0.15,,,,,,dominique heintz,dominique,heintz,d
Yunis Abdelhamid,MAR,Reims,Ligue 1,19/20,1605.37,31.0,33,DF,LowBlockCentralDefender,2520,28,71.04,28.96,Left,2.14,0.04,4.79,2.36,0.17,572256.0,1698250.0,2000000.0,4315375.0,,yunis abdelhamid,yunis,abdelhamid,y
Timo Werner,GER,Chelsea,Premier League,20/21,1847.73,24.82,24,FW,Finisher,1267,15,15.78,84.22,Right,2.14,0.16,5.69,2.28,0.4,,,,,,timo werner,timo,werner,t
Steve Cook,ENG,Bournemouth,Premier League,17/18,1669.7,26.0,29,DF,LowBlockCentralDefender,2767,31,5.68,94.32,Right,2.13,0.02,4.62,2.19,0.15,,,9500000.0,,,steve cook,steve,cook,s
James Milner,ENG,Liverpool,Premier League,17/18,1913.55,31.0,34,MF,AttackingCentralProgressor,1775,16,8.58,91.42,Right,2.13,0.08,4.71,1.96,0.24,,,6500000.0,,,james milner,james,milner,j
Dusan Tadic,SRB,Southampton,Premier League,17/18,1649.49,28.0,32,"MF,FW",Playmaker,2791,34,76.54,23.46,Left,2.13,-0.04,6.04,2.36,0.19,,,,,,dusan tadic,dusan,tadic,d
Antonio Candreva,ITA,Inter,Serie A,19/20,1801.59,32.0,33,DF,Playmaker,1993,24,19.3,80.7,Right,2.13,0.02,5.84,2.16,0.26,6283503.0,6860256.0,5000000.0,16850283.0,,antonio candreva,antonio,candreva,a
Domenico Berardi,ITA,Sassuolo,Serie A,17/18,1595.5,22.0,26,FW,Playmaker,2296,29,85.32,14.68,Left,2.13,0.01,5.83,2.15,0.23,,,24000000.0,,,domenico berardi,domenico,berardi,d
Mikel Merino,ESP,Real Sociedad,La Liga,18/19,1715.61,22.0,24,MF,AttackingCentralProgressor,2055,24,91.25,8.75,Left,2.13,0.05,4.73,1.98,0.21,2436045.0,2943266.0,35000000.0,,,mikel merino,mikel,merino,m
Portu,ESP,Real Sociedad,La Liga,19/20,1739.98,27.0,28,"FW,MF",Finisher,2393,25,4.97,95.03,Right,2.13,-0.03,5.68,2.27,0.21,,,16000000.0,17777367.0,,portu,portu,portu,p
Nacho Monreal,ESP,Real Sociedad,La Liga,19/20,1739.98,33.0,34,DF,DefensiveWideProgressor,2390,27,91.31,8.69,Left,2.12,0.01,4.49,1.75,0.17,,,2000000.0,2535542.0,,nacho monreal,nacho,monreal,n
Luka Modric,CRO,Real Madrid,La Liga,19/20,1921.36,33.0,35,MF,AttackingCentralProgressor,1996,22,11.36,88.64,Right,2.12,0.06,4.7,1.95,0.21,21076198.0,7016804.0,,,,luka modric,luka,modric,l
Marc Cucurella,ESP,Getafe,La Liga,19/20,1744.55,21.0,22,"MF,DF",Playmaker,3237,37,76.05,23.95,Left,2.12,-0.06,5.82,2.14,0.16,,,20000000.0,27470550.0,,marc cucurella,marc,cucurella,m
Alexander Djiku,GHA,Caen,Ligue 1,18/19,1456.1,23.0,26,DF,LowBlockCentralDefender,2754,31,20.93,79.07,Right,2.12,0.01,4.19,1.75,0.14,406007.0,1157590.0,,,,alexander djiku,alexander,djiku,a
Jordan Ayew,GHA,Swansea City,Premier League,17/18,1615.29,25.0,29,"FW,MF",Dribbler,2852,33,5.77,94.23,Right,2.12,-0.07,5.31,2.31,0.17,,,,,,jordan ayew,jordan,ayew,j
Koke,ESP,Atletico Madrid,La Liga,19/20,1897.78,27.0,28,MF,AttackingCentralProgressor,2698,30,8.55,91.45,Right,2.12,0.01,5.26,2.52,0.18,18032838.0,8589221.0,,,,koke,koke,koke,k
Fabian Ruiz Pena,ESP,Betis,La Liga,17/18,1723.9,21.0,24,MF,AttackingCentralProgressor,2656,30,88.69,11.31,Left,2.12,0.0,4.72,1.98,0.16,,,,,,fabian ruiz pena,fabian,pena,f
Issa Diop,FRA,Toulouse,Ligue 1,17/18,1537.36,20.0,23,DF,PossessionOrientedCentralDefender,3060,34,10.7,89.3,Right,2.12,-0.01,4.66,1.86,0.14,,,,,,issa diop,issa,diop,i
Franck Kessie,CIV,Milan,Serie A,19/20,1758.25,22.0,24,MF,AttackingCentralProgressor,2904,33,19.16,80.84,Right,2.12,-0.01,4.72,1.97,0.15,4607450.0,2797327.0,27000000.0,29444033.0,,franck kessie,franck,kessie,f
Pierre Lees-Melou,FRA,Nice,Ligue 1,19/20,1605.34,26.0,27,MF,AttackingCentralProgressor,2252,25,17.82,82.18,Right,2.11,0.04,5.26,2.51,0.21,,,,,,pierre lees-melou,pierre,lees-melou,p
Jose Izquierdo,COL,Brighton,Premier League,17/18,1628.91,25.0,28,"MF,FW",Dribbler,1984,23,13.87,86.13,Right,2.11,0.0,5.31,2.31,0.24,,,,,,jose izquierdo,jose,izquierdo,j
Daniele Baselli,ITA,Torino,Serie A,17/18,1677.54,25.0,28,MF,DefensiveCentralProgressor,2521,30,16.05,83.95,Right,2.11,0.03,4.15,2.17,0.15,,,7000000.0,,,daniele baselli,daniele,baselli,d
Daniel Baier,GER,Augsburg,Bundesliga,17/18,1614.1,33.0,36,MF,DefensiveCentralProgressor,2538,29,7.79,92.21,Right,2.11,0.03,4.11,2.13,0.15,,,,,,daniel baier,daniel,baier,d
Djibril Sidibe,FRA,Monaco,Ligue 1,17/18,1769.25,25.0,28,DF,OffensiveWideProgressor,2153,25,18.37,81.63,Right,2.1,0.05,5.57,2.4,0.23,,,,,,djibril sidibe,djibril,sidibe,d
Krzysztof Piatek,POL,Genoa,Serie A,18/19,1537.01,23.0,25,FW,Finisher,1593,18,14.87,85.13,Right,2.1,0.04,5.06,1.65,0.29,,,,,,krzysztof piatek,krzysztof,piatek,k
Loic Perrin,FRA,Saint-Etienne,Ligue 1,17/18,1620.35,31.0,35,DF,LowBlockCentralDefender,2463,28,12.2,87.8,Right,2.1,0.04,4.75,2.32,0.17,,,,,,loic perrin,loic,perrin,l
David Brooks,WAL,Bournemouth,Premier League,18/19,1690.68,21.0,23,"MF,FW",Playmaker,2261,29,79.55,20.45,Left,2.1,0.01,5.8,2.12,0.23,1372103.0,1406603.0,20000000.0,,,david brooks,david,brooks,d
Manuel Akanji,SUI,Dortmund,Bundesliga,18/19,1822.8,23.0,25,DF,PossessionOrientedCentralDefender,2205,25,21.3,78.7,Right,2.1,0.04,4.64,1.84,0.19,2817172.0,3020556.0,20000000.0,,,manuel akanji,manuel,akanji,m
Marvin Plattenhardt,GER,Hertha BSC,Bundesliga,17/18,1608.77,25.0,28,DF,DefensiveWideProgressor,2970,33,96.01,3.99,Left,2.1,-0.01,5.04,2.31,0.15,,,5000000.0,,,marvin plattenhardt,marvin,plattenhardt,m
Luca Pellegrini,ITA,Cagliari,Serie A,19/20,1585.66,20.0,21,DF,DefensiveWideProgressor,1908,22,81.82,18.18,Left,2.09,0.06,4.69,1.96,0.22,,,13500000.0,12735713.0,,luca pellegrini,luca,pellegrini,l
Diego Godin,URU,Atletico Madrid,La Liga,18/19,1874.54,32.0,34,DF,LowBlockCentralDefender,2509,28,16.99,83.01,Right,2.09,0.03,4.74,2.31,0.17,11073034.0,9215625.0,,,,diego godin,diego,godin,d
Marco Verratti,ITA,Paris S-G,Ligue 1,18/19,1824.47,25.0,28,MF,AttackingCentralProgressor,1879,23,6.6,93.4,Right,2.09,0.08,5.23,2.49,0.25,8114495.0,5551465.0,60000000.0,,,marco verratti,marco,verratti,m
Massimo Gobbi,ITA,Chievo,Serie A,17/18,1557.81,36.0,40,DF,DefensiveWideProgressor,2048,23,67.51,32.49,Left,2.09,0.05,4.49,1.76,0.2,,,,,,massimo gobbi,massimo,gobbi,m
Houssem Aouar,FRA,Lyon,Ligue 1,19/20,1694.29,21.0,22,MF,Dribbler,1956,23,9.65,90.35,Right,2.09,0.0,5.15,2.15,0.24,1577661.0,1137726.0,49500000.0,38658033.0,,houssem aouar,houssem,aouar,h
Patrick van Aanholt,NED,Crystal Palace,Premier League,17/18,1689.04,26.0,30,DF,DefensiveWideProgressor,2184,25,80.38,19.62,Left,2.09,0.05,5.03,2.3,0.21,,,9500000.0,,,patrick van aanholt,patrick,aanholt,p
Gabriel Jesus,BRA,Manchester City,Premier League,18/19,2037.31,21.0,23,FW,Finisher,1036,8,16.62,83.38,Right,2.09,0.19,5.04,1.64,0.44,6174464.0,5389145.0,56000000.0,,,gabriel jesus,gabriel,jesus,g
Luuk de Jong,NED,Sevilla,La Liga,19/20,1827.37,28.0,30,FW,Finisher,2059,24,29.49,70.51,Right,2.09,0.0,5.64,2.23,0.25,,,12000000.0,24871767.0,,luuk de jong,luuk,jong,l
Leonardo Bonucci,ITA,Juventus,Serie A,18/19,1867.7,31.0,33,DF,PossessionOrientedCentralDefender,2472,27,14.13,85.87,Right,2.09,0.02,4.85,2.06,0.18,11518624.0,8981861.0,18000000.0,,,leonardo bonucci,leonardo,bonucci,l
Kevin Stoger,AUT,Dusseldorf,Bundesliga,18/19,1604.14,24.0,27,MF,AttackingCentralProgressor,2118,24,82.03,17.97,Left,2.09,0.06,5.23,2.48,0.22,563208.0,1558264.0,,,,kevin stoger,kevin,stoger,k
Aaron Cresswell,ENG,West Ham,Premier League,19/20,1689.95,29.0,31,DF,DefensiveWideProgressor,2727,31,93.68,6.32,Left,2.09,0.0,5.03,2.29,0.17,3430258.0,3655361.0,6500000.0,6516927.0,,aaron cresswell,aaron,cresswell,a
Arkadiusz Milik,POL,Napoli,Serie A,19/20,1757.0,25.0,26,FW,Finisher,1747,19,87.17,12.83,Left,2.08,0.05,5.64,2.23,0.29,5236252.0,3508665.0,32000000.0,26779417.0,,arkadiusz milik,arkadiusz,milik,a
Giacomo Bonaventura,ITA,Milan,Serie A,17/18,1720.63,27.0,31,MF,AttackingCentralProgressor,2541,30,16.67,83.33,Right,2.08,0.02,5.23,2.48,0.19,,,7000000.0,,,giacomo bonaventura,giacomo,bonaventura,g
Leo Dubois,FRA,Lyon,Ligue 1,18/19,1726.96,23.0,26,DF,OffensiveWideProgressor,2044,21,15.71,84.29,Right,2.08,0.04,4.83,1.66,0.21,1352604.0,1104711.0,12000000.0,,,leo dubois,leo,dubois,l
Etienne Capoue,FRA,Watford,Premier League,18/19,1685.23,30.0,32,MF,DefensiveCentralProgressor,2944,33,17.87,82.13,Right,2.08,0.0,4.11,2.13,0.13,2744206.0,3305222.0,5200000.0,,,etienne capoue,etienne,capoue,e
Federico Santander,PAR,Bologna,Serie A,18/19,1572.21,27.0,29,FW,Finisher,2065,23,12.92,87.08,Right,2.07,0.0,5.62,2.22,0.25,2094501.0,3567545.0,3500000.0,,,federico santander,federico,santander,f
Dwight McNeil,ENG,Burnley,Premier League,18/19,1681.7,18.0,21,"MF,FW",Playmaker,1591,19,95.23,4.77,Left,2.07,-0.01,3.18,-0.51,0.18,34303.0,1038355.0,25000000.0,,,dwight mcneil,dwight,mcneil,d
Douglas Luiz,BRA,Aston Villa,Premier League,19/20,1622.7,21.0,22,MF,DefensiveCentralProgressor,2612,28,11.16,88.84,Right,2.07,0.02,4.02,2.04,0.14,,,22000000.0,19197137.0,,douglas luiz,douglas,luiz,d
Fabian Schar,SUI,La Coruna,La Liga,17/18,,25.0,29,DF,LowBlockCentralDefender,2219,25,13.33,86.67,Right,2.07,0.05,4.55,2.12,0.18,,,,,,fabian schar,fabian,schar,f
