Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total
89,13,upib1k4jf41nogwoduyqpw4p,202589,882,27,Right Back,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,1,1,2,2,0,3,0,3,0,2,0,0,0,0,1,0,1,0,1,0,1,0,2,2,75,34,360,111,140,0.58,1,1,1.33,1,2,0,7,7,34,8,3,58,12,0,0,635,71,8,22,13,60,81.1%,15,7,40,6,3,6,1,3,3,0,2,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,8,18,222,159,254,39,38.6%,69.7%,137,69,45,105,82,173,2,17.0,7,43.5%,23,0.00,17,2,1,0,23,23,51.8%,38,20,2,0.33,0.26,0.58,6,2,0.07,8
90,10,cfx0kdkw50a9417og40fqqled,160292,802,29,Left Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,50,32,526,342,102,0.45,0,0,0.69,1,1,1,3,4,1,0,0,36,1,0,0,628,31,5,4,15,66,69.2%,40,20,40,4,4,1,0,1,2,0,2,0,0,2,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,9,403,216,5,42.8%,84.4%,169,3,272,4,323,199,0,21.4,4,57.5%,40,0.00,0,0,1,0,0,0,71.1%,58,8,0,0.00,0.45,0.45,4,10,0.15,3
91,20,6re26cen7xbrynezb3rerst05,112657,1260,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),8,5,2,11,10,1,6,0,7,1,2,0,0,0,0,6,0,6,0,0,1,1,5,2,15,81,13,387,91,202,5.96,6,3,3.42,9,6,3,19,22,38,9,4,57,17,1,1,621,85,10,8,9,31,56.3%,4,1,68,6,2,2,1,1,13,7,6,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,26,291,47,283,77,24.3%,75.7%,164,108,21,155,28,204,4,14.5,14,30.8%,26,0.00,12,4,9,6,18,21,61.7%,8,18,5,4.64,1.33,5.96,19,1,0.25,24
92,20,awlwtcxwgucwrkpb5lmsqlzsa,481761,1180,26,Centre Attacking Midfielder,Kodai,Iida,K. Iida,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,8,0,6,4,2,3,5,5,3,2,0,0,2,0,0,1,1,0,0,0,1,0,5,6,72,17,361,90,182,1.48,1,2,1.38,2,1,6,13,19,43,1,0,73,21,0,0,606,65,5,8,7,21,65.0%,1,1,56,6,0,7,15,8,12,8,4,0,0,0,0,0,15,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,10,18,270,54,282,25,31.9%,75.3%,157,93,22,131,30,200,0,15.5,7,23.5%,17,0.00,19,0,2,0,20,29,55.7%,7,11,3,1.27,0.21,1.48,17,0,0.08,19
93,24,1lg1214de42tia4tcv7rk3z6d,103949,1467,28,Centre Attacking Midfielder,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,8,3,12,11,1,6,3,18,5,3,0,0,0,0,7,0,2,2,8,3,1,4,5,14,69,16,353,103,165,6.65,7,1,2.83,12,4,1,16,17,8,1,0,94,2,1,1,596,102,15,14,13,51,60.4%,9,8,57,13,0,18,10,7,24,3,5,0,0,0,0,0,14,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,17,253,72,271,67,26.3%,75.9%,148,92,28,123,34,196,0,14.4,19,41.4%,58,0.00,17,0,12,7,21,21,57.0%,20,24,7,2.70,3.95,6.65,16,2,0.17,39
94,18,999aky7w22iv11ny6d6w57g4q,481765,1489,24,Goalkeeper,Christian,Oxner,C. Oxner,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,37,397,176,52,0.00,0,0,0.05,0,0,0,1,1,0,0,0,10,0,0,0,595,5,0,0,1,8,0.0%,7,1,9,0,2,0,0,2,0,0,6,15,0,1,3,10,16,14,2,0,43,0,1,14,21,4,0,38,30,13,10,18,1,12,9,0,0,2,28,0,0,0,595,0,0,69.8%,57.4%,0,0,228,0,397,0,0,36.3,1,81.8%,11,17.84,0,0,0,0,0,0,41.2%,8,0,0,0.00,0.00,0.00,1,0,-,0
95,11,b84lif9t7gwlw9ou9izawvumt,40345,834,33,Right Centre Back,David Edward,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,2,2,0,0,0,4,1,1,0,0,1,0,1,0,1,1,1,1,0,0,2,2,57,24,501,284,136,0.99,1,0,0.00,1,0,0,0,0,1,0,0,29,1,0,0,594,16,6,6,8,56,75.0%,36,16,39,0,0,5,0,3,0,1,6,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,20,316,258,8,46.7%,83.8%,207,9,204,10,249,242,0,21.3,4,65.0%,20,0.00,8,0,1,1,2,2,69.2%,48,8,0,0.66,0.33,0.99,0,5,0.17,6
96,18,6r8emgp7oeom6yyibdb4g77c9,227780,998,23,Right Attacking Midfielder,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,7,2,8,8,0,2,3,7,2,5,1,0,0,0,2,0,2,0,0,0,0,2,5,10,60,7,363,81,215,4.98,2,2,1.58,8,2,1,9,10,25,4,1,63,12,2,2,591,90,10,14,3,28,51.1%,1,0,84,5,3,7,7,2,18,0,3,0,0,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,35,301,58,232,42,27.3%,81.5%,132,136,28,173,31,159,0,15.1,23,0.0%,5,0.00,15,0,8,2,13,15,63.6%,10,12,6,3.51,1.47,4.19,8,0,0.25,20
97,15,8v158n3stjodma3bjlj4yg639,124576,969,30,Right Back,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,4,0,1,0,1,2,1,8,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,65,27,374,152,130,0.76,0,0,0.19,0,0,2,2,4,6,1,1,80,6,0,0,578,29,9,15,14,64,80.0%,26,16,48,7,2,3,2,10,8,0,2,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,104,218,256,18,44.7%,75.4%,158,33,91,45,123,206,0,19.8,6,71.1%,45,0.00,20,0,0,0,15,15,61.7%,47,16,1,0.26,0.50,0.76,4,7,0.06,12
98,24,51xzvj638qanadr36lysjapxx,215622,1422,27,Centre Forward,Simon,Karlsson Adjei,S. Karlsson Adjei,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),10,8,2,16,14,2,9,4,24,8,12,0,0,0,0,6,1,7,0,8,1,2,5,10,21,81,11,341,92,157,7.61,7,2,1.49,10,1,2,19,21,17,3,1,84,8,0,0,575,126,5,10,2,23,68.2%,6,5,29,8,1,9,8,0,10,10,3,0,0,0,0,0,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,35,276,28,271,76,20.2%,73.0%,151,88,10,122,16,203,0,13.1,7,41.7%,103,0.00,15,0,10,5,4,4,39.1%,8,10,5,6.66,0.95,7.61,19,1,0.14,53
99,12,3ucemntfw84vk7op9z7wnf36d,428321,1080,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,42,411,232,32,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,568,0,0,0,1,12,-,11,1,17,0,0,0,0,0,0,0,1,4,0,0,6,6,24,22,2,0,59,4,3,27,26,4,0,51,32,27,11,18,2,17,14,0,0,0,43,0,0,0,565,3,0,54.3%,64.2%,0,0,264,0,408,3,0,34.6,0,100.0%,1,24.84,0,0,0,0,0,0,39.0%,12,0,0,0.00,0.00,0.00,0,0,-,0
100,14,daf9pfrmp5w42wpwejb3lzkr9,246192,952,29,Right Back,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,32,310,120,114,0.08,0,1,0.77,0,0,7,9,16,9,0,0,48,0,0,0,554,55,8,21,8,42,78.4%,3,1,50,2,5,9,2,6,4,0,3,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,9,167,164,223,8,40.0%,75.5%,124,46,64,54,93,163,0,20.4,8,28.0%,25,0.00,24,0,0,0,19,30,55.6%,27,12,3,0.08,0.00,0.08,15,0,0.04,2
101,25,c0bz7h3es1ym0n5he0l4ntzop,172568,1397,24,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,10,2,13,11,2,8,5,16,4,6,0,0,0,0,3,1,3,1,6,1,1,2,6,16,65,9,299,76,149,7.07,4,1,3.13,9,6,3,14,17,33,2,1,67,13,0,0,542,124,11,15,2,32,59.1%,4,2,58,16,1,17,5,0,2,5,9,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,22,293,32,217,69,21.4%,75.3%,128,84,13,127,16,156,0,13.0,18,34.4%,61,0.00,16,0,9,1,22,22,57.8%,11,12,9,4.86,2.21,7.07,16,0,0.17,42
102,11,5pxg9qijp78vbve2b5eprf4r9,151951,931,29,Centre Forward,Emery,Welshman,E. Welshman,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,9,8,1,9,2,10,0,8,1,1,0,0,3,0,2,0,1,1,1,2,3,14,60,16,272,48,148,5.00,3,2,2.03,7,3,0,15,15,48,9,4,59,23,2,2,498,88,7,10,3,26,70.8%,6,6,39,7,1,6,2,1,10,1,3,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18,29,266,33,199,74,25.0%,72.1%,89,98,9,130,15,127,1,13.2,7,19.4%,31,0.00,14,1,7,3,8,8,51.5%,11,11,4,3.38,1.63,4.22,13,2,0.17,30
103,22,bpxxztlpukizv1d2a5506ilbe,481568,1073,22,Centre Forward,Marcel Dominik,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),8,10,1,11,10,1,4,5,10,3,7,0,0,0,0,1,0,1,1,1,2,0,0,6,12,50,7,289,66,166,5.01,1,3,2.87,8,5,1,12,13,22,4,4,61,12,0,0,495,91,3,10,4,21,68.4%,4,2,51,7,3,5,13,1,9,7,5,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,30,275,28,192,58,15.6%,80.3%,111,113,8,143,11,135,0,13.6,6,28.3%,46,0.00,14,0,8,1,6,6,55.6%,9,9,3,4.59,0.41,5.01,10,0,0.17,30
104,12,79dpxdtu8zy41lbpwufltrh7t,212532,1080,22,Goalkeeper,Mathias,Janssens,M. Janssens,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,45,360,162,44,0.00,0,0,0.00,0,0,0,0,0,0,0,0,9,0,0,0,487,1,0,1,0,7,50.0%,6,0,19,0,0,0,0,5,0,0,4,3,1,0,3,0,22,21,1,0,43,1,3,14,24,5,0,37,29,14,11,15,4,12,3,0,0,2,39,0,0,0,486,1,0,67.8%,57.2%,0,0,206,0,359,1,0,38.2,1,100.0%,4,23.03,0,0,0,0,0,0,40.2%,7,0,0,0.00,0.00,0.00,0,0,-,0
105,10,9qv5q55mylztwd5k1wp5z5bvu,482883,744,29,Left Centre Back,Ryan,McCurdy,R. McCurdy,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,379,235,61,0.00,0,0,0.00,0,0,0,0,0,4,0,0,42,1,0,0,483,17,5,8,13,64,92.9%,35,8,47,0,5,1,0,2,1,0,2,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,2,0,4,316,163,0,45.1%,78.1%,104,3,189,3,230,146,0,20.9,1,73.5%,34,0.00,0,0,0,0,1,1,59.1%,55,9,0,0.00,0.00,0.00,0,13,-,0
106,11,a5l5lmn7lf8wg3lp05d5sdsdl,243770,945,27,Right Centre Back,Justin,Springer,J. Springer,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,21,337,193,65,0.05,0,0,0.03,0,0,1,0,1,2,0,0,51,1,0,0,479,21,7,13,10,79,90.9%,47,20,36,0,1,2,1,7,1,1,1,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2,0,12,318,149,6,49.6%,76.6%,93,4,161,7,205,125,0,23.6,2,57.9%,38,0.00,0,0,0,0,0,0,60.5%,73,6,0,0.00,0.05,0.05,1,4,0.05,1
107,8,20o0wuwg7mm8ynf0msec3a06i,481560,609,29,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,23,255,92,86,0.05,0,0,0.42,0,1,0,4,4,12,0,0,52,6,0,0,478,39,7,13,15,48,80.0%,10,6,32,3,4,6,0,6,8,0,2,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,5,113,138,227,2,44.3%,69.8%,105,35,38,48,65,142,0,19.7,5,50.0%,24,0.00,17,0,0,0,19,19,50.4%,35,12,1,0.05,0.00,0.05,4,0,0.05,1
108,21,9wsm9vzab3uywb8rox5go6jxm,484332,1167,22,Centre Forward,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,10,3,20,18,2,3,1,14,5,6,0,0,2,0,10,0,4,3,3,5,5,2,22,4,56,8,249,52,133,8.45,10,2,1.29,13,2,2,9,11,47,5,3,69,18,0,0,476,119,3,2,1,12,35.7%,6,5,43,5,0,6,5,1,6,2,3,0,0,0,0,0,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,14,30,270,30,176,64,23.7%,74.3%,99,80,6,116,13,120,0,12.0,9,41.9%,86,0.00,12,0,13,6,6,6,49.2%,8,3,1,4.31,4.14,8.45,9,2,0.22,38
109,18,32fe58rlsvv1h3qthbhol08yy,481846,1112,26,Centre Forward,Anthony Joseph,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),10,4,3,13,11,2,4,2,5,1,3,0,0,0,0,6,0,6,0,2,0,3,3,7,9,73,11,247,46,117,3.51,6,3,2.61,7,5,2,12,14,34,7,2,61,12,0,0,456,127,3,7,1,20,76.9%,9,5,28,6,0,5,3,1,15,2,6,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,35,253,21,182,58,17.0%,66.0%,85,74,4,121,7,119,1,11.6,3,25.6%,86,0.00,15,1,7,3,3,3,38.1%,9,4,7,2.12,1.40,3.51,11,2,0.15,24
110,10,ewbf6v0sbw5mtcdt7zs2vq5ed,222983,533,27,Central Midfielder,Mauro,Eustaquio,M. Eustaquio,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,59,27,361,161,114,0.09,0,0,0.34,0,1,1,1,2,5,0,0,43,2,0,0,454,50,5,11,11,38,55.2%,9,5,41,1,6,9,0,2,9,0,2,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,7,45,121,288,0,36.0%,76.2%,187,18,70,25,89,247,0,21.4,13,53.6%,28,0.00,26,0,0,0,4,6,53.1%,18,14,6,0.07,0.03,0.09,2,1,0.03,3
111,15,2sc081mofdwjhdhyggnz78b9,113755,1014,34,Centre Forward,Luis Alberto,Perea,L. Perea,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,3,2,11,7,4,2,1,4,0,3,2,2,0,0,3,0,1,0,0,1,0,3,5,9,63,12,302,82,145,3.42,3,1,0.87,5,1,1,11,12,15,1,0,41,9,0,0,441,58,4,6,2,13,58.8%,1,0,36,7,1,3,3,0,9,4,2,0,0,0,0,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,22,202,24,215,33,24.8%,75.2%,130,83,14,121,16,165,0,13.4,7,41.7%,24,0.00,17,0,5,3,4,4,62.7%,3,5,5,1.72,1.71,1.85,11,0,0.19,18
112,8,7qctsydagkbx65ctb9wlw9n1l,247683,596,22,Central Midfielder,David,Norman Jr.,D. Norman,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,17,292,129,105,0.55,0,0,0.15,1,0,0,4,4,6,0,0,42,3,2,1,402,44,9,9,8,35,85.7%,9,6,35,2,2,4,1,2,11,0,2,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,11,57,110,235,4,34.6%,80.1%,141,28,65,34,77,181,0,17.7,3,27.6%,29,0.00,28,0,1,0,1,4,61.4%,19,15,1,0.10,0.46,0.55,4,3,0.09,6
113,17,4vhdwaliha28vptlj0onscfe1,243854,841,25,Right Attacking Midfielder,Zachary,Sukunda,Z. Sukunda,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,7,0,2,1,1,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,41,17,253,85,110,0.27,0,0,0.28,0,0,0,6,6,12,0,0,31,9,0,0,400,47,2,7,7,27,60.0%,11,6,39,3,1,5,1,0,9,1,3,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,20,126,69,205,9,29.6%,77.1%,110,60,25,76,39,138,0,15.7,6,33.3%,15,0.00,22,0,0,0,11,11,58.7%,18,8,1,0.27,0.00,0.27,6,0,0.04,7
114,12,cqn9qstqvg761dhxrbjtmrg7p,35117,1028,36,Goalkeeper,Jan-Michael,Williams,J. Williams,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,268,150,30,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,396,3,0,0,0,4,0.0%,4,1,23,0,1,0,0,2,0,0,2,5,1,0,5,4,19,15,4,0,40,1,2,17,18,5,0,34,27,13,4,17,5,9,8,0,1,1,17,0,0,0,395,1,0,57.1%,67.2%,0,0,180,0,267,1,0,33.4,2,100.0%,4,10.91,0,0,0,0,0,0,45.8%,4,0,0,0.00,0.00,0.00,0,0,-,0
115,18,4h7ptfwq1idssbzie9oyx60ru,481749,627,22,Central Midfielder,Emilio,Estevez Tsai,Tsai Li-Ching,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,13,0,5,4,1,1,2,3,1,2,0,0,0,0,1,0,1,0,0,0,1,0,4,4,36,11,215,62,106,1.03,1,1,0.33,1,0,0,6,6,38,1,0,46,13,1,1,393,67,0,8,4,13,61.5%,1,1,46,7,0,5,7,4,13,1,2,0,0,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,4,22,170,50,173,23,28.8%,78.1%,86,63,19,87,27,101,0,14.4,5,11.1%,9,0.00,16,0,1,0,8,9,61.3%,3,6,4,1.03,0.00,1.03,5,0,0.09,11
116,8,7y21qqftugy5rfncz7atrue7e,484561,678,25,Left Centre Back,Duran,Lee,D. Lee,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,274,160,52,0.05,0,0,0.23,0,1,0,1,1,6,0,0,40,4,0,0,385,30,4,24,9,60,96.6%,21,11,50,0,8,10,0,3,1,0,1,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,13,260,112,2,48.5%,77.4%,73,2,137,5,177,92,0,20.4,1,33.3%,12,0.00,0,0,0,0,3,3,60.9%,54,6,0,0.00,0.05,0.05,1,4,0.05,1
117,19,zrowi3rzq9fndgtn1qozene1,421828,652,20,Centre Forward,José,Hernández,J. Hernández,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,13,0,7,5,2,6,2,4,1,3,0,0,0,0,1,0,1,1,2,3,0,0,1,5,33,10,192,53,96,1.84,1,2,1.39,2,2,0,6,6,25,6,1,62,9,0,0,382,98,5,17,5,32,57.9%,4,3,39,10,5,9,5,6,8,6,2,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,25,172,64,146,30,21.4%,77.6%,70,62,17,78,25,89,0,12.9,16,31.6%,38,0.00,15,0,2,0,3,4,53.7%,15,12,5,1.79,0.05,1.84,4,0,0.10,19
118,8,92cutl9629yad2jm1srr6rzzd,421830,720,20,Left Centre Back,Yohan,Le Bourhis,Y. Le Bourhis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,48,37,250,116,49,0.30,0,0,0.00,1,0,0,0,0,1,0,0,29,1,0,0,361,32,3,9,5,60,80.0%,41,20,30,0,4,5,0,1,1,0,2,0,1,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,7,223,131,3,52.8%,66.0%,73,1,91,3,137,110,0,22.5,3,45.2%,31,0.00,0,0,1,0,0,0,55.3%,56,3,1,0.00,0.30,0.30,0,3,0.15,2
119,15,4bc5n4bry6a5wswiwzq8d9oq2,481569,541,24,Left Attacking Midfielder,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,10,0,7,4,3,0,2,3,2,1,0,0,0,0,3,0,3,0,0,0,0,3,2,8,35,11,183,37,100,0.71,3,1,1.32,0,2,0,4,4,32,2,2,45,14,1,0,358,66,5,12,3,24,60.7%,2,0,44,7,2,3,5,0,6,2,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,21,192,36,130,26,27.3%,74.9%,53,75,9,91,16,76,0,14.6,11,27.3%,11,0.00,17,0,0,0,14,14,50.0%,11,12,1,0.66,0.05,0.71,3,0,0.06,12
