Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
119,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,5,5,0,2,0,6,2,1,0,0,1,0,1,0,0,0,2,0,0,1,2,7,51,31,360,191,87,1.42,1,1,1.26,2,2,4,7,11,21,1,0,60,14,0,0,589,45,6,16,10,62,73.3%,29,14,51,5,6,6,1,5,9,3,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,3,0,6,90,271,228,20,37.8%,77.2%,126,21,131,33,163,164,1,19.7,8,47.4%,19,1.74,15,1,2,1,10,19,56.6%,50,11,1,0.58,0.84,1.42,10,7,0.11,13,HFX vs YRK,2019-05-29,4qj49w97y7akocf4ixxx38r56,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052392,HFX vs YRK (2019-05-29)
122,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,2,0,7,5,1,0,0,1,0,0,0,0,0,1,2,0,0,7,3,65,19,394,175,135,0.98,0,0,0.79,1,1,4,6,10,24,1,0,63,12,0,0,588,58,6,15,10,36,80.8%,4,3,62,5,1,5,3,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,146,210,232,17,40.9%,78.7%,137,47,126,66,154,174,0,20.8,5,53.8%,39,0.02,22,0,1,0,8,16,59.0%,20,13,3,0.31,0.68,0.98,10,0,0.07,15,HFX vs EDM,2019-09-02,5bq4jk75i9rlsdkao5607vo16,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052445,HFX vs EDM (2019-09-02)
123,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,3,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,71,26,421,172,152,0.56,0,0,0.49,0,0,2,7,9,21,1,0,50,15,0,0,584,62,3,8,6,23,37.9%,6,2,60,4,1,5,2,4,6,4,0,0,0,0,0,0,4,4,0,0,5,0,0,1,1,1,0,4,3,2,2,2,0,3,1,0,0,2,4,4,11,124,185,275,19,38.0%,77.0%,178,42,104,64,139,218,0,18.7,18,39.4%,33,3.28,21,0,0,0,7,12,62.5%,13,9,1,0.44,0.12,0.56,9,5,0.05,11,VAL vs YRK,2019-10-17,5ncl09fzjg81svtrbszlddpbe,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052468,VAL vs YRK (2019-10-17)
124,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,3,0,1,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,4,67,20,406,191,128,1.37,0,0,1.21,3,3,1,6,7,13,1,0,48,7,1,1,583,45,3,10,15,41,72.2%,11,5,57,4,4,6,3,3,10,0,0,1,0,0,1,0,2,2,0,0,2,0,1,0,0,1,0,1,2,0,0,1,0,0,2,0,0,1,2,0,15,84,192,307,14,40.9%,78.6%,180,33,106,39,133,234,0,18.4,5,63.2%,19,1.74,18,0,3,0,5,9,57.2%,26,13,2,0.79,0.58,1.37,7,1,0.14,10,VAL vs HFX,2019-08-29,5baupxq5dl73qe6ul59gyjucq,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052443,VAL vs HFX (2019-08-29)
125,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,3,0,8,2,2,0,0,0,0,1,0,1,0,4,0,0,1,2,4,41,29,407,203,134,2.17,1,1,2.13,5,5,4,8,13,9,0,0,49,4,1,1,582,38,4,6,9,40,83.3%,17,12,49,1,4,10,1,6,11,3,0,0,0,0,0,1,1,1,0,0,5,0,0,2,2,0,0,5,2,3,0,3,0,0,3,0,0,1,2,4,11,131,222,229,16,34.4%,82.8%,153,65,119,77,155,175,0,19.3,2,70.4%,27,1.78,18,0,5,1,8,14,62.1%,31,7,2,1.03,1.14,2.17,12,2,0.17,13,VAL vs CAV,2019-07-27,530lm3c4uulydfwbm4xgjk3my,15378,41ewt71n8fqwy6trsqta1bjvu:1052423,VAL vs CAV (2019-07-27)
126,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,4,4,0,0,2,4,2,2,0,0,0,0,1,0,1,0,1,0,0,1,2,5,79,29,355,137,110,1.00,1,0,0.40,1,0,0,8,8,27,1,1,71,10,0,0,581,71,20,16,11,62,78.3%,15,4,60,5,5,10,1,5,7,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,2,2,0,1,0,0,1,0,1,0,1,1,6,12,149,202,230,17,47.3%,69.6%,107,46,94,60,134,161,0,20.0,10,46.4%,28,0.59,18,0,1,1,11,16,49.4%,37,15,10,1.00,0.00,1.00,8,1,0.10,10,FOR vs CAV,2019-10-16,5n3wpjv5f0ccbrfa73tl80qju,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052467,FOR vs CAV (2019-10-16)
126,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,1,4,4,1,3,0,0,0,0,1,0,1,0,1,0,1,0,3,3,78,15,389,172,124,0.75,1,0,0.63,0,0,0,8,8,10,1,1,56,6,0,0,581,57,7,14,10,58,80.8%,25,12,56,2,4,13,1,4,6,1,1,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,2,12,111,223,247,14,41.6%,76.1%,175,22,99,42,143,204,0,21.3,5,50.0%,40,0.83,18,0,0,0,9,13,51.9%,44,9,5,0.73,0.02,0.75,8,4,0.06,12,PAC vs EDM,2019-09-14,5dn16vvqaa96vbba40es3uq22,6925,b3436h8h14zw7f1uv6w9vqf6y:1052451,PAC vs EDM (2019-09-14)
128,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,1,1,6,3,3,0,0,1,0,1,0,1,0,0,0,1,0,6,5,56,23,347,128,140,1.02,1,1,0.91,1,1,1,10,11,19,1,0,55,8,1,1,578,54,15,9,10,62,80.0%,25,14,63,5,1,8,2,4,8,5,1,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,0,2,0,8,21,142,180,256,20,40.9%,77.2%,146,49,73,61,98,188,1,19.3,6,62.5%,16,0.27,19,1,1,0,5,9,61.3%,44,16,2,0.97,0.04,1.02,10,1,0.08,13,FOR vs CAV,2019-08-25,5a9bdy2gwxymhiu0vyvisb88a,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052440,FOR vs CAV (2019-08-25)
128,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,3,2,2,3,7,4,2,0,0,0,0,2,0,1,0,1,0,0,2,4,7,67,41,335,117,110,1.64,2,0,0.76,3,1,2,8,10,21,0,0,68,12,0,0,578,48,10,14,17,70,85.7%,26,7,73,8,1,8,4,6,5,2,0,0,0,0,1,0,1,1,0,0,3,0,0,1,1,0,0,3,3,0,0,2,1,0,1,0,0,5,2,2,14,144,213,221,11,49.9%,67.8%,118,39,70,59,124,152,0,19.1,4,68.0%,25,0.80,22,0,3,2,13,21,53.9%,50,18,2,0.92,0.72,1.64,10,3,0.10,17,HFX vs FOR,2019-05-04,4jopa68wp2k7cntkj4s506hka,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052378,HFX vs FOR (2019-05-04)
128,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,2,1,13,8,3,1,1,1,0,2,0,0,0,2,0,1,1,7,9,63,21,392,157,151,2.15,2,0,0.52,2,0,2,10,12,20,3,1,56,9,1,0,578,51,5,12,9,42,51.5%,16,4,50,5,1,5,4,4,9,1,0,0,0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,3,4,8,158,173,247,27,34.4%,78.6%,158,59,91,79,114,199,0,21.0,16,56.5%,23,1.84,20,0,2,2,13,18,56.3%,28,13,1,0.66,1.49,1.37,12,4,0.10,21,VAL vs PAC,2019-08-01,54mahj8dskbuvxhxkg9wqcv3e,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052426,VAL vs PAC (2019-08-01)
131,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,52,27,391,193,119,0.45,0,0,0.38,0,0,0,9,9,27,1,1,55,21,0,0,576,46,5,12,7,37,68.0%,12,6,56,4,4,8,1,5,3,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,2,14,116,212,248,21,39.1%,79.8%,149,48,115,64,139,188,1,17.1,8,72.7%,11,1.06,24,1,0,0,4,8,64.7%,27,8,2,0.40,0.05,0.45,9,0,0.04,11,HFX vs CAV,2019-08-10,56cafkdiwsx3musxydvg9ydm2,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052431,HFX vs CAV (2019-08-10)
131,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,1,1,7,4,0,1,1,0,0,1,0,0,0,1,0,0,1,2,8,91,25,381,134,131,1.29,1,0,0.41,1,0,3,6,9,10,0,0,42,5,0,0,576,49,3,9,11,38,66.7%,14,5,62,2,2,6,2,4,5,3,0,1,0,0,0,0,1,1,0,1,3,0,0,0,2,1,0,2,3,0,3,0,0,0,1,0,0,2,2,4,16,102,172,302,15,45.1%,69.6%,168,20,77,46,109,226,0,19.6,6,51.7%,29,1.27,25,0,1,1,5,11,54.7%,23,13,2,0.29,1.00,0.50,9,5,0.10,13,HFX vs PAC,2019-10-09,5m1xy5ksfqgdrzx3gtiaqka5m,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052466,HFX vs PAC (2019-10-09)
133,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,2,4,3,1,3,3,0,1,1,1,0,2,1,1,0,0,0,1,2,4,5,54,33,402,166,149,1.36,3,2,0.47,1,0,1,8,9,17,1,1,53,10,0,0,575,58,3,13,10,48,57.1%,21,8,48,1,2,9,5,2,7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,11,131,197,247,15,39.3%,78.4%,164,55,96,68,139,195,0,18.4,12,45.5%,33,1.12,27,0,1,1,5,8,62.7%,34,11,3,0.35,1.01,0.57,7,0,0.10,13,VAL vs EDM,2019-08-20,592lweqfjtzxi567zh14vv6ne,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052438,VAL vs EDM (2019-08-20)
134,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,3,3,8,3,5,0,0,0,0,1,0,1,0,0,1,0,1,6,7,67,13,395,178,137,2.31,1,1,1.81,2,2,0,14,14,17,1,0,51,9,0,0,574,58,3,9,7,28,52.2%,8,3,38,2,3,4,2,5,11,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,2,0,2,0,1,0,1,0,0,0,2,2,4,17,157,204,213,20,36.2%,79.7%,136,73,106,89,142,164,0,22.6,11,41.4%,29,1.86,16,0,2,1,11,14,59.4%,18,8,2,2.17,0.14,2.31,13,3,0.12,20,PAC vs VAL,2019-08-24,59rvi4n7b87w3y0wrthvblqwa,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052439,PAC vs VAL (2019-08-24)
135,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,2,2,0,0,2,3,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,4,62,34,318,128,94,0.39,1,1,0.29,0,0,1,3,4,33,2,2,84,22,0,0,571,77,9,19,14,67,68.3%,22,13,73,6,3,6,4,5,7,1,0,0,1,0,0,0,2,2,0,0,5,0,0,3,2,0,0,5,4,1,1,1,0,2,1,0,0,3,3,10,22,102,225,244,12,50.0%,69.8%,108,30,84,36,124,158,0,17.9,13,45.2%,42,1.81,18,0,0,0,11,17,52.2%,49,16,2,0.17,0.22,0.39,3,0,0.06,7,HFX vs CAV,2019-06-19,4tfd4it6sv7n7x6cvlq4xoewa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052399,HFX vs CAV (2019-06-19)
136,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,1,3,1,0,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,6,58,24,362,177,103,0.51,0,0,0.37,0,0,4,3,7,18,0,0,56,9,0,0,568,47,9,18,11,62,73.0%,23,12,50,3,2,7,1,3,8,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2,10,12,100,227,241,8,36.5%,77.3%,143,28,109,43,139,180,0,17.2,10,45.0%,20,1.42,26,0,0,0,7,11,56.1%,49,10,3,0.15,0.36,0.51,7,3,0.05,10,CAV vs HFX,2019-05-25,4plypjjzuotlfysr9ym3f8woa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052390,CAV vs HFX (2019-05-25)
136,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,0,3,4,2,2,1,1,1,0,1,1,1,0,0,0,0,2,4,4,51,36,359,170,102,1.68,2,1,0.51,3,1,0,8,8,26,4,0,62,14,0,0,568,61,6,13,11,41,61.3%,11,7,67,2,2,10,3,3,8,1,0,1,0,0,0,3,1,1,0,1,2,0,0,2,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,4,15,118,242,208,18,44.0%,75.8%,122,32,118,41,165,153,0,18.5,12,53.6%,28,0.42,23,0,3,2,12,16,57.6%,33,5,3,0.85,0.83,0.89,7,3,0.15,11,HFX vs PAC,2019-06-01,4r43ebcbfop9iq513hqre6gdm,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052394,HFX vs PAC (2019-06-01)
138,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,4,2,7,4,3,0,0,2,0,0,0,0,0,1,0,0,0,2,5,78,23,345,120,124,1.06,0,0,0.89,1,1,0,10,10,9,0,0,49,6,0,0,567,52,6,10,15,54,55.2%,23,11,50,2,4,3,2,5,7,0,0,0,0,0,0,0,4,3,1,0,7,0,0,4,3,0,0,7,5,2,2,1,0,2,2,0,0,1,3,2,8,130,195,242,25,41.2%,70.7%,127,45,72,62,105,178,0,21.7,13,38.2%,34,2.31,20,0,1,0,10,15,46.5%,45,6,3,0.96,0.10,1.06,10,3,0.08,14,YRK vs FOR,2019-10-12,5augx4ovgk22zt4obomrdqaui,15382,c2pdzdl3dgf5b0siidn2ay5ii:1052442,YRK vs FOR (2019-10-12)
139,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,1,1,2,1,0,0,0,0,0,2,0,0,1,1,1,0,1,1,3,62,35,345,132,116,1.79,2,1,1.00,2,1,1,5,6,18,1,0,72,9,0,0,565,52,6,22,21,76,77.8%,27,14,56,5,2,8,3,5,10,2,0,0,0,0,0,0,1,1,0,0,5,0,0,1,2,0,0,5,4,1,2,2,0,2,1,0,0,0,4,8,10,113,225,227,17,44.9%,71.9%,124,44,80,55,128,162,0,19.1,8,50.0%,34,2.85,23,0,2,2,11,17,49.0%,54,19,3,0.22,1.57,1.79,6,8,0.22,8,VAL vs EDM,2019-05-04,4l0lq4d7znz1rqsq02s2sk9re,15378,73xrv2025rnj0t3y9ayp83bec:1052380,VAL vs EDM (2019-05-04)
139,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,1,0,5,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,4,56,26,401,177,142,0.80,0,0,0.72,1,1,4,4,8,19,1,1,53,9,0,0,565,41,3,10,10,33,72.2%,10,7,43,4,3,3,3,3,6,1,1,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,3,1,2,0,1,0,1,1,0,0,2,0,8,3,143,181,241,19,33.4%,79.6%,147,60,112,80,136,185,0,19.9,5,52.5%,40,0.66,18,0,1,0,9,17,58.2%,19,13,1,0.42,0.37,0.80,8,0,0.09,9,EDM vs VAL,2019-07-18,525ziqvbqa53quwa6mielukx6,15378,73xrv2025rnj0t3y9ayp83bec:1052418,EDM vs VAL (2019-07-18)
139,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,1,5,4,1,3,1,8,5,1,0,0,0,0,1,0,0,0,2,0,0,0,5,5,66,22,355,112,155,2.17,1,1,1.91,2,2,3,11,14,24,3,2,68,12,0,0,565,64,6,13,14,55,52.8%,19,11,53,2,3,6,0,2,8,3,1,2,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,2,0,0,1,0,0,0,0,0,1,0,6,14,162,187,216,27,43.4%,75.2%,125,65,77,82,110,163,0,20.6,17,67.5%,40,0.70,21,0,2,1,8,15,62.3%,45,6,4,0.60,1.57,2.17,13,2,0.13,17,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052429,HFX vs VAL (2019-08-05)
142,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,0,0,5,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1,6,72,19,400,175,134,0.76,1,1,0.65,1,1,1,4,5,16,1,1,46,12,0,0,563,39,6,5,10,44,64.7%,21,10,45,1,3,6,3,6,5,1,0,0,0,1,0,0,3,3,0,0,5,0,0,3,3,0,0,5,1,4,1,1,0,2,0,0,0,1,3,6,8,92,185,286,10,40.3%,77.3%,178,33,98,52,125,223,0,19.4,6,39.1%,23,1.90,19,0,1,0,3,8,60.2%,27,17,0,0.35,0.41,0.76,4,3,0.10,8,EDM vs PAC,2019-10-17,5nossz36w45wbtz1zfprbibmy,6925,b3436h8h14zw7f1uv6w9vqf6y:1052469,EDM vs PAC (2019-10-17)
143,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,0,1,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,4,80,44,356,144,88,0.80,0,0,0.69,1,1,2,3,5,13,0,0,49,10,0,0,562,63,3,9,9,52,75.0%,30,13,50,3,4,13,2,3,3,1,0,0,0,0,0,0,1,1,0,0,5,1,0,1,4,0,0,4,3,2,0,4,0,1,0,0,1,2,3,4,20,79,244,239,8,47.5%,65.2%,115,28,89,37,151,168,0,21.0,4,48.8%,41,1.74,26,0,1,0,8,12,43.2%,46,6,0,0.12,0.68,0.80,5,2,0.10,8,EDM vs CAV,2019-09-12,5d39lhqhi4m6uwfvxw1ghdfu2,15381,73xrv2025rnj0t3y9ayp83bec:1052448,EDM vs CAV (2019-09-12)
144,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,9,7,2,0,1,3,3,0,1,0,1,0,3,0,3,0,0,0,0,3,3,9,65,16,373,127,165,2.05,3,2,0.83,4,2,0,7,7,22,3,1,42,10,0,0,561,60,5,10,6,32,50.0%,11,0,56,7,2,7,2,2,5,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1,1,1,0,2,2,1,1,1,0,2,0,0,0,2,3,8,20,178,163,220,26,37.0%,78.3%,125,81,86,101,111,161,2,20.1,15,69.2%,13,2.35,17,2,4,1,4,8,58.7%,19,7,6,1.22,0.83,1.26,5,4,0.16,13,VAL vs FOR,2019-08-17,57rql8kxq24o9lgw5g5zs7cdm,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052435,VAL vs FOR (2019-08-17)
144,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,4,2,2,2,2,1,1,0,0,0,0,3,0,2,1,0,2,1,0,3,2,60,23,374,138,153,1.57,3,3,1.52,2,2,1,9,10,21,2,1,63,11,0,0,561,57,8,15,4,53,71.9%,24,14,50,3,2,8,1,7,8,1,0,0,0,0,0,0,1,1,0,0,3,0,2,0,2,2,0,1,2,1,0,1,0,0,1,0,0,0,1,8,14,108,204,249,12,42.0%,77.8%,166,44,81,56,122,196,0,21.3,9,50.0%,34,1.61,17,0,2,1,7,10,61.1%,41,8,4,1.41,0.16,1.57,7,6,0.13,12,EDM vs YRK,2019-09-21,5f1r9xf57ykmnmfv1i1oqtw8a,6925,cqthcpums3aas2tdy0qhlkuwa:1052455,EDM vs YRK (2019-09-21)
146,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,57,40,389,185,107,0.25,0,0,0.10,0,0,0,3,3,18,0,0,57,8,0,0,559,53,6,10,15,40,76.2%,9,5,43,2,3,8,4,3,5,1,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,0,3,3,2,7,77,214,268,4,36.8%,75.1%,146,33,113,41,156,192,0,19.7,5,53.7%,41,2.50,25,0,0,0,5,9,52.4%,23,17,0,0.10,0.14,0.25,3,4,0.04,6,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052427,EDM vs HFX (2019-08-01)
147,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,1,2,0,0,7,2,2,0,0,0,0,0,0,0,0,3,0,0,0,3,4,59,25,386,175,127,0.66,0,0,0.58,0,0,3,6,9,12,1,0,41,5,2,0,557,53,3,6,9,37,50.0%,17,6,50,4,3,6,3,3,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,3,1,2,0,1,1,1,0,0,0,1,1,2,7,96,203,258,9,39.4%,78.2%,156,37,109,45,148,193,0,19.6,9,47.5%,40,0.80,22,0,0,0,4,11,58.6%,24,13,0,0.27,0.39,0.66,9,1,0.07,10,EDM vs VAL,2019-07-18,525ziqvbqa53quwa6mielukx6,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052418,EDM vs VAL (2019-07-18)
148,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,6,0,2,2,4,0,4,0,0,0,0,3,0,3,0,1,0,1,2,2,7,63,19,368,171,115,4.28,3,1,2.58,7,5,0,9,9,17,2,0,48,11,1,0,555,52,1,6,3,40,58.3%,22,11,35,5,5,6,2,7,5,1,1,1,0,0,0,3,0,0,0,0,3,0,0,1,3,0,0,3,1,2,1,1,0,0,0,0,0,3,2,4,9,111,237,207,30,39.9%,77.7%,131,30,125,49,157,162,1,19.0,5,47.1%,34,1.48,14,1,7,3,8,11,59.2%,34,4,2,2.05,2.24,4.28,8,6,0.31,14,EDM vs CAV,2019-06-15,4so3z44cz30hfid178rwth27e,6925,41ewt71n8fqwy6trsqta1bjvu:1052397,EDM vs CAV (2019-06-15)
149,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,2,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,78,23,331,128,102,0.41,1,0,0.08,1,0,0,2,2,16,0,0,51,8,0,0,554,52,8,17,18,67,64.1%,23,7,55,0,2,5,1,2,6,1,0,0,0,0,0,1,1,1,0,0,5,0,0,3,4,1,0,4,3,2,0,2,0,1,0,1,0,1,2,2,13,113,210,231,13,44.7%,69.5%,128,29,73,46,115,170,0,20.3,14,45.0%,20,1.90,20,0,1,1,12,14,50.7%,45,16,6,0.41,0.00,0.41,2,2,0.07,6,FOR vs YRK,2019-04-27,4ilfbdmlp4zuj7k3cene3m5wq,15377,cqthcpums3aas2tdy0qhlkuwa:1052375,FOR vs YRK (2019-04-27)
149,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,1,0,4,2,2,0,0,0,0,1,1,1,1,0,1,0,1,3,4,51,31,377,206,89,1.25,2,2,1.25,3,3,1,8,9,14,2,0,54,6,1,1,554,60,7,11,14,48,60.0%,16,11,63,3,2,13,1,7,8,3,1,0,0,1,0,0,0,0,0,0,7,0,0,4,3,0,0,7,3,4,1,2,0,1,3,0,0,2,2,10,13,53,267,234,13,35.3%,78.2%,129,19,147,24,191,162,0,20.0,12,50.0%,30,1.23,18,0,3,2,2,5,57.1%,30,18,0,0.71,0.54,1.25,7,4,0.14,9,YRK vs PAC,2019-08-17,57b8spz8wxhzbj03rcqu6cktm,15382,b3436h8h14zw7f1uv6w9vqf6y:1052434,YRK vs PAC (2019-08-17)
