Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
21,1,7v7c25arh4yqd7tz8demrxa6t,231573,90,27,Left Back,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,57,24,24,0.03,0,0,0.15,0,0,2,1,3,5,1,0,8,3,0,0,88,7,1,2,2,5,75.0%,0,0,10,0,1,3,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,28,22,38,4,29.8%,84.2%,23,11,14,15,16,26,0,15.9,1,100.0%,1,0.00,24,0,0,0,2,4,82.4%,1,3,1,0.03,0.00,0.03,3,1,0.03,1,50.0%,0.0%,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,7v7c25arh4yqd7tz8demrxa6t:2126261,VAL vs HFX (2020-09-02)
21,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,25,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,4,65,24,34,0.03,1,0,0.00,0,0,0,0,0,1,0,0,8,1,0,0,88,1,2,2,0,6,100.0%,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,18,43,0,29.2%,89.2%,35,17,6,19,10,36,0,18.6,0,66.7%,3,0.00,27,0,0,0,2,2,73.7%,5,0,1,0.03,0.00,0.03,0,0,0.03,1,0.0%,0.0%,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,7ehcrcdv82ib5fkpo3498gpgp:2126225,FOR vs EDM (2020-08-16)
21,1,c71o8hujd9joixq9ge68i4qg9,156664,90,25,Left Midfielder,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,55,33,7,0.00,0,0,0.05,0,0,0,1,1,3,0,0,4,1,0,0,88,7,0,0,0,1,-,1,1,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,20,53,1,32.7%,72.7%,27,4,9,4,13,38,0,21.6,0,25.0%,4,0.00,0,0,0,0,3,3,33.3%,1,0,0,0.00,0.00,0.00,1,0,-,0,0.0%,0.0%,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,c71o8hujd9joixq9ge68i4qg9:2126240,EDM vs CAV (2020-08-21)
21,1,3176i3h6iv1ufsp88prhhmjqi,209693,90,22,Central Midfielder,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,83,40,35,0.00,0,0,0.52,0,1,0,1,1,0,0,0,1,0,1,1,88,4,1,0,0,1,20.0%,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,77,0,32.5%,90.4%,67,4,4,5,5,73,0,17.5,4,-,0,0.00,0,0,0,0,0,0,81.5%,0,1,0,0.00,0.00,0.00,1,0,-,0,-,-,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,3176i3h6iv1ufsp88prhhmjqi:2126240,EDM vs CAV (2020-08-21)
25,1,br7fuyg4h8gseboweg8wjujft,225054,90,23,Left Centre Back,Thomas,Meilleur-Giguère,T. Meilleur-Giguère,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,54,15,0.00,0,0,0.41,0,1,0,1,1,1,0,0,3,0,0,0,87,1,1,0,2,6,100.0%,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,31,0,37.3%,92.0%,22,0,47,0,48,27,0,23.5,0,100.0%,1,0.00,0,0,0,0,0,0,78.6%,4,2,0,0.00,0.00,0.00,1,0,-,0,-,-,FOR vs PAC,2020-09-12,al6itp61bch64gv1bhhncxyqc,15377,br7fuyg4h8gseboweg8wjujft:2137184,FOR vs PAC (2020-09-12)
25,1,41fep3jlo1ieyq9hvpmsl6wvd,225056,90,22,Right Midfielder,Kadin,Chung,K. Chung,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,51,21,22,0.00,0,0,0.02,0,0,1,0,1,2,0,0,12,2,0,0,87,5,1,2,1,7,50.0%,3,1,4,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,24,30,33,0,37.3%,84.3%,22,11,10,13,15,23,0,15.3,3,100.0%,3,0.00,0,0,0,0,2,2,68.4%,4,2,1,0.00,0.00,0.00,1,0,-,0,0.0%,0.0%,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,41fep3jlo1ieyq9hvpmsl6wvd:2126221,HFX vs PAC (2020-08-15)
25,1,cfx0kdkw50a9417og40fqqled,160292,90,29,Right Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,83,39,29,0.00,0,0,0.04,0,0,0,1,1,0,0,0,1,0,0,0,87,3,1,0,1,4,100.0%,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,45,39,2,37.3%,81.9%,34,1,33,3,42,38,0,23.6,0,0.0%,2,0.00,0,0,0,0,0,0,71.0%,3,1,0,0.00,0.00,0.00,1,0,-,0,-,-,HFX vs YRK,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,cfx0kdkw50a9417og40fqqled:2126256,HFX vs YRK (2020-08-29)
28,1,7lqj7hx4na2kvl5doan797vmx,250776,90,26,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,74,33,21,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,1,1,86,2,0,0,3,4,0.0%,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,50,30,1,56.8%,73.0%,18,4,32,4,41,29,0,24.1,1,66.7%,3,0.00,0,0,0,0,2,2,64.3%,4,0,0,0.00,0.00,0.00,0,2,-,0,50.0%,50.0%,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,7lqj7hx4na2kvl5doan797vmx:2126258,CAV vs PAC (2020-08-30)
28,1,7w93cfaszi89ex6xdf9tgkp9l,199141,90,25,Right Centre Back,Mélé,Temguia,M. Temguia,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,69,44,12,0.05,0,0,0.00,0,0,0,0,0,1,1,0,5,0,0,0,86,5,1,3,3,9,100.0%,2,0,9,1,0,2,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,51,30,3,47.8%,81.2%,19,1,36,2,42,25,0,20.8,0,-,0,0.00,0,0,0,0,0,0,72.7%,5,4,0,0.00,0.05,0.05,0,0,0.05,1,-,-,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,7w93cfaszi89ex6xdf9tgkp9l:2126249,EDM vs HFX (2020-08-27)
30,1,1mcgu1zocg8bwfrncptuvfm51,90443,90,34,Central Defender,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,72,60,5,0.05,0,0,0.03,0,0,1,0,1,0,0,0,8,0,0,0,85,2,1,1,1,6,100.0%,2,1,5,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,22,2,25.0%,90.3%,17,0,48,0,51,21,0,20.7,0,50.0%,4,0.00,0,0,0,0,0,0,72.2%,6,0,0,0.00,0.05,0.05,1,0,0.05,1,-,-,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,1mcgu1zocg8bwfrncptuvfm51:2126240,EDM vs CAV (2020-08-21)
30,1,7whdjeubz6xgvlxtl91z93idx,173167,90,24,Left Centre Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,59,23,25,0.00,0,0,0.03,0,0,0,1,1,1,0,0,7,1,0,0,85,6,2,2,2,8,66.7%,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,16,28,41,0,49.2%,81.4%,25,6,17,7,19,33,0,20.5,2,50.0%,4,0.00,0,0,0,0,2,2,65.5%,6,1,1,0.00,0.00,0.00,1,0,-,0,50.0%,50.0%,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,7whdjeubz6xgvlxtl91z93idx:2126221,HFX vs PAC (2020-08-15)
32,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,71,35,27,0.09,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,84,2,0,3,1,8,100.0%,4,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,39,43,1,43.7%,87.3%,35,1,26,1,30,40,0,22.7,0,33.3%,3,0.00,0,0,0,0,1,1,74.2%,7,1,0,0.00,0.09,0.09,0,0,0.09,1,0.0%,0.0%,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,57sscey83fcglkmcrtpp28k5:2126243,ATO vs EDM (2020-08-23)
32,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,70,41,17,0.00,0,0,0.05,0,0,0,1,1,2,0,0,4,1,0,0,84,5,0,0,4,6,0.0%,2,1,7,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,48,36,0,45.7%,82.9%,29,0,29,0,38,32,0,24.3,2,100.0%,2,0.00,0,0,0,0,0,0,68.8%,3,3,0,0.00,0.00,0.00,1,2,-,0,-,-,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,57sscey83fcglkmcrtpp28k5:2126249,EDM vs HFX (2020-08-27)
32,1,7lqj7hx4na2kvl5doan797vmx,250776,90,26,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,70,44,10,0.03,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,84,3,0,1,1,6,100.0%,3,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,54,26,2,38.6%,77.1%,15,1,38,1,45,24,0,21.4,0,33.3%,3,0.00,0,0,0,0,0,0,44.4%,5,1,0,0.00,0.03,0.03,0,1,0.03,1,-,-,CAV vs HFX,2020-09-12,cap8cqg4fk34voy1o310hy39w,15376,7lqj7hx4na2kvl5doan797vmx:2137185,CAV vs HFX (2020-09-12)
32,1,653qyopyxl1qrfmul2n3m5g16,481743,90,26,Right Back,Morey,Doner,M. Doner,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,43,14,16,0.00,0,0,0.18,0,0,0,3,3,3,0,0,8,2,0,0,84,1,1,2,1,6,100.0%,2,1,6,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,25,45,0,46.5%,69.8%,22,3,5,4,10,29,0,16.1,0,-,0,0.00,0,0,0,0,5,5,45.0%,3,3,0,0.00,0.00,0.00,3,1,-,0,20.0%,20.0%,CAV vs YRK,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,15381,653qyopyxl1qrfmul2n3m5g16:2126268,CAV vs YRK (2020-09-05)
32,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,78,51,14,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,84,3,0,1,0,4,100.0%,3,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,48,33,1,46.2%,83.3%,25,1,39,3,43,32,0,20.9,0,71.4%,7,0.00,0,0,0,0,0,0,77.8%,4,0,0,0.00,0.00,0.00,0,0,-,0,-,-,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,9rwo2uejpeqqkmy6lgacm0ley:2126221,HFX vs PAC (2020-08-15)
32,1,cfx0kdkw50a9417og40fqqled,160292,90,29,Right Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,65,36,17,0.05,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,84,3,1,0,3,12,50.0%,8,4,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,51,30,3,52.3%,81.5%,22,0,31,1,36,28,0,24.6,1,66.7%,3,0.00,0,0,0,0,0,0,64.7%,12,0,0,0.00,0.05,0.05,0,1,0.05,1,-,-,PAC vs YRK,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,cfx0kdkw50a9417og40fqqled:2126232,PAC vs YRK (2020-08-19)
38,1,7lqj7hx4na2kvl5doan797vmx,250776,90,26,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,8,62,29,10,0.04,0,0,0.00,0,0,0,0,0,0,0,0,8,0,0,0,82,7,0,3,2,8,100.0%,3,0,9,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,51,28,1,45.2%,62.9%,14,0,25,2,36,24,0,22.9,0,37.5%,8,0.00,0,0,0,0,0,0,32.1%,6,2,0,0.00,0.04,0.04,0,0,0.04,1,-,-,CAV vs FOR,2020-09-15,dykc0lh8alwaa1f7yjoh09bf8,15377,7lqj7hx4na2kvl5doan797vmx:2137186,CAV vs FOR (2020-09-15)
38,1,d3uo72swkorck8mo41kv1yp61,423548,90,24,Left Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,3,70,40,19,0.06,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,82,2,1,0,0,4,50.0%,3,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,42,36,1,48.6%,84.3%,24,2,33,2,37,31,0,23.5,1,-,0,0.00,0,0,0,0,2,3,73.5%,4,0,0,0.00,0.06,0.06,0,0,0.06,1,0.0%,0.0%,YRK vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15382,d3uo72swkorck8mo41kv1yp61:2126246,YRK vs FOR (2020-08-26)
38,1,8xiikcvufow3u6jo0opzhtip5,243903,90,22,Left Centre Back,Robert,Boskovic,R. Boskovic,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7,70,35,18,0.03,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,82,4,2,0,2,8,66.7%,3,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,35,45,0,47.1%,75.7%,31,1,21,1,27,42,0,20.8,1,100.0%,4,0.00,30,0,0,0,0,0,57.6%,6,2,0,0.03,0.00,0.03,0,1,0.03,1,-,-,CAV vs HFX,2020-09-12,cap8cqg4fk34voy1o310hy39w,15376,8xiikcvufow3u6jo0opzhtip5:2137185,CAV vs HFX (2020-09-12)
38,1,653qyopyxl1qrfmul2n3m5g16,481743,90,26,Right Back,Morey,Doner,M. Doner,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,65,34,26,0.00,0,0,0.05,0,0,0,1,1,0,0,0,0,0,0,0,82,1,0,0,0,1,-,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,19,45,0,24.6%,92.3%,36,11,13,11,14,40,0,15.6,0,0.0%,1,0.00,0,0,0,0,2,2,75.0%,1,0,0,0.00,0.00,0.00,1,0,-,0,50.0%,50.0%,HFX vs YRK,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,653qyopyxl1qrfmul2n3m5g16:2126256,HFX vs YRK (2020-08-29)
38,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,67,29,26,0.00,0,0,0.06,0,0,0,1,1,0,0,0,4,0,0,0,82,6,1,0,1,11,50.0%,7,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,40,41,0,52.2%,82.1%,31,1,23,1,27,39,0,26.0,1,50.0%,6,0.00,0,0,0,0,0,0,68.6%,11,0,0,0.00,0.00,0.00,1,1,-,0,-,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,4c5w90f125c6det9gu0ljmgnp:2126244,CAV vs HFX (2020-08-24)
43,1,2zedqkn15thv6wx5xmgv48gd1,140123,90,30,Central Midfielder,Kyle Edward,Bekker,K. Bekker,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,61,19,30,0.10,0,0,0.08,0,0,1,1,2,1,0,0,3,1,0,0,81,4,0,0,0,5,0.0%,5,2,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,11,31,2,31.1%,80.3%,27,18,4,25,5,31,0,19.6,3,-,0,0.00,19,0,0,0,2,7,63.2%,5,0,0,0.10,0.00,0.10,2,0,0.05,2,0.0%,0.0%,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,2zedqkn15thv6wx5xmgv48gd1:2126225,FOR vs EDM (2020-08-16)
43,1,4ux10kolns6m5lgd64wumjfth,197038,90,25,Defensive Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,64,26,19,0.00,0,0,0.00,0,0,0,0,0,1,0,0,5,1,0,0,81,9,0,3,2,7,60.0%,2,0,8,2,0,3,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,17,57,0,34.4%,70.3%,32,2,11,3,15,46,0,19.7,2,-,0,0.00,0,0,0,0,0,1,45.5%,2,5,0,0.00,0.00,0.00,0,0,-,0,0.0%,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,4ux10kolns6m5lgd64wumjfth:2126244,CAV vs HFX (2020-08-24)
43,1,334ys3md0ycavngg26g75yi21,244406,90,22,Central Midfielder,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,64,25,22,0.02,0,0,0.03,0,0,0,1,1,3,0,0,7,2,0,0,81,7,2,2,2,6,66.7%,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,7,29,45,0,28.1%,73.4%,28,6,13,6,20,38,0,21.4,2,-,0,0.00,0,0,0,0,0,0,38.9%,4,2,0,0.00,0.02,0.02,1,0,0.02,1,-,-,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,334ys3md0ycavngg26g75yi21:2126221,HFX vs PAC (2020-08-15)
43,1,e6cd4pwmbb7lfatlo8gc8eaj9,87810,90,34,Defensive Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,68,30,30,0.06,0,0,0.00,0,0,0,0,0,2,0,0,8,2,0,0,81,7,0,3,2,5,60.0%,0,0,6,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,11,57,1,25.0%,88.2%,45,8,7,10,7,51,0,20.1,2,66.7%,3,0.00,28,0,0,0,0,0,64.7%,1,3,1,0.03,0.03,0.06,0,0,0.03,2,-,-,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,e6cd4pwmbb7lfatlo8gc8eaj9:2126261,VAL vs HFX (2020-09-02)
