Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play
112,4,2o538m8209nj9p29a4ujs4jpx,443433,360,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,105,60,11,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,150,1,0,0,0,1,-,1,0,10,0,2,0,0,3,0,0,0,3,0,0,1,0,10,9,1,0,10,0,0,3,5,2,0,8,6,4,1,6,0,2,2,0,0,1,11,0,0,0,147,3,0,61.0%,67.6%,1,0,70,0,102,3,0,31.1,0,100.0%,2,5.01,0,0,0,0,0,0,50.0%,1,0,0,0.00,0.00,0.00,0,0,-,0,-,-
113,5,8ipv2tlducl1y5qq8c8f4pdk9,193101,241,21,Left Back,Vashon,Neufville,V. Neufville,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,87,21,33,0.00,0,1,0.74,0,1,0,2,2,4,0,0,14,2,0,0,149,16,1,1,6,12,66.7%,2,1,15,2,4,3,1,2,3,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,44,48,57,5,59.8%,62.1%,28,12,14,16,29,42,1,16.9,1,57.1%,7,0.00,0,1,0,0,9,9,46.2%,10,2,0,0.00,0.00,0.00,1,1,-,0,0.0%,0.0%
114,4,upib1k4jf41nogwoduyqpw4p,202589,274,27,Left Winger,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,5,77,18,29,0.18,0,0,0.18,0,0,0,2,2,14,0,0,13,5,0,0,139,34,0,1,7,15,14.3%,6,3,18,7,4,4,2,0,1,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,2,63,32,44,8,44.2%,61.0%,19,18,10,31,19,27,0,18.3,6,40.0%,10,0.00,8,0,0,0,5,5,47.1%,10,3,2,0.18,0.00,0.18,2,0,0.09,2,0.0%,0.0%
115,6,bwozu57m3yt2hypmbqe1hlbyt,210152,272,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,2,1,1,0,0,6,1,2,0,0,0,0,1,0,1,1,5,1,0,0,0,2,11,2,71,15,43,0.83,1,0,0.12,1,0,0,3,3,13,2,0,27,8,0,0,134,19,1,3,3,9,100.0%,2,0,10,3,3,4,3,4,5,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,54,11,69,12,28.2%,81.7%,40,17,1,21,2,48,0,18.2,0,66.7%,6,0.00,17,0,1,1,3,3,65.0%,4,3,2,0.52,0.31,0.83,3,0,0.10,8,0.0%,0.0%
116,7,81ggmgps5zcnafmhlv9f0osiy,425687,248,20,Right Attacking Midfielder,Antony,Caceres,A. Caceres,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,75,24,43,0.07,0,1,1.11,0,1,0,4,4,13,1,0,21,4,0,0,129,14,2,6,1,12,80.0%,2,1,10,3,0,1,3,1,1,0,0,0,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,51,16,62,11,21.3%,89.3%,35,24,8,28,8,39,0,12.1,2,100.0%,4,0.00,6,0,0,0,2,2,75.0%,5,7,0,0.07,0.00,0.07,3,0,0.07,1,50.0%,50.0%
117,6,b6aw65sbptx2dlqsfx64x59m1,423281,365,24,Centre Forward,Austin,Ricci,A. Ricci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,5,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,20,2,53,6,25,0.94,0,0,0.13,1,0,0,3,3,15,6,3,20,5,0,0,126,30,1,5,0,7,66.7%,0,0,8,5,0,4,3,0,6,1,2,0,0,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,82,5,39,29,32.1%,58.5%,15,16,0,31,1,21,0,15.5,3,0.0%,6,0.00,13,0,1,0,5,5,52.9%,2,1,4,0.80,0.14,0.94,3,1,0.10,9,40.0%,40.0%
118,4,bpxxztlpukizv1d2a5506ilbe,481568,237,22,Left Winger,Marcel Dominik,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,5,59,16,31,0.94,0,0,0.00,2,0,0,0,0,5,1,0,17,3,0,0,122,31,2,4,5,12,54.5%,1,1,13,3,1,2,0,1,4,2,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,13,57,22,43,10,25.4%,79.7%,15,23,9,27,12,20,0,16.0,5,33.3%,9,0.00,12,0,2,0,4,4,53.3%,7,1,4,0.94,0.00,0.94,0,1,0.19,5,0.0%,0.0%
118,4,7dbeb4b7em8hmoc7e0begi1yi,481630,230,19,Left Attacking Midfielder,Marcus,Velado-Tsegaye,M. Velado-Tsegaye,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,3,0,3,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,13,1,72,22,36,0.41,1,0,0.00,0,0,0,0,0,6,0,0,12,2,0,0,122,16,1,1,2,4,50.0%,0,0,11,1,1,1,0,0,4,3,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,50,12,60,9,18.1%,80.6%,33,19,6,26,7,39,0,13.6,2,80.0%,5,0.00,23,0,0,0,2,2,76.9%,1,3,0,0.41,0.00,0.41,0,0,0.04,10,0.0%,0.0%
120,6,6byiub7o0uwogoc24p79vx6ju,425685,203,19,Defensive Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,90,39,39,0.03,0,0,0.12,0,0,0,2,2,2,0,0,12,1,0,0,121,11,1,5,5,13,75.0%,2,0,14,1,2,3,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,19,28,74,2,28.9%,86.7%,51,12,15,15,17,58,0,16.0,2,100.0%,3,0.00,29,0,0,0,0,0,76.9%,7,5,1,0.03,0.00,0.03,2,0,0.03,1,-,-
121,7,614w28s7cigyjam7f10hz9gwl,45750,287,32,Centre Forward,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,17,3,77,26,31,1.50,0,0,0.13,3,0,1,1,2,2,0,0,27,1,0,0,116,26,3,1,0,5,50.0%,1,1,12,4,1,3,1,1,3,2,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,43,11,62,10,18.2%,74.0%,32,21,4,31,6,40,0,13.6,4,65.4%,26,0.00,11,0,3,0,0,0,35.7%,2,3,0,0.35,1.14,0.71,2,0,0.50,3,-,-
122,3,83d29e64znddf9kkyo62u4g6h,424288,173,21,Central Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,3,84,26,36,0.07,0,0,0.11,0,0,1,2,3,8,0,0,11,7,0,0,115,6,0,3,1,4,75.0%,0,0,8,2,0,0,0,0,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,37,11,67,2,34.5%,73.8%,39,17,6,22,9,53,0,15.4,1,-,0,0.00,17,0,0,0,4,5,58.6%,1,2,1,0.05,0.02,0.07,3,0,0.03,2,60.0%,50.0%
123,2,7y21qqftugy5rfncz7atrue7e,484561,122,25,Left Back,Duran,Lee,D. Lee,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,58,32,16,0.00,0,0,0.00,0,0,0,0,0,5,0,0,16,5,0,0,112,10,3,3,2,11,75.0%,3,2,12,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,19,41,52,0,25.9%,82.8%,28,5,15,7,18,33,0,16.1,2,50.0%,8,0.00,0,0,0,0,2,2,66.7%,6,5,0,0.00,0.00,0.00,0,0,-,0,50.0%,50.0%
124,4,62nti15up6a14yi1featiyhd6,425640,208,21,Left Midfielder,Daniel,Kinumbe,D. Kinumbe,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,64,24,21,0.17,0,0,0.03,0,0,0,1,1,7,1,1,16,6,0,0,109,9,0,2,7,10,50.0%,1,0,12,0,1,0,0,1,3,2,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,27,40,42,3,34.4%,70.3%,19,12,14,19,23,22,0,15.0,2,57.1%,7,0.00,20,0,0,0,0,0,63.6%,6,4,0,0.17,0.00,0.17,1,1,0.09,2,-,-
125,7,cqzj50mwiry6o6vz6drrh1cyd,225912,359,23,Centre Forward,Álvaro,Rivero Sánchez,Álvaro Rivero,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,2,0,2,1,1,1,0,3,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,3,4,3,55,16,32,0.34,1,0,0.05,0,0,0,1,1,5,3,1,13,2,0,0,103,20,1,0,0,2,100.0%,1,0,5,3,2,0,1,1,8,0,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,38,5,60,11,9.1%,87.3%,33,14,1,15,1,39,0,13.4,0,0.0%,4,0.00,21,0,0,0,0,0,80.0%,2,0,0,0.20,0.14,0.34,1,0,0.06,6,-,-
126,5,7i19hu44byapft1lpm3okbb3d,172747,218,26,Left Midfielder,Josh,Heard,J. Heard,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,1,1,0,2,0,4,0,4,0,0,0,0,1,0,0,0,1,0,0,1,1,3,11,2,46,13,20,1.18,1,1,0.37,1,1,0,2,2,8,1,0,13,2,0,0,102,21,0,1,1,3,50.0%,1,0,2,4,2,2,3,0,6,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,4,59,7,36,15,19.6%,71.7%,17,13,3,19,5,22,0,17.6,1,25.0%,8,0.00,14,0,1,1,5,12,33.3%,2,1,0,0.33,0.84,1.18,1,0,0.17,7,16.7%,20.0%
127,3,btd38hasv7hxy5bw4g43ymhyi,447302,208,20,Left Winger,Montther,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,42,14,21,0.00,0,0,1.27,0,2,1,2,3,6,0,0,19,5,0,0,101,12,0,4,1,10,50.0%,3,0,6,0,0,0,5,3,2,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,49,22,30,5,38.1%,83.3%,15,13,7,16,10,16,1,17.1,4,0.0%,2,0.00,0,1,0,0,5,9,75.0%,7,2,1,0.00,0.00,0.00,3,0,-,0,22.2%,20.0%
128,4,759r7l0y8jofaf394tnc7ytt6,481629,145,19,Right Attacking Midfielder,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,41,11,20,0.14,0,0,0.00,0,0,0,0,0,9,1,0,13,4,0,0,95,15,0,4,4,9,80.0%,1,1,7,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,30,19,46,5,22.0%,75.6%,20,6,5,7,7,27,0,13.5,1,33.3%,6,0.00,16,0,0,0,6,6,44.4%,5,4,0,0.14,0.00,0.14,0,0,0.05,3,0.0%,0.0%
129,5,c11tg3waak6my0tyjpq9qeuzu,438073,206,18,Left Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,53,27,16,0.04,0,0,0.00,0,0,0,0,0,1,0,0,12,0,0,0,89,9,1,8,2,21,75.0%,10,7,8,0,3,2,0,2,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,10,42,37,1,54.7%,81.1%,23,4,16,4,21,28,0,19.9,3,100.0%,1,0.00,0,0,0,0,0,0,69.0%,17,4,0,0.00,0.04,0.04,0,1,0.04,1,-,-
130,5,6pi1u2mdt56ns3pqkdjp772s5,245004,224,25,Left Winger,Christopher Lenroy,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,3,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,3,13,1,46,11,21,0.19,2,0,0.79,0,1,0,1,1,12,2,1,10,4,0,0,87,27,1,3,0,5,40.0%,1,0,9,3,1,3,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,53,12,22,11,19.6%,69.6%,13,14,5,25,5,16,1,14.3,6,0.0%,4,0.00,20,1,0,0,5,5,44.4%,4,0,1,0.16,0.02,0.19,1,0,0.05,4,20.0%,20.0%
131,4,5gyjio4tvbg4ahjzoass6lxey,442776,157,19,Right Midfielder,Ijah,Halley,I. Halley,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,40,7,23,0.12,0,0,0.21,0,0,0,3,3,14,1,0,14,2,0,0,83,17,1,1,0,4,66.7%,1,1,7,4,0,1,1,1,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,50,8,25,7,15.0%,75.0%,11,16,3,24,4,12,1,14.7,1,75.0%,4,0.00,16,1,0,0,3,3,16.7%,2,2,0,0.12,0.00,0.12,3,0,0.06,2,33.3%,33.3%
131,7,6v3jzhrpgs47rzoyw6b8lz6ui,507378,159,20,Right Attacking Midfielder,Max,Ferrari,M. Ferrari,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,7,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,46,9,28,0.26,0,0,0.00,0,0,0,0,0,5,0,0,9,3,0,0,83,22,1,2,1,5,50.0%,1,0,7,7,1,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,47,9,27,8,28.3%,80.4%,17,19,1,26,3,17,0,13.7,3,20.0%,5,0.00,16,0,0,0,6,6,61.5%,3,1,1,0.26,0.00,0.26,0,0,0.06,4,33.3%,33.3%
133,3,368zrfhpvljc7rvzkl1v0x1bd,199139,89,24,Right Centre Back,Abdoulaye,Samake,A. Samake,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,61,37,12,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,72,4,1,1,3,7,100.0%,2,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,48,23,0,41.0%,80.3%,18,0,31,0,40,21,0,23.1,0,33.3%,3,0.00,0,0,0,0,0,0,64.0%,4,2,1,0.00,0.00,0.00,0,1,-,0,-,-
134,2,ej15pecwc8l11pif9je6mo962,481763,98,19,Central Midfielder,Scott,Firth,S. Firth,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,52,25,20,0.00,0,0,0.06,0,0,0,1,1,0,0,0,5,0,0,0,71,4,1,1,3,5,40.0%,0,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,12,15,44,0,23.1%,86.5%,29,7,9,10,10,32,0,14.6,3,-,0,0.00,0,0,0,0,0,0,58.3%,2,2,1,0.00,0.00,0.00,1,0,-,0,-,-
134,2,7z8zzlbmnxxfixcaod718ww0k,511208,82,23,Defensive Midfielder,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,50,22,16,0.06,0,0,0.00,0,0,0,0,0,1,0,0,7,1,0,0,71,8,0,3,2,7,75.0%,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,22,36,1,40.0%,76.0%,21,7,10,8,15,27,0,20.9,1,42.9%,7,0.00,0,0,0,0,2,2,60.0%,3,3,1,0.00,0.06,0.06,0,1,0.06,1,0.0%,0.0%
136,2,63rmd2xbr48c0zzvsj6bn3651,197142,100,26,Defensive Midfielder,Chris,Mannella,C. Mannella,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,50,26,12,0.00,0,0,0.00,0,0,0,0,0,1,0,0,10,1,0,0,69,11,2,4,1,7,66.7%,0,0,12,0,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,26,41,0,20.0%,76.0%,25,0,13,0,17,33,0,22.5,3,0.0%,2,0.00,0,0,0,0,0,0,20.0%,4,3,0,0.00,0.00,0.00,0,0,-,0,-,-
137,6,4v13dz2g71gh5i527t347shyh,224768,232,21,Centre Forward,Shaan,Hundal,S. Hundal,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,35,14,13,0.26,0,2,0.20,0,0,0,5,5,7,0,0,4,3,0,0,66,25,1,0,0,1,33.3%,0,0,7,6,0,1,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,36,5,25,7,20.0%,77.1%,16,9,2,15,2,18,0,13.6,2,0.0%,10,0.00,16,0,0,0,2,2,28.6%,0,0,1,0.26,0.00,0.26,3,1,0.06,4,0.0%,0.0%
137,6,28s4e8xbplnxxbi8dx7544g2y,425652,203,22,Centre Forward,Gabriel,Wiethaeuper-Balbinotti,G. Wiethaeuper-Balbinotti,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,1,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,11,3,36,9,13,0.57,0,0,0.00,1,0,0,0,0,3,1,0,10,2,0,0,66,25,0,2,1,4,100.0%,1,0,3,3,0,5,0,0,3,3,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,32,4,30,9,27.8%,61.1%,17,5,0,12,2,22,0,14.0,0,28.6%,14,0.00,12,0,1,0,0,0,20.0%,2,0,2,0.57,0.00,0.57,0,0,0.11,5,-,-
139,5,dpee0p2qzqrzcefewdtey4vyt,31866,164,33,Centre Forward,Daryl,Fordyce,D. Fordyce,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,3,3,0,0,0,3,2,1,1,0,1,0,1,0,0,0,1,1,0,1,0,4,12,3,40,10,15,1.51,1,0,0.00,3,0,0,0,0,3,0,0,8,2,0,0,63,12,2,0,1,4,100.0%,1,1,3,3,0,2,2,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,3,34,5,25.0%,62.5%,15,10,0,14,0,26,0,18.0,0,12.5%,8,0.00,27,0,3,1,1,1,30.0%,3,0,1,0.30,1.21,0.72,0,0,0.25,6,0.0%,0.0%
139,3,zrowi3rzq9fndgtn1qozene1,421828,102,20,Centre Forward,José,Hernández,J. Hernández,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,33,6,21,0.03,0,0,0.44,0,1,0,2,2,0,0,0,10,0,0,0,63,21,1,3,0,7,66.7%,3,2,5,3,1,1,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,26,10,27,4,42.4%,81.8%,14,10,3,12,3,18,0,12.1,2,36.4%,11,0.00,0,0,0,0,1,1,71.4%,6,1,0,0.00,0.03,0.03,2,0,0.03,1,0.0%,0.0%
141,4,8v158n3stjodma3bjlj4yg639,124576,140,30,Central Defender,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,36,20,9,0.44,0,0,0.00,1,0,0,0,0,0,0,0,5,0,0,0,62,7,2,1,1,14,100.0%,10,3,4,0,1,2,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,35,24,3,36.1%,80.6%,14,0,15,0,19,17,0,24.5,0,20.0%,5,0.00,0,0,1,0,0,0,61.5%,11,3,0,0.00,0.44,0.44,0,0,0.15,3,-,-
141,2,6re26cen7xbrynezb3rerst05,112657,130,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,1,1,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,8,0,38,11,19,0.97,1,0,0.08,1,0,0,1,1,5,0,0,7,3,0,0,62,5,3,0,0,3,75.0%,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,32,0,30,8,18.4%,78.9%,16,14,0,16,0,22,1,15.5,1,0.0%,1,0.00,22,1,1,1,4,4,42.9%,0,2,1,0.09,0.88,0.18,1,0,0.24,4,0.0%,0.0%
