player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Issiaga Sylla,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,24,Guinea,9386,488087,490413,,nan,,
Jean-Clair Todibo,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,18,France,5506,286368,287732,,nan,,
Jessy Pi,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,24,France,0,0,0,,nan,,
Jimmy Durmaz,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,29,Sweden,16573,861807,865913,,nan,,
John Bostock,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,26,Trinidad and Tobago,12434,646580,649661,,nan,,
Kalidou Sidibé,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,19,France,1385,72042,72385,,nan,,
Kelvin Amian,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,20,France,4710,244944,246111,,nan,,
Kouadio Koné,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,17,France,0,0,0,,nan,,
Loïc Bessile,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,19,France,0,0,0,,nan,,
Manu García,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,20,Spain,606,31518,31668,,nan,,
Marc Vidal,2018-2019,Ligue 1,Toulouse,Goalkeeper,Goalkeeper,27,France,5350,278263,279589,,nan,,
Mathieu Dossevi,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,30,Togo,12434,646580,649661,,nan,,
Mathieu Gonçalves,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,17,France,1558,81047,81434,,nan,,
Mathis Carvalho,2018-2019,Ligue 1,Toulouse,Goalkeeper,Goalkeeper,19,France,0,0,0,,nan,,
Mauro Goicoechea,2018-2019,Ligue 1,Toulouse,Goalkeeper,Goalkeeper,30,Uruguay,2701,140482,141151,,nan,,
Max Gradel,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,30,Cote d'Ivoire,27950,1453455,1460381,,nan,,
Nathan N'Goumou,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,18,France,1403,72942,73290,,nan,,
Quentin Boisgard,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,21,France,0,0,0,,nan,,
Steeve Yago,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,25,Burkina Faso,9316,484485,486794,,nan,,
Steven Fortes,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,26,Cape Verde,8382,435856,437933,,nan,,
Steven Moreira,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,23,France,9299,483584,485889,,nan,,
Stéphane Mbia,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,32,Cameroon,22513,1170689,1176266,,nan,,
Yann Bodiger,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,23,France,8277,430453,432504,,nan,,
Yannick Cahuzac,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,33,France,7654,398034,399930,,nan,,
Yaya Sanogo,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,25,France,22062,1147275,1152742,,nan,,
Abdoulaye Toure,2019-2020,Ligue 1,Amiens,Forward,Outfielder,18,France,519,27015,27015,,nan,,
Alexis Blin,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,22,France,8138,423249,423249,,nan,,
Arturo Calabresi,2019-2020,Ligue 1,Amiens,Defender,Outfielder,23,Italy,6407,333196,333196,,nan,,
Aurélien Chedjou,2019-2020,Ligue 1,Amiens,Defender,Outfielder,34,Cameroon,11429,594349,594349,,nan,,
Bakaye Dibassy,2019-2020,Ligue 1,Amiens,Defender,Outfielder,30,Mali,10390,540318,540318,,nan,,
Bongani Zungu,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,26,South Africa,12468,648381,648381,,nan,,
Boris Essele,2019-2020,Ligue 1,Amiens,Goalkeeper,Goalkeeper,19,Cameroon,519,27015,27015,,nan,,
Chadrac Akolo,2019-2020,Ligue 1,Amiens,Forward,Outfielder,24,Democratic Republic of Congo,12988,675397,675397,,nan,,
Christophe Jallet,2019-2020,Ligue 1,Amiens,Defender,Outfielder,35,France,8832,459270,459270,,nan,,
Darell Tokpa,2019-2020,Ligue 1,Amiens,Forward,Outfielder,18,France,692,36021,36021,,nan,,
Eddy Gnahoré,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,25,France,6581,342201,342201,,nan,,
Fousseni Diabaté,2019-2020,Ligue 1,Amiens,Forward,Outfielder,23,Mali,7793,405238,405238,,nan,,
Gaël Kakuta,2019-2020,Ligue 1,Amiens,Forward,Outfielder,28,Democratic Republic of Congo,12468,648381,648381,,nan,,
Haitam Aleesami,2019-2020,Ligue 1,Amiens,Defender,Outfielder,28,Norway,6581,342201,342201,,nan,,
Isaac Mbenza,2019-2020,Ligue 1,Amiens,Forward,Outfielder,23,Belgium,7793,405238,405238,,nan,,
Jack Lahne,2019-2020,Ligue 1,Amiens,Forward,Outfielder,17,Sweden,519,27015,27015,,nan,,
Jayson Papeau,2019-2020,Ligue 1,Amiens,Forward,Outfielder,23,France,692,36021,36021,,nan,,
Jonathan Bumbu,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,20,France,2251,117068,117068,,nan,,
Jordan Lefort,2019-2020,Ligue 1,Amiens,Defender,Outfielder,26,France,4329,225132,225132,,nan,,
Juan Ferney Otero,2019-2020,Ligue 1,Amiens,Forward,Outfielder,24,Colombia,5195,270159,270159,,nan,,
Madih Talal,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,22,France,692,36021,36021,,nan,,
Mathieu Bodmer,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,36,France,4155,216127,216127,,nan,,
Matthieu Dreyer,2019-2020,Ligue 1,Amiens,Goalkeeper,Goalkeeper,30,France,2943,153090,153090,,nan,,
Moussa Konaté,2019-2020,Ligue 1,Amiens,Forward,Outfielder,26,Senegal,20781,1080636,1080636,,nan,,
Nicholas Opoku,2019-2020,Ligue 1,Amiens,Defender,Outfielder,22,Ghana,6407,333196,333196,,nan,,
Prince Gouano,2019-2020,Ligue 1,Amiens,Defender,Outfielder,25,France,10390,540318,540318,,nan,,
Quentin Cornette,2019-2020,Ligue 1,Amiens,Forward,Outfielder,25,France,1385,72042,72042,,nan,,
Rafal Kurzawa,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,26,Poland,5195,270159,270159,,nan,,
Régis Gurtner,2019-2020,Ligue 1,Amiens,Goalkeeper,Goalkeeper,32,France,5195,270159,270159,,nan,,
Saman Ghoddos,2019-2020,Ligue 1,Amiens,Forward,Outfielder,26,Iran,15586,810477,810477,,nan,,
Sanasi Sy,2019-2020,Ligue 1,Amiens,Defender,Outfielder,19,France,519,27015,27015,,nan,,
Serhou Guirassy,2019-2020,Ligue 1,Amiens,Forward,Outfielder,23,France,20781,1080636,1080636,,nan,,
Stiven Mendoza,2019-2020,Ligue 1,Amiens,Forward,Outfielder,27,Colombia,6234,324190,324190,,nan,,
Thomas Monconduit,2019-2020,Ligue 1,Amiens,Midfielder,Outfielder,28,France,10390,540318,540318,,nan,,
Ulrick Eneme Ella,2019-2020,Ligue 1,Amiens,Forward,Outfielder,18,France,2251,117068,117068,,nan,,
Valentin Gendrey,2019-2020,Ligue 1,Amiens,Defender,Outfielder,19,France,519,27015,27015,,nan,,
Abdoulaye Bamba,2019-2020,Ligue 1,Angers,Defender,Outfielder,29,Cote d'Ivoire,5887,306180,306180,,nan,,
Angelo Fulgini,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,23,France,10390,540318,540318,,nan,,
Anthony Gomez Mancini,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,18,France,519,27015,27015,,nan,,
Anthony Mandrea,2019-2020,Ligue 1,Angers,Goalkeeper,Goalkeeper,22,France,519,27015,27015,,nan,,
Antonin Bobichon,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,23,France,3983,207121,207121,,nan,,
Baptiste Santamaría,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,24,France,14374,747439,747439,,nan,,
Casimir Ninga,2019-2020,Ligue 1,Angers,Forward,Outfielder,26,Chad,12468,648381,648381,,nan,,
Danijel Petkovic,2019-2020,Ligue 1,Angers,Goalkeeper,Goalkeeper,26,Montenegro,2943,153090,153090,,nan,,
Farid El Melali,2019-2020,Ligue 1,Angers,Forward,Outfielder,22,Algeria,5887,306180,306180,,nan,,
Haithem Loucif,2019-2020,Ligue 1,Angers,Defender,Outfielder,23,Algeria,1385,72042,72042,,nan,,
Ibrahim Cissé,2019-2020,Ligue 1,Angers,Defender,Outfielder,23,France,5714,297174,297174,,nan,,
Ismaël Traoré,2019-2020,Ligue 1,Angers,Defender,Outfielder,33,Cote d'Ivoire,13507,702413,702413,,nan,,
Ludovic Butelle,2019-2020,Ligue 1,Angers,Goalkeeper,Goalkeeper,36,France,11949,621365,621365,,nan,,
Mateo Pavlovic,2019-2020,Ligue 1,Angers,Defender,Outfielder,29,Croatia,10390,540318,540318,,nan,,
Mathias Pereira Lage,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,22,Portugal,10390,540318,540318,,nan,,
Pierrick Capelle,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,32,France,9524,495291,495291,,nan,,
Rachid Alioui,2019-2020,Ligue 1,Angers,Forward,Outfielder,27,Morocco,14547,756445,756445,,nan,,
Rayan Aït Nouri,2019-2020,Ligue 1,Angers,Defender,Outfielder,18,France,4155,216127,216127,,nan,,
Romain Thomas,2019-2020,Ligue 1,Angers,Defender,Outfielder,31,France,10390,540318,540318,,nan,,
Sada Thioub,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,24,Senegal,5887,306180,306180,,nan,,
Souleyman Doumbia,2019-2020,Ligue 1,Angers,Defender,Outfielder,23,Cote d'Ivoire,12468,648381,648381,,nan,,
Stéphane Bahoken,2019-2020,Ligue 1,Angers,Forward,Outfielder,27,Cameroon,14547,756445,756445,,nan,,
Thomas Mangani,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,32,France,13507,702413,702413,,nan,,
Théo Pellenard,2019-2020,Ligue 1,Angers,Defender,Outfielder,25,France,4675,243143,243143,,nan,,
Vincent Manceau,2019-2020,Ligue 1,Angers,Defender,Outfielder,30,France,8312,432254,432254,,nan,,
Vincent Pajot,2019-2020,Ligue 1,Angers,Midfielder,Outfielder,29,France,14547,756445,756445,,nan,,
Wilfried Kanga,2019-2020,Ligue 1,Angers,Forward,Outfielder,21,France,2770,144084,144084,,nan,,
Zinédine Ould Khaled,2019-2020,Ligue 1,Angers,Defender,Outfielder,20,France,692,36021,36021,,nan,,
Albert Lottin,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,18,France,692,36021,36021,,nan,,
Aurélien Tchouaméni,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,19,France,5541,288169,288169,,nan,,
Benoît Costil,2019-2020,Ligue 1,Bordeaux,Goalkeeper,Goalkeeper,32,France,37233,1936139,1936139,,nan,,
Enock Kwateng,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,22,France,5887,306180,306180,,nan,,
François Kamano,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,23,Guinea,21646,1125662,1125662,,nan,,
Gaëtan Poussin,2019-2020,Ligue 1,Bordeaux,Goalkeeper,Goalkeeper,20,France,2943,153090,153090,,nan,,
Jimmy Briand,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,34,France,19742,1026604,1026604,,nan,,
Jonathan Cafú,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,28,Brazil,16798,873514,873514,,nan,,
Josh Maja,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,20,England,13335,693408,693408,,nan,,
Laurent Koscielny,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,34,France,49702,2584521,2584521,,nan,,
Loris Benito,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,27,Switzerland,22859,1188699,1188699,,nan,,
Maxime Poundjé,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,27,France,7273,378222,378222,,nan,,
Mexer,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,31,Mozambique,24937,1296763,1296763,,nan,,
Nicolas de Préville,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,28,France,31171,1620954,1620954,,nan,,
Otávio,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,25,Brazil,31171,1620954,1620954,,nan,,
Pablo,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,28,Brazil,24937,1296763,1296763,,nan,,
Paul Baysse,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,31,France,18703,972572,972572,,nan,,
Raoul Bellanova,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,19,Italy,16451,855503,855503,,nan,,
Rubén Pardo,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,27,Spain,24937,1296763,1296763,,nan,,
Rémi Oudin,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,23,France,22859,1188699,1188699,,nan,,
Samuel Kalu,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,22,Nigeria,11256,585344,585344,,nan,,
Toma Basic,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,22,Croatia,5195,270159,270159,,nan,,
Ui-jo Hwang,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,27,South Korea,24937,1296763,1296763,,nan,,
Vukasin Jovanovic,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,23,Serbia,6234,324190,324190,,nan,,
Yacine Adli,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,19,France,16625,864508,864508,,nan,,
Yassine Benrahou,2019-2020,Ligue 1,Bordeaux,Forward,Outfielder,20,Morocco,2251,117068,117068,,nan,,
Younousse Sankharé,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,30,Senegal,16625,864508,864508,,nan,,
Youssef Aït Bennasser,2019-2020,Ligue 1,Bordeaux,Midfielder,Outfielder,23,Morocco,6234,324190,324190,,nan,,
Youssouf Sabaly,2019-2020,Ligue 1,Bordeaux,Defender,Outfielder,26,Senegal,18703,972572,972572,,nan,,
Alexandre Mendy,2019-2020,Ligue 1,Brest,Forward,Outfielder,25,France,7273,378222,378222,,nan,,
Brendan Chardonnet,2019-2020,Ligue 1,Brest,Defender,Outfielder,24,France,1731,90053,90053,,nan,,
Cristian Battocchio,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,27,Italy,2943,153090,153090,,nan,,
David Kiki,2019-2020,Ligue 1,Brest,Defender,Outfielder,25,Benin,2078,108063,108063,,nan,,
Denys Bain,2019-2020,Ligue 1,Brest,Defender,Outfielder,26,France,6234,324190,324190,,nan,,
Derick Osei Yaw,2019-2020,Ligue 1,Brest,Forward,Outfielder,21,France,692,36021,36021,,nan,,
Donovan Léon,2019-2020,Ligue 1,Brest,Goalkeeper,Goalkeeper,26,French Guiana,2078,108063,108063,,nan,,
Ferris N'Goma,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,26,France,4329,225132,225132,,nan,,
Gautier Larsonneur,2019-2020,Ligue 1,Brest,Goalkeeper,Goalkeeper,22,France,6234,324190,324190,,nan,,
Gaëtan Belaud,2019-2020,Ligue 1,Brest,Defender,Outfielder,32,France,2770,144084,144084,,nan,,
Gaëtan Charbonnier,2019-2020,Ligue 1,Brest,Forward,Outfielder,30,France,8312,432254,432254,,nan,,
Haris Belkebla,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,25,Algeria,6234,324190,324190,,nan,,
Hiang'a Mbock,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,19,France,519,27015,27015,,nan,,
Hugo Magnetti,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,21,France,692,36021,36021,,nan,,
Ibrahima Diallo,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,20,France,7273,378222,378222,,nan,,
Irvin Cardona,2019-2020,Ligue 1,Brest,Forward,Outfielder,22,France,6234,324190,324190,,nan,,
Jean-Charles Castelletto,2019-2020,Ligue 1,Brest,Defender,Outfielder,24,Cameroon,6234,324190,324190,,nan,,
Jean-Kevin Duverne,2019-2020,Ligue 1,Brest,Defender,Outfielder,22,France,6234,324190,324190,,nan,,
Julien Fabri,2019-2020,Ligue 1,Brest,Goalkeeper,Goalkeeper,25,France,3117,162095,162095,,nan,,
Julien Faussurier,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,32,France,6234,324190,324190,,nan,,
Kévin Mayi,2019-2020,Ligue 1,Brest,Forward,Outfielder,26,France,2251,117068,117068,,nan,,
Ludovic Baal,2019-2020,Ligue 1,Brest,Defender,Outfielder,33,French Guiana,6234,324190,324190,,nan,,
Mathias Autret,2019-2020,Ligue 1,Brest,Forward,Outfielder,28,France,6234,324190,324190,,nan,,
Paul Lasne,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,30,France,11429,594349,594349,,nan,,
Romain Perraud,2019-2020,Ligue 1,Brest,Defender,Outfielder,21,France,6234,324190,324190,,nan,,
Samuel Grandsir,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,23,France,7273,378222,378222,,nan,,
Sébastien Cibois,2019-2020,Ligue 1,Brest,Goalkeeper,Goalkeeper,21,France,692,36021,36021,,nan,,
Yoann Court,2019-2020,Ligue 1,Brest,Midfielder,Outfielder,29,France,6234,324190,324190,,nan,,
Alfred Gomis,2019-2020,Ligue 1,Dijon,Goalkeeper,Goalkeeper,26,Senegal,8312,432254,432254,,nan,,
Bruno Ecuele Manga,2019-2020,Ligue 1,Dijon,Defender,Outfielder,31,Gabon,19742,1026604,1026604,,nan,,
Bryan Soumaré,2019-2020,Ligue 1,Dijon,Forward,Outfielder,20,France,519,27015,27015,,nan,,
Didier Ndong,2019-2020,Ligue 1,Dijon,Midfielder,Outfielder,25,Gabon,16625,864508,864508,,nan,,
Enzo Loiodice,2019-2020,Ligue 1,Dijon,Midfielder,Outfielder,18,France,2943,153090,153090,,nan,,
Florent Balmont,2019-2020,Ligue 1,Dijon,Midfielder,Outfielder,39,France,6234,324190,324190,,nan,,
Fouad Chafik,2019-2020,Ligue 1,Dijon,Defender,Outfielder,32,Morocco,8485,441259,441259,,nan,,
Frédéric Sammaritano,2019-2020,Ligue 1,Dijon,Forward,Outfielder,33,France,5195,270159,270159,,nan,,
Hamza Mendyl,2019-2020,Ligue 1,Dijon,Defender,Outfielder,21,Morocco,8138,423249,423249,,nan,,
Jhonder Cádiz,2019-2020,Ligue 1,Dijon,Forward,Outfielder,24,Venezuela,8312,432254,432254,,nan,,
Jordan Marié,2019-2020,Ligue 1,Dijon,Midfielder,Outfielder,27,France,6234,324190,324190,,nan,,
Julio Tavarès,2019-2020,Ligue 1,Dijon,Forward,Outfielder,30,Cape Verde,13507,702413,702413,,nan,,
Lévi Ntumba,2019-2020,Ligue 1,Dijon,Goalkeeper,Goalkeeper,18,France,519,27015,27015,,nan,,
Mama Baldé,2019-2020,Ligue 1,Dijon,Forward,Outfielder,23,Guinea-Bissau,5195,270159,270159,,nan,,
Matheus Pereira,2019-2020,Ligue 1,Dijon,Forward,Outfielder,21,Brazil,2251,117068,117068,,nan,,
Mickaël Alphonse,2019-2020,Ligue 1,Dijon,Defender,Outfielder,30,Guadeloupe,2943,153090,153090,,nan,,
Mounir Chouiar,2019-2020,Ligue 1,Dijon,Forward,Outfielder,20,France,10390,540318,540318,,nan,,
Nayef Aguerd,2019-2020,Ligue 1,Dijon,Defender,Outfielder,23,Morocco,6234,324190,324190,,nan,,
Ngonda Muzinga,2019-2020,Ligue 1,Dijon,Defender,Outfielder,24,Democratic Republic of Congo,1039,54031,54031,,nan,,
Romain Amalfitano,2019-2020,Ligue 1,Dijon,Midfielder,Outfielder,30,France,6234,324190,324190,,nan,,
Rúnar Alex Rúnarsson,2019-2020,Ligue 1,Dijon,Goalkeeper,Goalkeeper,24,Iceland,6234,324190,324190,,nan,,
Senou Coulibaly,2019-2020,Ligue 1,Dijon,Defender,Outfielder,25,France,692,36021,36021,,nan,,
Stephy Mavididi,2019-2020,Ligue 1,Dijon,Forward,Outfielder,21,England,6234,324190,324190,,nan,,
Théo Barbet,2019-2020,Ligue 1,Dijon,Defender,Outfielder,18,France,519,27015,27015,,nan,,
Wesley Lautoa,2019-2020,Ligue 1,Dijon,Defender,Outfielder,32,France,8312,432254,432254,,nan,,
Yassine Benzia,2019-2020,Ligue 1,Dijon,Forward,Outfielder,25,Algeria,19742,1026604,1026604,,nan,,
Adama Soumaoro,2019-2020,Ligue 1,Lille,Defender,Outfielder,27,France,30998,1611948,1611948,,nan,,
Benjamin André,2019-2020,Ligue 1,Lille,Midfielder,Outfielder,29,France,27015,1404826,1404826,,nan,,
Boubakary Soumaré,2019-2020,Ligue 1,Lille,Midfielder,Outfielder,20,France,8312,432254,432254,,nan,,
Domagoj Bradaric,2019-2020,Ligue 1,Lille,Defender,Outfielder,19,Croatia,9697,504296,504296,,nan,,
Gabriel Magalhães,2019-2020,Ligue 1,Lille,Defender,Outfielder,21,Brazil,16798,873514,873514,,nan,,
Jonathan Bamba,2019-2020,Ligue 1,Lille,Forward,Outfielder,23,France,24937,1296763,1296763,,nan,,
Jonathan Ikoné,2019-2020,Ligue 1,Lille,Forward,Outfielder,21,France,24937,1296763,1296763,,nan,,
José Fonte,2019-2020,Ligue 1,Lille,Defender,Outfielder,35,Portugal,28920,1503885,1503885,,nan,,
Jérémy Pied,2019-2020,Ligue 1,Lille,Defender,Outfielder,30,France,16625,864508,864508,,nan,,
Loïc Rémy,2019-2020,Ligue 1,Lille,Forward,Outfielder,32,France,55936,2908711,2908711,,nan,,
Luiz Araújo,2019-2020,Ligue 1,Lille,Forward,Outfielder,23,Brazil,24937,1296763,1296763,,nan,,
Léo Jardim,2019-2020,Ligue 1,Lille,Goalkeeper,Goalkeeper,24,Brazil,16798,873514,873514,,nan,,
Mike Maignan,2019-2020,Ligue 1,Lille,Goalkeeper,Goalkeeper,24,France,24937,1296763,1296763,,nan,,
Nico Gaitán,2019-2020,Ligue 1,Lille,Forward,Outfielder,31,Argentina,22513,1170689,1170689,,nan,,
Reinildo Mandava,2019-2020,Ligue 1,Lille,Defender,Outfielder,25,Mozambique,1558,81047,81047,,nan,,
Renato Sanches,2019-2020,Ligue 1,Lille,Midfielder,Outfielder,22,Portugal,51953,2701590,2701590,,nan,,
Saad Agouzoul,2019-2020,Ligue 1,Lille,Defender,Outfielder,22,Morocco,866,45026,45026,,nan,,
Thiago Maia,2019-2020,Ligue 1,Lille,Midfielder,Outfielder,22,Brazil,51780,2692584,2692584,,nan,,
Tiago Djaló,2019-2020,Ligue 1,Lille,Defender,Outfielder,19,Portugal,5195,270159,270159,,nan,,
Timothy Weah,2019-2020,Ligue 1,Lille,Forward,Outfielder,19,United States,14547,756445,756445,,nan,,
Victor Osimhen,2019-2020,Ligue 1,Lille,Forward,Outfielder,20,Nigeria,22513,1170689,1170689,,nan,,
Xeka,2019-2020,Ligue 1,Lille,Midfielder,Outfielder,24,Portugal,24937,1296763,1296763,,nan,,
Yusuf Yazici,2019-2020,Ligue 1,Lille,Forward,Outfielder,22,Turkey,20781,1080636,1080636,,nan,,
Zeki Celik,2019-2020,Ligue 1,Lille,Defender,Outfielder,22,Turkey,14547,756445,756445,,nan,,
Amine Gouiri,2019-2020,Ligue 1,Lyon,Forward,Outfielder,19,France,7273,378222,378222,,nan,,
Anthony Lopes,2019-2020,Ligue 1,Lyon,Goalkeeper,Goalkeeper,28,Portugal,83126,4322544,4322544,,nan,,
Anthony Racioppi,2019-2020,Ligue 1,Lyon,Goalkeeper,Goalkeeper,20,Switzerland,5714,297174,297174,,nan,,
Bertrand Traoré,2019-2020,Ligue 1,Lyon,Forward,Outfielder,24,Burkina Faso,72734,3782226,3782226,,nan,,
Boubacar Fofana,2019-2020,Ligue 1,Lyon,Forward,Outfielder,21,France,2598,135079,135079,,nan,,
Bruno Guimarães,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,22,Brazil,38619,2008181,2008181,,nan,,
Camilo,2019-2020,Ligue 1,Lyon,Forward,Outfielder,20,Brazil,3117,162095,162095,,nan,,
Ciprian Tatarusanu,2019-2020,Ligue 1,Lyon,Goalkeeper,Goalkeeper,33,Romania,31171,1620954,1620954,,nan,,
Houssem Aouar,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,21,France,62344,3241908,3241908,,nan,,
Jason Denayer,2019-2020,Ligue 1,Lyon,Defender,Outfielder,24,Belgium,55936,2908711,2908711,,nan,,
Jean Lucas,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,21,Brazil,17318,900530,900530,,nan,,
Jeff Reine-Adélaïde,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,21,France,31171,1620954,1620954,,nan,,
Joachim Andersen,2019-2020,Ligue 1,Lyon,Defender,Outfielder,23,Denmark,53858,2800648,2800648,,nan,,
Karl Toko Ekambi,2019-2020,Ligue 1,Lyon,Forward,Outfielder,27,Cameroon,18010,936551,936551,,nan,,
Kenny Tete,2019-2020,Ligue 1,Lyon,Defender,Outfielder,23,Netherlands,31171,1620954,1620954,,nan,,
Lucas Tousart,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,22,France,41563,2161272,2161272,,nan,,
Léo Dubois,2019-2020,Ligue 1,Lyon,Defender,Outfielder,24,France,38099,1981166,1981166,,nan,,
Mapou Yanga-Mbiwa,2019-2020,Ligue 1,Lyon,Defender,Outfielder,30,France,58014,3016775,3016775,,nan,,
Marcelo,2019-2020,Ligue 1,Lyon,Defender,Outfielder,32,Brazil,55936,2908711,2908711,,nan,,
Martin Terrier,2019-2020,Ligue 1,Lyon,Forward,Outfielder,22,France,20781,1080636,1080636,,nan,,
Marçal,2019-2020,Ligue 1,Lyon,Defender,Outfielder,30,Brazil,20781,1080636,1080636,,nan,,
Maxence Caqueret,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,19,France,5714,297174,297174,,nan,,
Maxwel Cornet,2019-2020,Ligue 1,Lyon,Forward,Outfielder,22,Cote d'Ivoire,48836,2539494,2539494,,nan,,
Memphis Depay,2019-2020,Ligue 1,Lyon,Forward,Outfielder,25,Netherlands,87282,4538671,4538671,,nan,,
Moussa Dembélé,2019-2020,Ligue 1,Lyon,Forward,Outfielder,23,France,53858,2800648,2800648,,nan,,
Oumar Solet,2019-2020,Ligue 1,Lyon,Defender,Outfielder,19,France,10044,522307,522307,,nan,,
Rafael,2019-2020,Ligue 1,Lyon,Defender,Outfielder,29,Brazil,51953,2701590,2701590,,nan,,
Rayan Cherki,2019-2020,Ligue 1,Lyon,Forward,Outfielder,16,France,692,36021,36021,,nan,,
Thiago Mendes,2019-2020,Ligue 1,Lyon,Midfielder,Outfielder,27,Brazil,53685,2791643,2791643,,nan,,
Titouan Thomas,2019-2020,Ligue 1,Lyon,Forward,Outfielder,17,France,866,45026,45026,,nan,,
Youssouf Koné,2019-2020,Ligue 1,Lyon,Defender,Outfielder,24,Mali,27708,1440848,1440848,,nan,,
Abdallah Ali Mohamed,2019-2020,Ligue 1,Marseille,Defender,Outfielder,20,Comoros,866,45026,45026,,nan,,
Ahmadou Dia,2019-2020,Ligue 1,Marseille,Goalkeeper,Goalkeeper,19,France,692,36021,36021,,nan,,
Alexandre Phliponeau,2019-2020,Ligue 1,Marseille,Midfielder,Outfielder,19,France,692,36021,36021,,nan,,
