season,competition_id,competition,player_id,name,team_id,team,age,nationality,height,weight,preferred_foot,position,detailed_position,goals,assists,position_am_perc,position_cb_perc,position_cf_perc,position_cm_perc,position_dm_perc,position_gk_perc,position_lb_perc,position_lw_perc,position_rb_perc,position_rw_perc,play_time,ball_in_play_time,shots,shots_open_play,shots_open_play_box,shots_op_left_foot,shots_op_right_foot,shots_op_head,crosses,crosses_open_play,crosses_op_successful,crosses_op_left,crosses_op_right,passes,passes_open_play,passes_op_successful,passes_op_head,passes_op_head_successful,passes_op_final_third,passes_op_final_third_successful,passes_op_box,passes_op_box_successful,launches,launches_successful,carries,carries_box,carry_distance,dribbles,dribbles_successful,dribbles_box,recoveries,tackles,interceptions,blocks,clearances,saves,aerial_duels_att,aerial_duels_att_won,ground_duels_att,ground_duels_att_won,aerial_duels_def,aerial_duels_def_won,ground_duels_def,ground_duels_def_won,name_lower,firstname_lower,lastname_lower,firstinitial_lower
2019/2020,32,League Two,10934,Glenn Morris,1525,Crawley Town,36.0,England,183.0,70.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3616.933332,1956.6337640000002,0,0,0,0,0,0,0,0,0,0,0,423,382,269,3,3,1,1,6,0,794,464,775,0,6235.967141,2,3,0,125,0,57,0,43,135,3,3,6,6,16,1,1,1,glenn morris,glenn,morris,g
2019/2020,15,League One,168399,Will Norris,40,Ipswich Town,27.0,England,195.0,74.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1174.133642,603.5499973,0,0,0,0,0,0,0,0,0,0,0,169,130,95,1,1,0,0,4,0,202,101,229,0,1295.359242,2,1,0,10,0,3,0,13,34,0,0,0,0,7,2,0,0,will norris,will,norris,w
2018/2019,70,Championship,48860,Niki Mäenpää,113,Bristol City,35.0,Finland,190.0,86.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2528.916995,1407.083425,0,0,0,0,0,0,0,0,0,0,0,550,473,417,1,1,0,0,3,0,365,202,640,0,3141.634697,0,0,0,55,0,26,0,32,72,3,3,4,4,9,0,0,0,niki maenpaa,niki,maenpaa,n
2019/2020,70,Championship,48860,Niki Mäenpää,113,Bristol City,35.0,Finland,190.0,86.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,402.766773,206.5834283,0,0,0,0,0,0,0,0,0,0,0,70,55,48,0,0,0,0,0,0,54,32,78,0,340.6248218,0,0,0,3,0,3,0,3,10,0,0,0,0,4,1,0,0,niki maenpaa,niki,maenpaa,n
2019/2020,15,League One,215059,Robert Sanchez,82,Rochdale,22.0,Spain,197.0,90.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1262.01657,764.3665641,0,0,0,0,0,0,0,0,0,0,0,350,283,222,0,0,0,0,2,0,254,122,434,0,2458.298554,1,1,0,34,0,30,0,9,53,1,1,6,6,13,0,0,0,robert sanchez,robert,sanchez,r
2019/2020,70,Championship,207722,Jack Walton,37,Barnsley,22.0,England,183.0,75.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,791.4335639999999,412.0500207,0,0,0,0,0,0,0,0,0,0,0,146,108,102,1,1,0,0,0,0,109,62,176,0,1156.9009039999999,0,0,0,16,0,0,0,10,18,0,0,0,0,1,0,0,0,jack walton,jack,walton,j
2019/2020,32,League Two,138001,Thomas King,437,Newport County,25.0,England,186.0,80.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3048.9835199999998,1528.866795,0,0,0,0,0,0,0,0,0,0,0,283,240,165,3,2,0,0,7,0,717,397,580,0,4070.9531549999997,0,0,0,62,0,26,0,20,72,3,2,2,1,5,0,0,0,thomas king,thomas,king,t
2018/2019,70,Championship,169593,Remi Matthews,30,Bolton Wanderers,26.0,England,184.0,78.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1742.133634,1003.066676,0,0,0,0,0,0,0,0,0,0,0,165,142,113,1,1,0,0,2,0,406,285,358,0,2263.475032,0,0,0,20,0,7,0,21,71,1,1,4,4,7,1,1,1,remi matthews,remi,matthews,r
2019/2020,15,League One,169593,Remi Matthews,30,Bolton Wanderers,26.0,England,184.0,78.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1945.41672,1097.983342,0,0,0,0,0,0,0,0,0,0,0,241,211,177,1,1,0,0,1,0,539,305,481,0,3017.686906,1,1,0,53,2,13,0,24,60,5,4,3,2,9,0,2,1,remi matthews,remi,matthews,r
2019/2020,15,League One,232398,Nathan Trott,2623,AFC Wimbledon,21.0,England,184.0,70.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,872.1666029999999,482.5664516,0,0,0,0,0,0,0,0,0,0,0,85,77,62,0,0,0,0,0,0,258,155,175,0,1178.861085,0,0,0,21,0,14,0,10,37,0,0,2,2,5,0,0,0,nathan trott,nathan,trott,n
2019/2020,32,League Two,140172,Liam Roberts,42,Walsall,25.0,England,183.0,82.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3018.800141,1654.8835199999999,0,0,0,0,0,0,0,0,0,0,0,420,362,286,1,1,0,0,5,0,701,398,662,0,4721.163476,0,0,0,45,0,43,0,30,82,4,3,3,3,16,1,1,1,liam roberts,liam,roberts,l
2019/2020,70,Championship,175433,Joe Wildsmith,19,Sheffield Wednesday,24.0,England,183.0,65.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,788.6497509999999,408.7832957,0,0,0,0,0,0,0,0,0,0,0,71,59,48,0,0,0,0,0,0,171,100,149,0,974.6759719,0,0,0,7,0,4,0,2,14,2,2,0,0,2,0,0,0,joe wildsmith,joe,wildsmith,j
2019/2020,32,League Two,13617,Adam Collin,68,Carlisle United,35.0,England,191.0,78.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3497.2496149999997,1907.35005,1,1,0,1,0,0,0,0,0,0,0,585,438,333,1,0,0,0,8,0,650,322,717,1,3722.775359,1,1,0,57,0,47,0,32,120,0,0,3,2,12,0,0,0,adam collin,adam,collin,a
2019/2020,70,Championship,222627,João Virginia,108,Reading,20.0,Portugal,193.0,83.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,196.69992299999998,109.2833,0,0,0,0,0,0,0,0,0,0,0,41,36,35,0,0,0,0,2,0,11,8,43,0,216.87739159999998,0,0,0,2,0,3,0,2,5,0,0,0,0,1,0,0,0,joao virginia,joao,virginia,j
2019/2020,15,League One,124582,Dimitar Evtimov,888,Accrington Stanley,27.0,Bulgaria,190.0,83.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,193.76673300000002,93.6333033,0,0,0,0,0,0,0,0,0,0,0,34,30,29,0,0,0,0,0,0,17,7,42,0,277.3473373,0,0,0,3,0,2,0,0,4,0,0,0,0,2,0,0,0,dimitar evtimov,dimitar,evtimov,d
2019/2020,70,Championship,77818,James Shea,102,Luton Town,29.0,England,185.0,76.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1260.600041,710.9166403,0,0,0,0,0,0,0,0,0,0,0,251,184,159,0,0,0,0,2,0,183,102,293,0,1484.693998,1,1,0,26,1,9,0,12,50,1,1,1,1,8,1,0,0,james shea,james,shea,j
2018/2019,70,Championship,15885,Adam Federici,110,Stoke City,35.0,Australia,188.0,90.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96.883303,56.36666999999999,0,0,0,0,0,0,0,0,0,0,0,24,14,14,0,0,0,0,0,0,2,2,17,0,61.51786401,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,adam federici,adam,federici,a
2019/2020,70,Championship,15885,Adam Federici,110,Stoke City,35.0,Australia,188.0,90.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,688.599953,393.799975,1,1,0,0,1,0,0,0,0,0,0,125,107,94,0,0,0,0,0,0,98,57,162,0,1005.419095,0,0,0,9,0,3,0,3,23,1,1,1,1,0,0,0,0,adam federici,adam,federici,a
2019/2020,32,League Two,156262,Jonathan Mitchell,84,Macclesfield Town,25.0,England,180.0,86.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1061.4828400000001,581.783363,0,0,0,0,0,0,0,0,0,0,0,222,183,123,0,0,0,0,4,0,184,116,277,0,1975.18643,0,0,0,13,0,4,0,13,42,0,0,1,1,3,0,0,0,jonathan mitchell,jonathan,mitchell,j
2019/2020,70,Championship,184193,Jordan Smith,17,Nottingham Forest,25.0,England,,,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,197.733347,107.89998700000001,0,0,0,0,0,0,0,0,0,0,0,32,28,20,0,0,0,0,0,0,36,13,50,0,370.43490269999995,0,0,0,1,0,2,0,4,5,0,0,0,0,1,0,0,0,jordan smith,jordan,smith,j
2019/2020,15,League One,194465,Alex Bass,47,Portsmouth,22.0,England,191.0,70.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1413.133193,716.2000381,0,0,0,0,0,0,0,0,0,0,0,110,100,67,0,0,0,0,4,0,274,163,234,0,1848.8305940000002,0,0,0,20,0,15,0,9,46,1,1,3,3,7,0,0,0,alex bass,alex,bass,a
2018/2019,70,Championship,17505,Luke Steele,17,Nottingham Forest,35.0,England,188.0,76.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,190.20003,118.516706,0,0,0,0,0,0,0,0,0,0,0,32,26,25,0,0,0,0,0,0,23,14,40,0,137.4933639,0,0,0,3,0,2,0,1,5,0,0,1,1,1,0,0,0,luke steele,luke,steele,l
2019/2020,32,League Two,18438,Conrad Logan,77,Mansfield Town,34.0,Republic of Ireland,188.0,89.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2072.6166,1074.116824,0,0,0,0,0,0,0,0,0,0,0,294,227,189,0,0,0,0,6,0,369,231,370,0,1755.568963,0,0,0,41,0,4,0,6,51,1,1,1,1,2,1,0,0,conrad logan,conrad,logan,c
2019/2020,32,League Two,18438,Conrad Logan,302,Forest Green Rovers,34.0,Republic of Ireland,188.0,89.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,491.91664000000003,275.3833027,0,0,0,0,0,0,0,0,0,0,0,83,68,51,0,0,0,0,0,0,101,52,115,0,664.2232346,0,0,0,13,0,2,0,3,5,0,0,0,0,0,0,0,0,conrad logan,conrad,logan,c
2019/2020,32,League Two,104536,Ian Lawlor,93,Scunthorpe United,25.0,Republic of Ireland,193.0,80.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,392.183289,207.966707,0,0,0,0,0,0,0,0,0,0,0,57,48,33,0,0,0,0,2,0,66,26,84,0,602.1629337999999,0,0,0,8,0,0,0,2,10,1,0,0,0,0,0,0,0,ian lawlor,ian,lawlor,i
2019/2020,15,League One,162351,Aaron Chapman,44,Tranmere Rovers,30.0,England,203.0,92.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,581.499813,318.03327060000004,0,0,0,0,0,0,0,0,0,0,0,79,72,45,0,0,1,0,1,0,148,85,138,0,820.6748142999999,1,1,0,10,0,5,0,1,17,1,1,0,0,0,0,0,0,aaron chapman,aaron,chapman,a
2018/2019,70,Championship,91043,Connor Ripley,107,Preston North End,27.0,England,191.0,96.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,203.73342399999999,103.916689,0,0,0,0,0,0,0,0,0,0,0,26,25,21,0,0,0,0,3,0,32,20,42,0,256.6393729,0,0,0,5,1,2,0,2,9,0,0,0,0,1,0,0,0,connor ripley,connor,ripley,c
2018/2019,70,Championship,51922,Ben Amos,103,Millwall,30.0,England,180.0,69.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1170.2997699999999,596.3001016,0,0,0,0,0,0,0,0,0,0,0,77,63,50,0,0,0,0,4,0,197,119,132,0,922.1812057,0,0,0,14,0,9,0,6,23,1,0,1,1,1,0,0,0,ben amos,ben,amos,b
2019/2020,32,League Two,15831,Dean Brill,85,Leyton Orient,34.0,England,188.0,79.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1775.583137,949.4499507000002,0,0,0,0,0,0,0,0,0,0,0,226,191,162,0,0,0,0,2,0,466,273,442,0,2896.37055,0,0,0,29,1,19,0,20,61,1,1,2,2,6,0,1,0,dean brill,dean,brill,d
2019/2020,32,League Two,133085,Lawrence Vigouroux,85,Leyton Orient,26.0,Chile,194.0,77.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,582.066457,315.9332637,0,0,0,0,0,0,0,0,0,0,0,73,71,42,0,0,0,0,2,0,166,86,156,0,923.4915007000001,0,0,0,6,0,5,0,2,21,1,0,0,0,1,0,0,0,lawrence vigouroux,lawrence,vigouroux,l
2019/2020,15,League One,3774,Joe Murphy,74,Shrewsbury Town,39.0,Republic of Ireland,188.0,80.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,192.28343999999998,108.86668999999999,0,0,0,0,0,0,0,0,0,0,0,27,23,21,0,0,0,0,0,0,47,25,52,0,204.12058430000002,0,0,0,10,0,0,0,3,3,0,0,0,0,2,0,0,0,joe murphy,joe,murphy,j
2018/2019,70,Championship,95744,Sam Walker,108,Reading,28.0,England,198.0,78.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,680.583567,380.0834163,0,0,0,0,0,0,0,0,0,0,0,63,53,41,0,0,0,0,0,0,141,78,110,0,574.8023208,0,0,0,5,0,3,0,8,23,0,0,0,0,7,0,0,0,sam walker,sam,walker,s
2019/2020,32,League Two,159493,Christoffer Mafoumbi,286,Morecambe,26.0,Congo,196.0,80.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,876.3665800000001,464.950059,0,0,0,0,0,0,0,0,0,0,0,96,94,40,0,0,0,0,7,0,180,94,156,0,1552.007157,0,0,0,12,1,12,0,13,31,1,1,0,0,7,3,1,0,christoffer mafoumbi,christoffer,mafoumbi,c
2019/2020,70,Championship,168977,Joel Coleman,38,Huddersfield Town,24.0,England,198.0,82.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,230.21676000000002,120.216715,0,0,0,0,0,0,0,0,0,0,0,30,22,20,0,0,0,0,0,0,36,14,46,0,281.5733035,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,joel coleman,joel,coleman,j
2019/2020,32,League Two,97003,Jonathan Maxted,71,Exeter City,26.0,England,183.0,71.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1792.6331899999998,940.6498502999999,0,0,0,0,0,0,0,0,0,0,0,158,143,105,0,0,0,0,3,0,422,237,354,0,2082.548664,0,0,0,31,0,5,0,19,54,3,2,0,0,5,1,0,0,jonathan maxted,jonathan,maxted,j
2019/2020,70,Championship,241791,Ryan Schofield,38,Huddersfield Town,20.0,England,,,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,99.066603,48.4832993,0,0,0,0,0,0,0,0,0,0,0,20,16,15,0,0,0,0,0,0,18,10,30,0,115.20281750000001,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,ryan schofield,ryan,schofield,r
2019/2020,32,League Two,178841,Lewis Ward,71,Exeter City,23.0,England,195.0,81.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2046.299945,1093.216483,0,0,0,0,0,0,0,0,0,0,0,206,167,130,1,0,0,0,2,0,465,252,374,0,2848.45195,0,0,0,39,0,10,0,19,39,1,1,2,2,10,0,0,0,lewis ward,lewis,ward,l
2019/2020,32,League Two,5709,Barry Roche,286,Morecambe,38.0,Republic of Ireland,193.0,90.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1565.133417,841.0833630000001,0,0,0,0,0,0,0,0,0,0,0,239,189,139,0,0,0,0,6,0,338,163,312,0,1888.8565350000001,0,0,0,26,0,19,0,19,49,0,0,1,1,7,0,1,1,barry roche,barry,roche,b
2019/2020,15,League One,247792,Josef Bursik,888,Accrington Stanley,20.0,England,187.0,,left,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1567.650077,851.9667719,2,0,0,0,0,0,0,0,0,0,0,236,171,146,0,0,0,0,1,0,309,177,325,0,1640.75341,0,0,0,37,0,18,0,14,38,0,0,2,2,4,0,0,0,josef bursik,josef,bursik,j
2019/2020,32,League Two,195411,Dimitar Mitov,101,Cambridge United,23.0,Bulgaria,188.0,76.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2646.4996969999997,1455.0166960000001,0,0,0,0,0,0,0,0,0,0,0,429,327,284,1,1,0,0,3,0,554,282,591,0,3397.3159990000004,0,0,0,55,1,24,0,13,66,0,0,6,5,5,0,1,0,dimitar mitov,dimitar,mitov,d
2018/2019,70,Championship,193061,Connal Trueman,41,Birmingham City,24.0,England,186.0,74.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,195.033324,109.583326,0,0,0,0,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,37,27,28,0,195.3433312,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,connal trueman,connal,trueman,c
2019/2020,70,Championship,193061,Connal Trueman,41,Birmingham City,24.0,England,186.0,74.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,975.0499773,521.1833686000001,0,0,0,0,0,0,0,0,0,0,0,137,118,102,0,0,0,0,2,0,154,96,197,0,1379.779979,0,0,0,11,0,1,1,7,27,1,1,1,1,1,0,0,0,connal trueman,connal,trueman,c
2019/2020,32,League Two,39775,Steve Arnold,75,Northampton Town,31.0,England,185.0,83.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,672.949878,307.7333099,0,0,0,0,0,0,0,0,0,0,0,91,80,48,0,0,0,0,2,0,123,71,133,0,927.0710389000001,0,0,0,4,1,5,0,7,23,0,0,0,0,4,0,1,0,steve arnold,steve,arnold,s
2019/2020,32,League Two,19585,Chris Neal,3448,Salford City,34.0,England,186.0,86.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1468.383259,818.650138,0,0,0,0,0,0,0,0,0,0,0,288,199,177,0,0,0,0,0,0,180,111,288,0,1870.7799929999999,0,0,0,24,0,14,0,9,51,0,0,1,1,2,0,0,0,chris neal,chris,neal,c
2018/2019,70,Championship,43892,Jayson Leutwiler,5,Blackburn Rovers,31.0,Canada,193.0,79.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,486.299994,283.0500924,0,0,0,0,0,0,0,0,0,0,0,76,67,61,0,0,0,0,1,0,82,28,101,0,334.97153080000004,0,0,0,7,0,0,1,6,13,0,0,0,0,3,1,0,0,jayson leutwiler,jayson,leutwiler,j
2019/2020,32,League Two,19397,Kyle Letheren,3448,Salford City,32.0,Wales,188.0,82.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1867.049652,1008.900073,0,0,0,0,0,0,0,0,0,0,0,317,232,178,1,1,0,0,4,0,249,144,313,0,2094.867244,0,0,0,17,0,19,0,13,49,1,1,0,0,7,0,0,0,kyle letheren,kyle,letheren,k
2019/2020,15,League One,49387,Mark Oxley,81,Southend United,29.0,England,191.0,73.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,879.06666,473.69992060000004,0,0,0,0,0,0,0,0,0,0,0,53,44,22,1,1,0,0,4,0,206,125,126,0,810.2745053,0,0,0,11,0,8,0,4,27,2,0,0,0,3,0,1,1,mark oxley,mark,oxley,m
2019/2020,32,League Two,51923,Gary Woods,105,Oldham Athletic,29.0,England,185.0,77.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1417.733333,765.0666737,0,0,0,0,0,0,0,0,0,0,0,192,129,105,1,1,0,0,4,0,266,134,259,0,1870.813627,0,0,0,29,1,9,0,11,49,0,0,1,1,3,1,0,0,gary woods,gary,woods,g
2019/2020,32,League Two,153772,Luke McGee,55,Bradford City,25.0,England,193.0,80.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,392.9999,206.7,0,0,0,0,0,0,0,0,0,0,0,56,45,32,1,1,0,0,1,0,98,44,88,0,586.7936792,0,0,0,7,0,1,0,7,16,1,0,0,0,0,0,0,0,luke mcgee,luke,mcgee,l
2019/2020,32,League Two,221377,Jojo Wollacott,302,Forest Green Rovers,24.0,England,190.0,80.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,868.1835060000001,471.533341,0,0,0,0,0,0,0,0,0,0,0,183,150,134,0,0,0,0,2,0,185,83,261,0,1944.011075,0,0,0,17,0,11,0,8,17,0,0,3,2,1,0,1,1,jojo wollacott,jojo,wollacott,j
2019/2020,15,League One,86847,Ben Garratt,587,Burton Albion,27.0,England,185.0,66.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,193.93346,111.06661399999999,0,0,0,0,0,0,0,0,0,0,0,34,21,20,0,0,0,0,0,0,17,9,33,0,105.51051890000001,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,ben garratt,ben,garratt,b
2019/2020,32,League Two,96782,Adam Smith,302,Forest Green Rovers,27.0,England,180.0,70.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,691.33329,387.0166803,0,0,0,0,0,0,0,0,0,0,0,120,101,90,0,0,1,1,1,0,143,66,178,0,885.2581167000001,0,0,0,19,0,2,0,1,15,0,0,2,2,1,0,0,0,adam smith,adam,smith,a
2019/2020,15,League One,15903,David Stockdale,112,Wycombe Wanderers,34.0,England,191.0,84.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,196.533277,100.133361,0,0,0,0,0,0,0,0,0,0,0,13,13,10,0,0,0,0,0,0,40,21,27,0,190.2449457,0,0,0,3,0,4,0,1,6,0,0,0,0,1,0,0,0,david stockdale,david,stockdale,d
2019/2020,32,League Two,37633,Robert Olejnik,77,Mansfield Town,33.0,Austria,183.0,98.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1076.116463,566.8833149000001,0,0,0,0,0,0,0,0,0,0,0,107,90,65,0,0,0,0,0,0,217,111,179,0,932.6238597999999,0,0,0,10,0,6,0,14,34,2,2,0,0,5,0,0,0,robert olejnik,robert,olejnik,r
2019/2020,15,League One,434024,Patrik Gunnarsson,81,Southend United,19.0,Iceland,190.0,84.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,294.8831603,153.18334130000002,0,0,0,0,0,0,0,0,0,0,0,32,30,24,0,0,0,0,1,0,49,26,58,0,338.2404703,0,0,0,4,0,10,0,1,7,0,0,0,0,3,0,1,1,patrik gunnarsson,patrik,gunnarsson,p
2019/2020,32,League Two,10579,Luke McCormick,46,Swindon Town,37.0,England,183.0,88.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1174.4667630000001,646.033328,0,0,0,0,0,0,0,0,0,0,0,219,182,160,0,0,0,0,3,0,170,96,257,0,1210.402718,0,0,0,20,0,14,0,10,26,1,0,1,1,2,0,0,0,luke mccormick,luke,mccormick,l
2019/2020,15,League One,438405,Billy Crellin,2048,Fleetwood Town,20.0,England,185.0,60.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,498.983497,269.9500457,0,0,0,0,0,0,0,0,0,0,0,60,46,45,0,0,0,0,0,0,81,50,79,0,516.9731019999999,0,0,0,9,0,3,0,5,9,0,0,1,1,6,0,0,0,billy crellin,billy,crellin,b
2019/2020,32,League Two,214227,Lewis Thomas,302,Forest Green Rovers,22.0,Wales,183.0,70.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1396.23309,791.3500243999999,0,0,0,0,0,0,0,0,0,0,0,292,237,202,0,0,0,0,0,0,259,151,380,0,2799.558546,3,4,0,36,1,17,0,17,35,1,0,4,4,1,0,0,0,lewis thomas,lewis,thomas,l
2019/2020,32,League Two,192358,Rory Watson,93,Scunthorpe United,24.0,England,185.0,75.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2204.983152,1180.8998589999999,0,0,0,0,0,0,0,0,0,0,0,220,202,161,0,0,0,0,3,0,429,198,384,0,2981.7290989999997,0,0,0,29,1,19,0,15,66,1,1,5,5,6,1,0,0,rory watson,rory,watson,r
